lat,long,surface_elevation_res100_mean_9x9
40.81310667,-73.90916667,35.524193
40.813045,-73.90918667,35.524193
40.81297833,-73.909215,35.524193
40.81290833,-73.90924167,35.524193
40.812845,-73.90925667,35.524193
40.81277667,-73.90928,35.524193
40.81271,-73.90931167,35.524193
40.81264333,-73.90934,35.524193
40.81256167,-73.90936333,35.524193
40.812485,-73.90938333,35.524193
40.81240333,-73.90939333,35.524193
40.81233,-73.90942,35.524193
40.81223667,-73.90945333,35.294594
40.81216333,-73.90947667,35.294594
40.81209333,-73.90949333,35.294594
40.81203167,-73.90952167,35.294594
40.81198167,-73.90953,35.294594
40.81194,-73.90954833,35.294594
40.8119,-73.90956333,35.294594
40.81186333,-73.90958167,35.294594
40.81181167,-73.9096,35.294594
40.81175333,-73.909615,35.294594
40.8117,-73.90963167,35.294594
40.81164333,-73.90964667,35.294594
40.81157833,-73.90966167,35.294594
40.81151,-73.909675,35.294594
40.81144167,-73.90969333,35.294594
40.81137667,-73.909705,35.11414
40.81132,-73.90971333,35.11414
40.81123,-73.909745,35.11414
40.81120333,-73.909755,35.11414
40.81116167,-73.90977,35.11414
40.81111833,-73.90978667,35.11414
40.81106,-73.90980833,35.11414
40.810865,-73.909875,35.11414
40.81081,-73.9099,35.11414
40.81075333,-73.90992833,35.11414
40.810705,-73.909965,35.11414
40.81062833,-73.90995167,35.11414
40.8106,-73.90991333,35.11414
40.810515,-73.90974333,35.106743
40.810495,-73.90966667,35.106743
40.81047333,-73.90959167,35.106743
40.810445,-73.90951833,35.106743
40.81042333,-73.90944,35.106743
40.8104,-73.909385,35.106743
40.81038,-73.909345,35.106743
40.81033333,-73.90925333,35.106743
40.81030667,-73.90922333,35.106743
40.81029333,-73.90917333,35.106743
40.81028,-73.90911833,35.106743
40.81026167,-73.909055,34.964764
40.81023833,-73.90897833,34.964764
40.81021833,-73.908895,34.964764
40.81017333,-73.90871333,34.964764
40.810155,-73.90862167,34.964764
40.81013833,-73.90853667,34.964764
40.81012667,-73.90847,34.964764
40.810125,-73.90843167,34.964764
40.81009667,-73.90818333,34.60105
40.81007833,-73.9081,34.60105
40.81006,-73.90800833,34.60105
40.81004,-73.90791833,34.60105
40.810025,-73.90782333,34.60105
40.80997833,-73.907525,34.60105
40.809905,-73.90740667,34.60105
40.80987,-73.90739667,34.60105
40.80982833,-73.90739833,34.60105
40.80977667,-73.90741167,34.60105
40.80964333,-73.907465,33.583782
40.80957167,-73.90749167,33.583782
40.80950167,-73.90751833,33.583782
40.80944167,-73.90753833,33.583782
40.80939833,-73.90755,33.583782
40.80920333,-73.90761333,33.583782
40.80913833,-73.90763833,33.583782
40.80906667,-73.90766,33.583782
40.80899,-73.90768,33.583782
40.80891167,-73.90770167,33.583782
40.808825,-73.90772667,33.583782
40.808735,-73.90775667,31.693047
40.80864333,-73.907785,31.693047
40.80855,-73.90781833,31.693047
40.80845667,-73.90785667,31.693047
40.80836,-73.90789333,31.693047
40.80826167,-73.90792833,31.693047
40.80806667,-73.90800833,31.693047
40.80797667,-73.90802667,31.693047
40.807885,-73.90804667,31.693047
40.80778833,-73.90808667,28.927322
40.80769167,-73.90813,28.927322
40.80759667,-73.90817333,28.927322
40.8075,-73.90821333,28.927322
40.80741333,-73.908245,29.691322
40.80732833,-73.90827,29.691322
40.80723833,-73.90829833,29.691322
40.80704833,-73.90836333,29.691322
40.806955,-73.90839667,26.620295
40.80687167,-73.90842833,26.620295
40.80679667,-73.908455,26.620295
40.80674,-73.90848,26.620295
40.80669667,-73.90849667,26.620295
40.80663333,-73.90853,26.620295
40.80654167,-73.90859333,26.620295
40.80648333,-73.90863333,26.620295
40.80643,-73.908675,26.620295
