lat,long,street_width_res30_mean_9x9,street_traffic_res30_mean_9x9,street_lanes_res30_mean_9x9,street_orientation_res30_mean_9x9
40.81310667,-73.90916667,18.741564,0.9382716,1.6919751,-0.037037037
40.813045,-73.90918667,18.741564,0.9382716,1.6919751,-0.037037037
40.81297833,-73.909215,21.343931,1.074074,1.9200764,0.049382716
40.81290833,-73.90924167,21.343931,1.074074,1.9200764,0.049382716
40.812845,-73.90925667,21.343931,1.074074,1.9200764,0.049382716
40.81277667,-73.90928,21.343931,1.074074,1.9200764,0.049382716
40.81271,-73.90931167,22.444239,1.074074,2.0373602,0.086419754
40.81264333,-73.90934,22.444239,1.074074,2.0373602,0.086419754
40.81256167,-73.90936333,22.444239,1.074074,2.0373602,0.086419754
40.812485,-73.90938333,22.444239,1.074074,2.0373602,0.086419754
40.81240333,-73.90939333,21.411316,0.91358024,1.959171,0.049382716
40.81233,-73.90942,21.411316,0.91358024,1.959171,0.049382716
40.81223667,-73.90945333,21.411316,0.91358024,1.959171,0.049382716
40.81216333,-73.90947667,16.827677,0.54320985,1.4832451,-0.037037037
40.81209333,-73.90949333,16.827677,0.54320985,1.4832451,-0.037037037
40.81203167,-73.90952167,16.827677,0.54320985,1.4832451,-0.037037037
40.81198167,-73.90953,16.827677,0.54320985,1.4832451,-0.037037037
40.81194,-73.90954833,16.827677,0.54320985,1.4832451,-0.037037037
40.8119,-73.90956333,15.07459,0.33333334,1.3597883,-0.086419754
40.81186333,-73.90958167,15.07459,0.33333334,1.3597883,-0.086419754
40.81181167,-73.9096,15.07459,0.33333334,1.3597883,-0.086419754
40.81175333,-73.909615,15.07459,0.33333334,1.3597883,-0.086419754
40.8117,-73.90963167,15.07459,0.33333334,1.3597883,-0.086419754
40.81164333,-73.90964667,15.07459,0.33333334,1.3597883,-0.086419754
40.81157833,-73.90966167,15.52212,0.4074074,1.5300559,-0.11111111
40.81151,-73.909675,15.52212,0.4074074,1.5300559,-0.11111111
40.81144167,-73.90969333,15.52212,0.4074074,1.5300559,-0.11111111
40.81137667,-73.909705,15.52212,0.4074074,1.5300559,-0.11111111
40.81132,-73.90971333,16.583849,0.5308642,1.7028954,-0.13580246
40.81123,-73.909745,14.590021,0.30864197,1.4683275,-0.2345679
40.81120333,-73.909755,14.590021,0.30864197,1.4683275,-0.2345679
40.81116167,-73.90977,14.590021,0.30864197,1.4683275,-0.2345679
40.81111833,-73.90978667,14.590021,0.30864197,1.4683275,-0.2345679
40.81106,-73.90980833,14.32459,0.25925925,1.4847883,-0.30864197
40.810865,-73.909875,14.32459,0.25925925,1.4847883,-0.30864197
40.81081,-73.9099,14.385287,0.33333334,1.5526896,-0.32098764
40.81075333,-73.90992833,14.385287,0.33333334,1.5526896,-0.32098764
40.810705,-73.909965,14.385287,0.33333334,1.5526896,-0.32098764
40.81062833,-73.90995167,14.385287,0.33333334,1.5526896,-0.32098764
40.8106,-73.90991333,14.385287,0.33333334,1.5526896,-0.32098764
40.810515,-73.90974333,14.754114,0.38271606,1.5787038,-0.30864197
40.810495,-73.90966667,16.292694,0.5555556,1.7638888,-0.24691358
40.81047333,-73.90959167,16.292694,0.5555556,1.7638888,-0.24691358
40.810445,-73.90951833,16.292694,0.5555556,1.7638888,-0.24691358
40.81042333,-73.90944,18.212448,0.80246913,2.0108025,-0.16049382
40.8104,-73.909385,18.212448,0.80246913,2.0108025,-0.16049382
40.81038,-73.909345,18.212448,0.80246913,2.0108025,-0.16049382
40.81033333,-73.90925333,18.212448,0.80246913,2.0108025,-0.16049382
40.81030667,-73.90922333,18.212448,0.80246913,2.0108025,-0.16049382
40.81029333,-73.90917333,19.21142,1.0,2.1682098,-0.11111111
40.81028,-73.90911833,18.58642,1.0493827,2.1373458,-0.13580246
40.81026167,-73.909055,18.58642,1.0493827,2.1373458,-0.13580246
40.81023833,-73.90897833,18.58642,1.0493827,2.1373458,-0.13580246
40.81021833,-73.908895,18.12037,1.0987654,2.148148,-0.18518518
40.81017333,-73.90871333,18.12037,1.0987654,2.148148,-0.18518518
