lat,long,street_width_res30_contrast_51x51,street_width_res30_dissimilarity_51x51,street_width_res30_homogeneity_51x51,street_width_res30_energy_51x51,street_width_res30_correlation_51x51,street_width_res30_ASM_51x51,street_traffic_res30_contrast_51x51,street_traffic_res30_dissimilarity_51x51,street_traffic_res30_homogeneity_51x51,street_traffic_res30_energy_51x51,street_traffic_res30_correlation_51x51,street_traffic_res30_ASM_51x51,street_lanes_res30_contrast_51x51,street_lanes_res30_dissimilarity_51x51,street_lanes_res30_homogeneity_51x51,street_lanes_res30_energy_51x51,street_lanes_res30_correlation_51x51,street_lanes_res30_ASM_51x51,street_orientation_res30_contrast_51x51,street_orientation_res30_dissimilarity_51x51,street_orientation_res30_homogeneity_51x51,street_orientation_res30_energy_51x51,street_orientation_res30_correlation_51x51,street_orientation_res30_ASM_51x51
40.81310667,-73.90916667,8.8816,2.204,0.44023603,0.33125255,-0.035925046,0.10972824,49.6256,5.224,0.38391352,0.34210804,-0.032673508,0.11703792,13.3108,2.6916,0.42827037,0.3296194,-0.028490169,0.10864896,27.8208,3.9168,0.37805825,0.33783522,-0.03688743,0.11413264
40.813045,-73.90918667,8.8816,2.204,0.44023603,0.33125255,-0.035925046,0.10972824,49.6256,5.224,0.38391352,0.34210804,-0.032673508,0.11703792,13.3108,2.6916,0.42827037,0.3296194,-0.028490169,0.10864896,27.8208,3.9168,0.37805825,0.33783522,-0.03688743,0.11413264
40.81297833,-73.909215,8.6144,2.1592,0.4474777,0.33447546,-0.013488928,0.11187384,48.914,5.1484,0.39188987,0.34347913,-0.012551819,0.11797792,12.9752,2.6416,0.4348364,0.33205602,-0.008284832,0.1102612,27.5868,3.8724,0.3854195,0.33961165,-0.009534096,0.11533608
40.81290833,-73.90924167,8.6144,2.1592,0.4474777,0.33447546,-0.013488928,0.11187384,48.914,5.1484,0.39188987,0.34347913,-0.012551819,0.11797792,12.9752,2.6416,0.4348364,0.33205602,-0.008284832,0.1102612,27.5868,3.8724,0.3854195,0.33961165,-0.009534096,0.11533608
40.812845,-73.90925667,8.6144,2.1592,0.4474777,0.33447546,-0.013488928,0.11187384,48.914,5.1484,0.39188987,0.34347913,-0.012551819,0.11797792,12.9752,2.6416,0.4348364,0.33205602,-0.008284832,0.1102612,27.5868,3.8724,0.3854195,0.33961165,-0.009534096,0.11533608
40.81277667,-73.90928,8.6144,2.1592,0.4474777,0.33447546,-0.013488928,0.11187384,48.914,5.1484,0.39188987,0.34347913,-0.012551819,0.11797792,12.9752,2.6416,0.4348364,0.33205602,-0.008284832,0.1102612,27.5868,3.8724,0.3854195,0.33961165,-0.009534096,0.11533608
40.81271,-73.90931167,8.5348,2.1388,0.45267078,0.3373314,-0.0051321615,0.11379248,48.514,5.1084,0.3969317,0.34662315,-0.003705854,0.1201476,12.8364,2.614,0.44015095,0.33453357,-0.00030752653,0.11191272,27.5148,3.8436,0.3921829,0.3421858,0.009824258,0.11709112
40.81264333,-73.90934,8.5348,2.1388,0.45267078,0.3373314,-0.0051321615,0.11379248,48.514,5.1084,0.3969317,0.34662315,-0.003705854,0.1201476,12.8364,2.614,0.44015095,0.33453357,-0.00030752653,0.11191272,27.5148,3.8436,0.3921829,0.3421858,0.009824258,0.11709112
40.81256167,-73.90936333,8.5348,2.1388,0.45267078,0.3373314,-0.0051321615,0.11379248,48.514,5.1084,0.3969317,0.34662315,-0.003705854,0.1201476,12.8364,2.614,0.44015095,0.33453357,-0.00030752653,0.11191272,27.5148,3.8436,0.3921829,0.3421858,0.009824258,0.11709112
40.812485,-73.90938333,8.5348,2.1388,0.45267078,0.3373314,-0.0051321615,0.11379248,48.514,5.1084,0.3969317,0.34662315,-0.003705854,0.1201476,12.8364,2.614,0.44015095,0.33453357,-0.00030752653,0.11191272,27.5148,3.8436,0.3921829,0.3421858,0.009824258,0.11709112
40.81240333,-73.90939333,8.4332,2.1116,0.45978513,0.34068555,0.0052695377,0.11606664,48.0924,5.0612,0.4038382,0.3503597,0.0046991766,0.12275192,12.664,2.5776,0.44753975,0.33746347,0.0090830345,0.1138816,27.3096,3.8064,0.39865702,0.34509268,0.03633091,0.11908896
40.81233,-73.90942,8.4332,2.1116,0.45978513,0.34068555,0.0052695377,0.11606664,48.0924,5.0612,0.4038382,0.3503597,0.0046991766,0.12275192,12.664,2.5776,0.44753975,0.33746347,0.0090830345,0.1138816,27.3096,3.8064,0.39865702,0.34509268,0.03633091,0.11908896
40.81223667,-73.90945333,8.4332,2.1116,0.45978513,0.34068555,0.0052695377,0.11606664,48.0924,5.0612,0.4038382,0.3503597,0.0046991766,0.12275192,12.664,2.5776,0.44753975,0.33746347,0.0090830345,0.1138816,27.3096,3.8064,0.39865702,0.34509268,0.03633091,0.11908896
40.81216333,-73.90947667,8.1952,2.06,0.4710965,0.34362072,0.02564876,0.1180752,47.2452,4.9604,0.4167823,0.35201636,0.024564331,0.12391552,12.3112,2.5152,0.4583519,0.33962038,0.029480092,0.115342,27.1188,3.7548,0.40932965,0.34724146,0.06843532,0.12057664
40.81209333,-73.90949333,8.1952,2.06,0.4710965,0.34362072,0.02564876,0.1180752,47.2452,4.9604,0.4167823,0.35201636,0.024564331,0.12391552,12.3112,2.5152,0.4583519,0.33962038,0.029480092,0.115342,27.1188,3.7548,0.40932965,0.34724146,0.06843532,0.12057664
40.81203167,-73.90952167,8.1952,2.06,0.4710965,0.34362072,0.02564876,0.1180752,47.2452,4.9604,0.4167823,0.35201636,0.024564331,0.12391552,12.3112,2.5152,0.4583519,0.33962038,0.029480092,0.115342,27.1188,3.7548,0.40932965,0.34724146,0.06843532,0.12057664
40.81198167,-73.90953,8.1952,2.06,0.4710965,0.34362072,0.02564876,0.1180752,47.2452,4.9604,0.4167823,0.35201636,0.024564331,0.12391552,12.3112,2.5152,0.4583519,0.33962038,0.029480092,0.115342,27.1188,3.7548,0.40932965,0.34724146,0.06843532,0.12057664
40.81194,-73.90954833,8.1952,2.06,0.4710965,0.34362072,0.02564876,0.1180752,47.2452,4.9604,0.4167823,0.35201636,0.024564331,0.12391552,12.3112,2.5152,0.4583519,0.33962038,0.029480092,0.115342,27.1188,3.7548,0.40932965,0.34724146,0.06843532,0.12057664
40.8119,-73.90956333,8.1272,2.0424,0.4760442,0.3449524,0.033190858,0.11899216,47.0624,4.9288,0.42251867,0.35320035,0.030624948,0.12475048,12.1596,2.4908,0.46235213,0.34083086,0.036391072,0.11616568,27.1116,3.7356,0.41392502,0.34805816,0.086159006,0.12114448
40.81186333,-73.90958167,8.1272,2.0424,0.4760442,0.3449524,0.033190858,0.11899216,47.0624,4.9288,0.42251867,0.35320035,0.030624948,0.12475048,12.1596,2.4908,0.46235213,0.34083086,0.036391072,0.11616568,27.1116,3.7356,0.41392502,0.34805816,0.086159006,0.12114448
