lat,long,building_height_res100_contrast_51x51,building_height_res100_dissimilarity_51x51,building_height_res100_homogeneity_51x51,building_height_res100_energy_51x51,building_height_res100_correlation_51x51,building_height_res100_ASM_51x51,building_height_std_res100_contrast_51x51,building_height_std_res100_dissimilarity_51x51,building_height_std_res100_homogeneity_51x51,building_height_std_res100_energy_51x51,building_height_std_res100_correlation_51x51,building_height_std_res100_ASM_51x51,building_year_res100_contrast_51x51,building_year_res100_dissimilarity_51x51,building_year_res100_homogeneity_51x51,building_year_res100_energy_51x51,building_year_res100_correlation_51x51,building_year_res100_ASM_51x51,building_area_res100_contrast_51x51,building_area_res100_dissimilarity_51x51,building_area_res100_homogeneity_51x51,building_area_res100_energy_51x51,building_area_res100_correlation_51x51,building_area_res100_ASM_51x51
40.81310667,-73.90916667,0.1492,0.1252,0.9398,0.8647597,0.37832814,0.7478093,0.1444,0.1156,0.94508,0.889641,0.22627527,0.79146105,25.6516,1.7116,0.8857044,0.69710046,0.72254527,0.48594904,10.0252,2.034,0.49376377,0.28551188,0.3871265,0.08151704
40.813045,-73.90918667,0.1492,0.1252,0.9398,0.8647597,0.37832814,0.7478093,0.1444,0.1156,0.94508,0.889641,0.22627527,0.79146105,25.6516,1.7116,0.8857044,0.69710046,0.72254527,0.48594904,10.0252,2.034,0.49376377,0.28551188,0.3871265,0.08151704
40.81297833,-73.909215,0.1492,0.1252,0.9398,0.8647597,0.37832814,0.7478093,0.1444,0.1156,0.94508,0.889641,0.22627527,0.79146105,25.6516,1.7116,0.8857044,0.69710046,0.72254527,0.48594904,10.0252,2.034,0.49376377,0.28551188,0.3871265,0.08151704
40.81290833,-73.90924167,0.1492,0.1252,0.9398,0.8647597,0.37832814,0.7478093,0.1444,0.1156,0.94508,0.889641,0.22627527,0.79146105,25.6516,1.7116,0.8857044,0.69710046,0.72254527,0.48594904,10.0252,2.034,0.49376377,0.28551188,0.3871265,0.08151704
40.812845,-73.90925667,0.1492,0.1252,0.9398,0.8647597,0.37832814,0.7478093,0.1444,0.1156,0.94508,0.889641,0.22627527,0.79146105,25.6516,1.7116,0.8857044,0.69710046,0.72254527,0.48594904,10.0252,2.034,0.49376377,0.28551188,0.3871265,0.08151704
40.81277667,-73.90928,0.1492,0.1252,0.9398,0.8647597,0.37832814,0.7478093,0.1444,0.1156,0.94508,0.889641,0.22627527,0.79146105,25.6516,1.7116,0.8857044,0.69710046,0.72254527,0.48594904,10.0252,2.034,0.49376377,0.28551188,0.3871265,0.08151704
40.81271,-73.90931167,0.1492,0.1252,0.9398,0.8647597,0.37832814,0.7478093,0.1444,0.1156,0.94508,0.889641,0.22627527,0.79146105,25.6516,1.7116,0.8857044,0.69710046,0.72254527,0.48594904,10.0252,2.034,0.49376377,0.28551188,0.3871265,0.08151704
40.81264333,-73.90934,0.1492,0.1252,0.9398,0.8647597,0.37832814,0.7478093,0.1444,0.1156,0.94508,0.889641,0.22627527,0.79146105,25.6516,1.7116,0.8857044,0.69710046,0.72254527,0.48594904,10.0252,2.034,0.49376377,0.28551188,0.3871265,0.08151704
40.81256167,-73.90936333,0.1492,0.1252,0.9398,0.8647597,0.37832814,0.7478093,0.1444,0.1156,0.94508,0.889641,0.22627527,0.79146105,25.6516,1.7116,0.8857044,0.69710046,0.72254527,0.48594904,10.0252,2.034,0.49376377,0.28551188,0.3871265,0.08151704
40.812485,-73.90938333,0.1492,0.1252,0.9398,0.8647597,0.37832814,0.7478093,0.1444,0.1156,0.94508,0.889641,0.22627527,0.79146105,25.6516,1.7116,0.8857044,0.69710046,0.72254527,0.48594904,10.0252,2.034,0.49376377,0.28551188,0.3871265,0.08151704
