lat,long,building_height_res30_contrast_51x51,building_height_res30_dissimilarity_51x51,building_height_res30_homogeneity_51x51,building_height_res30_energy_51x51,building_height_res30_correlation_51x51,building_height_res30_ASM_51x51,building_height_std_res30_contrast_51x51,building_height_std_res30_dissimilarity_51x51,building_height_std_res30_homogeneity_51x51,building_height_std_res30_energy_51x51,building_height_std_res30_correlation_51x51,building_height_std_res30_ASM_51x51,building_year_res30_contrast_51x51,building_year_res30_dissimilarity_51x51,building_year_res30_homogeneity_51x51,building_year_res30_energy_51x51,building_year_res30_correlation_51x51,building_year_res30_ASM_51x51,building_area_res30_contrast_51x51,building_area_res30_dissimilarity_51x51,building_area_res30_homogeneity_51x51,building_area_res30_energy_51x51,building_area_res30_correlation_51x51,building_area_res30_ASM_51x51
40.81310667,-73.90916667,0.1812,0.118,0.94732,0.8840765,0.4393774,0.7815912,0.0164,0.0116,0.99468,0.9904132,0.1595295,0.98091835,45.4512,3.0312,0.7982938,0.6345454,0.5353224,0.40264785,12.8784,2.464,0.4541758,0.31290087,0.18135501,0.09790696
40.813045,-73.90918667,0.1812,0.118,0.94732,0.8840765,0.4393774,0.7815912,0.0164,0.0116,0.99468,0.9904132,0.1595295,0.98091835,45.4512,3.0312,0.7982938,0.6345454,0.5353224,0.40264785,12.8784,2.464,0.4541758,0.31290087,0.18135501,0.09790696
40.81297833,-73.909215,0.1792,0.1176,0.94736,0.88291395,0.44442847,0.779537,0.0152,0.0112,0.9948,0.9904142,0.1702187,0.98092026,45.6324,3.0444,0.79689735,0.6315025,0.53556424,0.39879543,12.8792,2.4552,0.4573952,0.31610024,0.18332043,0.09991936
40.81290833,-73.90924167,0.1792,0.1176,0.94736,0.88291395,0.44442847,0.779537,0.0152,0.0112,0.9948,0.9904142,0.1702187,0.98092026,45.6324,3.0444,0.79689735,0.6315025,0.53556424,0.39879543,12.8792,2.4552,0.4573952,0.31610024,0.18332043,0.09991936
40.812845,-73.90925667,0.1792,0.1176,0.94736,0.88291395,0.44442847,0.779537,0.0152,0.0112,0.9948,0.9904142,0.1702187,0.98092026,45.6324,3.0444,0.79689735,0.6315025,0.53556424,0.39879543,12.8792,2.4552,0.4573952,0.31610024,0.18332043,0.09991936
40.81277667,-73.90928,0.1792,0.1176,0.94736,0.88291395,0.44442847,0.779537,0.0152,0.0112,0.9948,0.9904142,0.1702187,0.98092026,45.6324,3.0444,0.79689735,0.6315025,0.53556424,0.39879543,12.8792,2.4552,0.4573952,0.31610024,0.18332043,0.09991936
40.81271,-73.90931167,0.1756,0.1156,0.9482,0.8829278,0.44322112,0.77956146,0.0136,0.0104,0.99512,0.9908138,0.18699187,0.981712,46.6224,3.1104,0.7925168,0.6258074,0.5304397,0.39163488,12.9168,2.4456,0.46175674,0.32207638,0.18320458,0.1037332
40.81264333,-73.90934,0.1756,0.1156,0.9482,0.8829278,0.44322112,0.77956146,0.0136,0.0104,0.99512,0.9908138,0.18699187,0.981712,46.6224,3.1104,0.7925168,0.6258074,0.5304397,0.39163488,12.9168,2.4456,0.46175674,0.32207638,0.18320458,0.1037332
40.81256167,-73.90936333,0.1756,0.1156,0.9482,0.8829278,0.44322112,0.77956146,0.0136,0.0104,0.99512,0.9908138,0.18699187,0.981712,46.6224,3.1104,0.7925168,0.6258074,0.5304397,0.39163488,12.9168,2.4456,0.46175674,0.32207638,0.18320458,0.1037332
40.812485,-73.90938333,0.1756,0.1156,0.9482,0.8829278,0.44322112,0.77956146,0.0136,0.0104,0.99512,0.9908138,0.18699187,0.981712,46.6224,3.1104,0.7925168,0.6258074,0.5304397,0.39163488,12.9168,2.4456,0.46175674,0.32207638,0.18320458,0.1037332
