lat,long,building_height_res30_mean_51x51,building_height_std_res30_mean_51x51,building_year_res30_mean_51x51,building_area_res30_mean_51x51
40.81310667,-73.90916667,35.90693,2.9028957,1332.4636,1717.4033
40.813045,-73.90918667,35.90693,2.9028957,1332.4636,1717.4033
40.81297833,-73.909215,36.24427,2.931634,1330.6462,1720.5632
40.81290833,-73.90924167,36.24427,2.931634,1330.6462,1720.5632
40.812845,-73.90925667,36.24427,2.931634,1330.6462,1720.5632
40.81277667,-73.90928,36.24427,2.931634,1330.6462,1720.5632
40.81271,-73.90931167,35.927456,2.889847,1319.7192,1710.4506
40.81264333,-73.90934,35.927456,2.889847,1319.7192,1710.4506
40.81256167,-73.90936333,35.927456,2.889847,1319.7192,1710.4506
40.812485,-73.90938333,35.927456,2.889847,1319.7192,1710.4506
40.81240333,-73.90939333,35.382023,2.823066,1308.8362,1703.3225
40.81233,-73.90942,35.382023,2.823066,1308.8362,1703.3225
40.81223667,-73.90945333,35.382023,2.823066,1308.8362,1703.3225
40.81216333,-73.90947667,35.110397,2.926606,1309.3695,1712.2626
40.81209333,-73.90949333,35.110397,2.926606,1309.3695,1712.2626
40.81203167,-73.90952167,35.110397,2.926606,1309.3695,1712.2626
40.81198167,-73.90953,35.110397,2.926606,1309.3695,1712.2626
40.81194,-73.90954833,35.110397,2.926606,1309.3695,1712.2626
40.8119,-73.90956333,34.972458,2.8930001,1306.7876,1718.4722
40.81186333,-73.90958167,34.972458,2.8930001,1306.7876,1718.4722
40.81181167,-73.9096,34.972458,2.8930001,1306.7876,1718.4722
40.81175333,-73.909615,34.972458,2.8930001,1306.7876,1718.4722
40.8117,-73.90963167,34.972458,2.8930001,1306.7876,1718.4722
40.81164333,-73.90964667,34.972458,2.8930001,1306.7876,1718.4722
40.81157833,-73.90966167,34.701103,2.8949697,1304.3522,1736.613
40.81151,-73.909675,34.701103,2.8949697,1304.3522,1736.613
40.81144167,-73.90969333,34.701103,2.8949697,1304.3522,1736.613
40.81137667,-73.909705,34.701103,2.8949697,1304.3522,1736.613
