lat,long,surface_elevation_res100_mean_51x51
40.81310667,-73.90916667,34.086555
40.813045,-73.90918667,34.086555
40.81297833,-73.909215,34.086555
40.81290833,-73.90924167,34.086555
40.812845,-73.90925667,34.086555
40.81277667,-73.90928,34.086555
40.81271,-73.90931167,34.086555
40.81264333,-73.90934,34.086555
40.81256167,-73.90936333,34.086555
40.812485,-73.90938333,34.086555
40.81240333,-73.90939333,34.086555
40.81233,-73.90942,34.086555
40.81223667,-73.90945333,32.981144
40.81216333,-73.90947667,32.981144
40.81209333,-73.90949333,32.981144
40.81203167,-73.90952167,32.981144
40.81198167,-73.90953,32.981144
40.81194,-73.90954833,32.981144
40.8119,-73.90956333,32.981144
40.81186333,-73.90958167,32.981144
40.81181167,-73.9096,32.981144
40.81175333,-73.909615,32.981144
40.8117,-73.90963167,32.981144
40.81164333,-73.90964667,32.981144
40.81157833,-73.90966167,32.981144
40.81151,-73.909675,32.981144
40.81144167,-73.90969333,32.981144
40.81137667,-73.909705,31.933601
40.81132,-73.90971333,31.933601
40.81123,-73.909745,31.933601
40.81120333,-73.909755,31.933601
40.81116167,-73.90977,31.933601
40.81111833,-73.90978667,31.933601
40.81106,-73.90980833,31.933601
40.810865,-73.909875,31.933601
40.81081,-73.9099,31.933601
40.81075333,-73.90992833,31.933601
40.810705,-73.909965,31.933601
40.81062833,-73.90995167,31.933601
40.8106,-73.90991333,31.933601
40.810515,-73.90974333,30.867826
40.810495,-73.90966667,30.867826
40.81047333,-73.90959167,30.867826
40.810445,-73.90951833,30.867826
40.81042333,-73.90944,30.867826
40.8104,-73.909385,30.867826
40.81038,-73.909345,30.867826
40.81033333,-73.90925333,30.867826
40.81030667,-73.90922333,30.867826
40.81029333,-73.90917333,30.867826
40.81028,-73.90911833,30.867826
40.81026167,-73.909055,31.149614
40.81023833,-73.90897833,31.149614
40.81021833,-73.908895,31.149614
40.81017333,-73.90871333,31.149614
40.810155,-73.90862167,31.149614
40.81013833,-73.90853667,31.149614
40.81012667,-73.90847,31.149614
40.810125,-73.90843167,31.149614
40.81009667,-73.90818333,31.144796
40.81007833,-73.9081,31.144796
40.81006,-73.90800833,31.144796
40.81004,-73.90791833,31.144796
40.810025,-73.90782333,31.144796
40.80997833,-73.907525,31.144796
40.809905,-73.90740667,31.144796
40.80987,-73.90739667,31.144796
40.80982833,-73.90739833,31.144796
40.80977667,-73.90741167,31.144796
40.80964333,-73.907465,30.178455
40.80957167,-73.90749167,30.178455
40.80950167,-73.90751833,30.178455
40.80944167,-73.90753833,30.178455
40.80939833,-73.90755,30.178455
40.80920333,-73.90761333,30.178455
40.80913833,-73.90763833,30.178455
40.80906667,-73.90766,30.178455
40.80899,-73.90768,30.178455
40.80891167,-73.90770167,30.178455
40.808825,-73.90772667,30.178455
40.808735,-73.90775667,29.341492
40.80864333,-73.907785,29.341492
40.80855,-73.90781833,29.341492
40.80845667,-73.90785667,29.341492
40.80836,-73.90789333,29.341492
40.80826167,-73.90792833,29.341492
40.80806667,-73.90800833,29.341492
40.80797667,-73.90802667,29.341492
40.807885,-73.90804667,29.341492
40.80778833,-73.90808667,28.626934
40.80769167,-73.90813,28.626934
40.80759667,-73.90817333,28.626934
40.8075,-73.90821333,28.626934
40.80741333,-73.908245,28.563984
40.80732833,-73.90827,28.563984
40.80723833,-73.90829833,28.563984
40.80704833,-73.90836333,28.563984
40.806955,-73.90839667,27.911867
40.80687167,-73.90842833,27.911867
40.80679667,-73.908455,27.911867
40.80674,-73.90848,27.911867
40.80669667,-73.90849667,27.911867
40.80663333,-73.90853,27.911867
40.80654167,-73.90859333,27.911867
40.80648333,-73.90863333,27.911867
40.80643,-73.908675,27.911867
40.80638833,-73.90871333,27.911867
40.80634667,-73.90875333,27.911867
40.80631167,-73.9088,27.911867
40.80628333,-73.90885167,27.911867
40.80626,-73.90889833,27.911867
40.80624833,-73.90893667,27.911867
40.80624333,-73.90896333,27.911867
40.80621667,-73.909165,27.605768
40.806185,-73.909225,27.605768
40.80615,-73.90930167,27.605768
40.80609667,-73.90947667,27.605768
40.80606833,-73.90954667,27.11493
40.80603667,-73.909595,27.11493
40.80601333,-73.90964667,27.11493
40.80599,-73.9097,27.11493
40.80597167,-73.90976,27.11493
40.80591167,-73.90987167,27.11493
40.80590333,-73.90990833,27.11493
40.805895,-73.90994667,27.11493
40.80588667,-73.90998333,27.11493
40.80574833,-73.910005,26.747213
40.80571167,-73.90990833,27.11493
40.80562667,-73.90979167,27.11493
40.80555333,-73.90964,27.11493
40.80539,-73.90940833,27.11493
40.80531333,-73.90931,27.11493
40.80523667,-73.90921167,27.11493
40.80516667,-73.90911833,26.659307
40.80509833,-73.90902667,26.971666
40.80503167,-73.90895333,26.971666
40.80498833,-73.90889167,26.971666
40.804955,-73.90883167,26.971666
40.80489167,-73.90870167,26.971666
40.80486167,-73.90863833,26.971666
40.80483667,-73.90858,26.971666
40.804815,-73.90852667,26.971666
40.80479667,-73.90847333,26.971666
40.80478,-73.90842333,26.971666
40.80476667,-73.90837333,26.971666
40.80474,-73.908315,26.971666
40.80463667,-73.90824,26.971666
40.804555,-73.90812,27.050694
40.80449833,-73.90805,27.050694
40.80446,-73.90797167,27.050694
40.80441167,-73.90789,27.050694
40.80431833,-73.90774667,27.050694
40.804275,-73.90767833,26.65674
40.804235,-73.907605,26.65674
40.80420833,-73.907515,26.65674
40.804175,-73.90745167,26.65674
40.804135,-73.90736167,26.65674
40.80409667,-73.90721833,26.66952
40.80413667,-73.90718,26.66952
40.80417833,-73.907135,26.66952
40.80422333,-73.90709,26.66952
40.80427167,-73.90704333,26.66952
40.80432667,-73.906985,27.050684
40.80438,-73.90693,27.050684
40.80442667,-73.906875,27.050684
40.80446833,-73.90682833,27.050684
40.8045,-73.90678333,27.050684
40.80451333,-73.90674167,27.050684
40.80451,-73.9067,27.050684
40.80448833,-73.90665667,27.050684
40.80445333,-73.90660667,27.050684
40.80441167,-73.90655667,27.050684
40.80436667,-73.90649,27.050684
40.80432333,-73.906415,26.938467
40.804275,-73.90633,26.56864
40.80422333,-73.90624167,26.56864
40.80412,-73.90606,26.56864
40.80407,-73.90597,26.56864
40.80394333,-73.90573333,26.56864
40.803915,-73.90568167,26.56864
40.80389167,-73.90563,26.56864
40.803875,-73.90562667,26.56864
40.80382333,-73.905605,26.56864
40.803785,-73.90562833,26.56864
40.80373833,-73.90566833,26.56864
40.80368667,-73.90572167,26.56864
40.80363333,-73.90577667,26.56864
40.80357833,-73.90583167,26.56864
40.80352833,-73.90588333,26.56864
40.80348333,-73.90592667,26.56864
40.80344333,-73.90596667,26.56864
40.80340833,-73.906,26.279875
40.80338333,-73.90602333,26.279875
40.80331667,-73.90607,26.279875
40.80328,-73.90609333,26.279875
40.80319667,-73.90617,26.279875
40.80311667,-73.90625667,26.279875
40.803035,-73.90634667,26.279875
40.80296167,-73.90642833,26.279875
40.802895,-73.90650333,26.37245
40.80274667,-73.90665167,26.37245
40.80267333,-73.906725,26.37245
40.8026,-73.9068,26.37245
40.80252833,-73.90687333,26.155624
40.80245333,-73.90694833,26.155624
40.80237833,-73.90702,26.155624
40.80230833,-73.90709167,26.155624
40.80225167,-73.90714667,26.155624
40.802215,-73.90718,26.155624
40.80219167,-73.907205,26.155624
40.80219167,-73.90729,26.155624
40.80221667,-73.90734333,26.10914
40.80225167,-73.90740333,26.10914
40.80229667,-73.90747,26.10914
40.80234333,-73.90754833,26.10914
40.802395,-73.90763833,26.10914
40.80244667,-73.90773333,26.10914
40.80250333,-73.90783167,26.10914
40.802615,-73.90803167,26.344706
40.80266833,-73.90812667,26.344706
40.80271333,-73.90820333,26.344706
40.80275833,-73.90829,26.230408
40.80281167,-73.90837167,26.230408
40.80283,-73.90840167,26.230408
40.80285,-73.90844167,26.230408
40.80287333,-73.90849167,26.230408
40.80294,-73.908605,26.230408
40.80298,-73.90866833,26.230408
40.803025,-73.90873667,26.230408
40.80307167,-73.90881667,26.230408
40.80312,-73.90890167,26.230408
40.80317,-73.90898667,26.230408
40.80322,-73.90907667,26.230408
40.80327167,-73.90917,25.90962
40.80332167,-73.909265,25.90962
40.80337667,-73.90936,25.90962
40.80343333,-73.909455,26.247543
40.80349,-73.90955167,26.247543
40.80354833,-73.909645,26.247543
40.80359333,-73.90975333,26.247543
40.80364167,-73.90986,26.247543
40.80368833,-73.90996167,26.247543
40.80373333,-73.910065,25.879051
40.803775,-73.91016667,25.879051
40.80381667,-73.91026833,25.879051
40.80385833,-73.91036667,25.879051
40.80390333,-73.910465,25.879051
40.803945,-73.91056667,25.879051
40.80399,-73.91066667,25.879051
40.80403333,-73.91077,25.879051
40.80407667,-73.91087,25.879051
40.80416833,-73.91104333,25.472925
40.80421,-73.91112667,25.472925
40.804245,-73.91121,25.472925
40.80427167,-73.91128667,25.472925
40.804295,-73.911345,25.472925
40.80431167,-73.911385,25.472925
40.80432167,-73.91140667,25.886005
40.80437,-73.91156333,25.886005
40.804385,-73.911605,25.886005
40.80441833,-73.91168667,25.886005
40.80443333,-73.91172667,25.886005
40.80448,-73.91183333,25.5123
40.80449833,-73.91187667,25.5123
40.804515,-73.91191667,25.5123
40.80453333,-73.91195833,25.5123
40.80455333,-73.91200333,25.5123
40.80456833,-73.912045,25.5123
40.80457167,-73.91207333,25.5123
40.8046,-73.91214333,25.5123
40.80461833,-73.91219333,25.5123
40.804645,-73.912275,25.5123
40.80469833,-73.91236667,25.5123
40.804735,-73.91245333,25.5123
40.804785,-73.912545,25.5123
40.80482667,-73.91263,25.5123
40.804865,-73.91271833,25.166576
40.80490833,-73.91281,25.166576
40.80495333,-73.91290833,25.166576
40.80500667,-73.91301333,25.166576
40.805055,-73.91312,25.166576
40.80509833,-73.91322667,25.166576
40.80514167,-73.91332167,25.166576
40.80522667,-73.91352167,25.597178
40.805275,-73.913625,25.316141
40.805365,-73.913835,25.316141
40.80540667,-73.91393667,25.316141
40.805445,-73.91403,25.316141
40.80548,-73.91411167,25.316141
40.80550667,-73.914175,25.316141
40.805525,-73.91421167,25.316141
40.805535,-73.91423333,25.316141
40.80557833,-73.91437,25.316141
40.80556833,-73.91442167,25.316141
40.80556,-73.914445,25.316141
40.80552333,-73.9145,25.086962
40.80547833,-73.91452667,25.086962
40.80542667,-73.91456333,25.086962
40.80536667,-73.91460167,25.086962
40.80530167,-73.91464667,25.086962
40.80523667,-73.91469667,25.086962
40.80517333,-73.91474167,24.688953
40.80511833,-73.91478167,24.688953
40.805075,-73.91480667,24.688953
40.80498167,-73.91489167,24.688953
40.80494,-73.914925,24.688953
40.80488833,-73.91497167,24.688953
40.804825,-73.91502333,24.688953
40.804755,-73.91507667,24.688953
40.80467,-73.91513833,24.688953
40.80457833,-73.91521167,24.688953
40.80448833,-73.91528333,24.688953
40.80440167,-73.91535,24.688953
40.80413167,-73.91556,24.14724
40.80405,-73.915625,24.14724
40.80396833,-73.91569333,24.14724
40.803895,-73.91576167,24.14724
40.80383,-73.91581333,24.14724
40.80378667,-73.91585333,24.14724
40.80376333,-73.91588,24.14724
40.80375167,-73.91591167,24.14724
40.80376667,-73.91602,24.14724
40.80379333,-73.91610167,24.14724
40.80383,-73.91619833,24.14724
40.80387667,-73.91630333,24.002983
40.80392,-73.91641167,24.002983
40.80396833,-73.916525,24.002983
40.80401667,-73.91664333,24.002983
40.80417333,-73.91703167,24.002983
40.80422333,-73.917165,23.891844
40.80427333,-73.917295,23.891844
40.80432333,-73.91742167,24.231722
40.80437167,-73.917545,24.231722
40.80442,-73.917665,24.231722
40.804465,-73.91777333,24.231722
40.80450667,-73.91787167,24.231722
40.80454167,-73.91795833,24.231722
40.80456833,-73.91803333,24.231722
40.80459,-73.91809167,24.18422
40.804605,-73.91813,24.18422
40.80464667,-73.91817167,24.18422
40.80466667,-73.91821667,24.18422
40.80469,-73.91826333,24.18422
40.80471333,-73.91831333,24.18422
40.80473667,-73.91836667,24.18422
40.80475667,-73.91842667,24.18422
40.80477667,-73.91848833,24.18422
40.80479333,-73.91855,24.18422
40.80480667,-73.91861167,24.18422
40.80480667,-73.91873167,24.18422
40.80479667,-73.91877,24.18422
40.804775,-73.91879833,24.18422
40.80475,-73.91882167,24.18422
40.80472667,-73.91884,24.18422
40.80469,-73.91885667,24.18422
40.80467667,-73.91885833,24.18422
40.80465,-73.91886667,24.18422
40.804585,-73.91888667,24.18422
40.80453,-73.91890333,24.18422
40.80437833,-73.91896,24.208282
40.80431,-73.91901333,23.839256
40.80436667,-73.91925333,24.208282
40.80433333,-73.91928333,24.208282
40.80428833,-73.919295,23.839256
40.80417,-73.919355,23.839256
40.80410333,-73.91938833,23.839256
40.80402833,-73.919435,23.839256
40.80400833,-73.91945333,23.839256
40.80391667,-73.91954167,23.839256
40.80387,-73.91958167,23.839256
40.80382,-73.919625,23.839256
40.80377333,-73.91965833,23.839256
40.80373333,-73.91969167,23.839256
40.80370167,-73.91973167,23.839256
40.80368333,-73.91977167,23.839256
40.80371833,-73.91994333,23.898598
40.80374667,-73.92001833,23.898598
40.803775,-73.92010667,23.898598
40.80385333,-73.92030667,23.898598
40.80394833,-73.920525,23.898598
40.80399333,-73.92064,23.898598
40.80408,-73.92086167,23.973608
40.80412667,-73.92096167,23.973608
40.80416667,-73.92105167,23.973608
40.80420167,-73.92113167,23.973608
40.80427667,-73.92132333,23.973608
40.80429667,-73.92137167,23.973608
40.80432667,-73.92143833,24.38178
40.80436167,-73.92151167,24.38178
40.80439667,-73.92159333,24.38178
40.80443667,-73.921685,24.373835
40.80448,-73.92178167,24.373835
40.80456667,-73.92198667,24.373835
40.80461,-73.92209,24.373835
40.804655,-73.922195,24.373835
40.80469833,-73.9223,24.373835
40.80474333,-73.92240667,24.373835
40.80478833,-73.922515,24.317633
40.804835,-73.92262833,24.317633
40.80492833,-73.92285833,24.317633
40.80497,-73.92297167,24.317633
40.80501167,-73.92308,24.317633
40.805055,-73.92318167,24.317633
40.80515167,-73.923385,24.317633
40.80520167,-73.92349167,24.31593
40.80524667,-73.92360167,24.840239
40.805295,-73.92371,24.840239
40.80539,-73.92392167,24.840239
40.80543667,-73.92403,24.840239
40.80548,-73.92413667,24.840239
40.805525,-73.92424333,24.840239
40.80557,-73.92434833,24.923952
40.80561667,-73.92445833,24.923952
40.80566167,-73.924565,24.923952
40.80570167,-73.92465833,24.923952
40.80573333,-73.92473667,24.923952
40.80575833,-73.9248,24.923952
40.805775,-73.92484667,24.923952
40.80579,-73.92488167,24.923952
40.80580167,-73.92491,24.923952
40.80581333,-73.92493333,24.923952
40.80585,-73.92506833,24.923952
40.80589167,-73.92520667,25.189022
40.80594167,-73.92524667,25.189022
40.80596833,-73.92531333,25.189022
40.80599167,-73.92536,25.189022
40.80614,-73.92578333,25.768541
40.80615333,-73.92582167,25.768541
40.80618167,-73.92590333,25.768541
40.80619167,-73.92594167,25.768541
40.80620333,-73.92597833,25.768541
40.80621333,-73.92601167,25.768541
40.806225,-73.92603833,25.768541
40.80624,-73.926065,25.768541
40.80625,-73.926095,26.123611
40.806265,-73.92612667,26.123611
40.80629167,-73.92619333,26.123611
40.80630167,-73.92623,26.123611
40.80631667,-73.926265,26.123611
40.80633,-73.92630333,26.123611
40.80635,-73.92634,26.123611
40.806365,-73.92638,26.123611
40.80638333,-73.92641667,26.123611
40.80639333,-73.92645333,26.123611
40.80640667,-73.92648667,26.123611
40.80641333,-73.92652167,26.123611
40.80642333,-73.92654833,26.123611
40.806435,-73.92657667,26.123611
40.80644833,-73.926605,26.123611
40.80646167,-73.92663,26.123611
40.806495,-73.92664333,26.123611
40.80659833,-73.92671833,26.123611
40.80661333,-73.92674833,26.123611
40.80663333,-73.92679167,26.123611
40.80665667,-73.92684667,26.123611
40.806685,-73.92690667,26.123611
40.80674333,-73.92704167,26.564188
40.80677333,-73.92711333,26.564188
40.80680333,-73.92719,26.564188
40.80684333,-73.92727333,26.564188
40.806885,-73.92736167,26.564188
40.80692833,-73.92745333,26.564188
40.80697,-73.92754667,26.564188
40.807015,-73.92765333,27.294386
40.807105,-73.92789167,27.832556
40.80715167,-73.928015,27.832556
40.80720167,-73.92813667,27.832556
40.80734167,-73.92849167,27.832556
40.80738667,-73.92860333,27.832556
40.80743667,-73.92871667,27.832556
40.807485,-73.92882833,28.397696
40.80753333,-73.92894,28.397696
40.807575,-73.92904667,28.397696
40.807615,-73.92914667,28.397696
