lat,long,B01_mean_3x3,B02_mean_3x3,B03_mean_3x3,B04_mean_3x3,B05_mean_3x3,B06_mean_3x3,B07_mean_3x3,B08_mean_3x3,B8A_mean_3x3,B09_mean_3x3,B11_mean_3x3,B12_mean_3x3
40.81310667,-73.90916667,825.0,716.8888888888889,850.1111111111111,891.4444444444445,1107.3333333333333,1524.5555555555557,1710.3333333333333,1756.888888888889,1686.2222222222222,2344.0,1523.0,1245.0
40.813045,-73.90918667,825.0,716.8888888888889,850.1111111111111,891.4444444444445,1107.3333333333333,1524.5555555555557,1710.3333333333333,1756.888888888889,1686.2222222222222,2344.0,1523.0,1245.0
40.81297833,-73.909215,825.0,585.0,776.5555555555555,755.2222222222222,1037.888888888889,1782.2222222222222,1927.888888888889,2056.0,2061.4444444444443,2344.0,1533.0,1202.2222222222222
40.81290833,-73.90924167,825.0,614.8888888888889,792.7777777777778,779.4444444444445,1063.7777777777778,1854.111111111111,1932.4444444444443,2093.555555555556,2167.8888888888887,2344.0,1588.3333333333333,1238.111111111111
40.812845,-73.90925667,825.0,783.2222222222222,966.0,935.6666666666666,1379.7777777777778,2122.8888888888887,2211.777777777778,2379.555555555556,2468.1111111111118,2344.0,1839.0,1430.6666666666667
40.81277667,-73.90928,825.0,783.2222222222222,966.0,935.6666666666666,1379.7777777777778,2122.8888888888887,2211.777777777778,2379.555555555556,2468.1111111111118,2344.0,1839.0,1430.6666666666667
40.81271,-73.90931167,963.6666666666666,628.1111111111111,849.1111111111111,787.3333333333334,1368.6666666666667,2324.6666666666665,2411.333333333333,2980.6666666666665,2912.333333333333,2374.6666666666665,1889.3333333333333,1433.6666666666667
40.81264333,-73.90934,1102.3333333333333,711.3333333333334,907.7777777777778,909.0,1506.6666666666667,2340.0,2364.0,2788.0,2808.0,2405.333333333333,2006.3333333333333,1563.0
40.81256167,-73.90936333,1241.0,764.4444444444445,929.3333333333334,952.4444444444443,1488.3333333333333,2287.0,2214.0,2425.333333333333,2588.0,2436.0,2020.6666666666667,1597.0
40.812485,-73.90938333,1241.0,724.8888888888889,921.1111111111112,892.7777777777778,1530.888888888889,2152.1111111111118,2149.6666666666665,2519.1111111111118,2349.333333333333,2436.0,2144.6666666666665,1822.888888888889
40.81240333,-73.90939333,1241.0,724.8888888888889,921.1111111111112,892.7777777777778,1530.888888888889,2152.1111111111118,2149.6666666666665,2519.1111111111118,2349.333333333333,2436.0,2144.6666666666665,1822.888888888889
40.81233,-73.90942,1241.0,811.8888888888889,968.2222222222222,973.2222222222222,1606.7777777777778,2060.555555555556,2069.333333333333,2191.777777777778,2196.0,2436.0,2174.0,1965.4444444444443
