lat,long,var_res30_mean_3x3,building_area_per_pixel_res30_mean_3x3,None_mean_3x3
40.81310667,-73.90916667,0.58971125,0.17298089,0.0
40.813045,-73.90918667,0.58971125,0.17298089,0.0
40.81297833,-73.909215,2.4512157,0.16315627,0.0
40.81290833,-73.90924167,2.4512157,0.16315627,0.0
40.812845,-73.90925667,2.4512157,0.16315627,0.0
40.81277667,-73.90928,2.4512157,0.16315627,0.0
40.81271,-73.90931167,3.0466921,0.23970771,0.0
40.81264333,-73.90934,3.0466921,0.23970771,0.0
40.81256167,-73.90936333,3.0466921,0.23970771,0.0
40.812485,-73.90938333,3.0466921,0.23970771,0.0
40.81240333,-73.90939333,2.1749835,0.29623094,0.0
40.81233,-73.90942,2.1749835,0.29623094,0.0
40.81223667,-73.90945333,2.1749835,0.29623094,0.0
40.81216333,-73.90947667,2.6606371,0.25776997,0.0
40.81209333,-73.90949333,2.6606371,0.25776997,0.0
40.81203167,-73.90952167,2.6606371,0.25776997,0.0
40.81198167,-73.90953,2.6606371,0.25776997,0.0
40.81194,-73.90954833,2.6606371,0.25776997,0.0
40.8119,-73.90956333,1.4283216,0.316008,0.0
40.81186333,-73.90958167,1.4283216,0.316008,0.0
40.81181167,-73.9096,1.4283216,0.316008,0.0
40.81175333,-73.909615,1.4283216,0.316008,0.0
40.8117,-73.90963167,1.4283216,0.316008,0.0
40.81164333,-73.90964667,1.4283216,0.316008,0.0
40.81157833,-73.90966167,1.1638905,0.31396547,0.0
40.81151,-73.909675,1.1638905,0.31396547,0.0
40.81144167,-73.90969333,1.1638905,0.31396547,0.0
40.81137667,-73.909705,1.1638905,0.31396547,0.0
40.81132,-73.90971333,0.8004167,0.39211076,0.0
40.81123,-73.909745,0.8004167,0.2270546,0.0
40.81120333,-73.909755,0.8004167,0.2270546,0.0
40.81116167,-73.90977,0.8004167,0.2270546,0.0
40.81111833,-73.90978667,0.8004167,0.2270546,0.0
40.81106,-73.90980833,0.8065278,0.28587994,0.0
40.810865,-73.909875,0.8065278,0.28587994,0.0
40.81081,-73.9099,1.2348602,0.2637935,0.0
40.81075333,-73.90992833,1.2348602,0.2637935,0.0
40.810705,-73.909965,1.2348602,0.2637935,0.0
40.81062833,-73.90995167,1.2348602,0.2637935,0.0
40.8106,-73.90991333,1.2348602,0.2637935,0.0
40.810515,-73.90974333,1.2131934,0.21319416,0.0
40.810495,-73.90966667,0.9963888,0.27184317,0.0
40.81047333,-73.90959167,0.9963888,0.27184317,0.0
40.810445,-73.90951833,0.9963888,0.27184317,0.0
40.81042333,-73.90944,0.7583885,0.18905817,0.0
40.8104,-73.909385,0.7583885,0.18905817,0.0
40.81038,-73.909345,0.7583885,0.18905817,0.0
40.81033333,-73.90925333,0.7583885,0.18905817,0.0
40.81030667,-73.90922333,0.7583885,0.18905817,0.0
40.81029333,-73.90917333,0.6210949,0.2393854,0.0
40.81028,-73.90911833,0.6066411,0.19030347,0.0
