lat,long,building_height_res100_mean_3x3,building_height_std_res100_mean_3x3,building_year_res100_mean_3x3,building_area_res100_mean_3x3
40.81310667,-73.90916667,78.177345,16.90738,1950.875,18685.367
40.813045,-73.90918667,78.177345,16.90738,1950.875,18685.367
40.81297833,-73.909215,78.177345,16.90738,1950.875,18685.367
40.81290833,-73.90924167,78.177345,16.90738,1950.875,18685.367
40.812845,-73.90925667,78.177345,16.90738,1950.875,18685.367
40.81277667,-73.90928,78.177345,16.90738,1950.875,18685.367
40.81271,-73.90931167,78.177345,16.90738,1950.875,18685.367
40.81264333,-73.90934,78.177345,16.90738,1950.875,18685.367
40.81256167,-73.90936333,78.177345,16.90738,1950.875,18685.367
40.812485,-73.90938333,78.177345,16.90738,1950.875,18685.367
40.81240333,-73.90939333,78.177345,16.90738,1950.875,18685.367
40.81233,-73.90942,78.177345,16.90738,1950.875,18685.367
40.81223667,-73.90945333,62.07405,17.033356,1936.4238,24118.309
40.81216333,-73.90947667,62.07405,17.033356,1936.4238,24118.309
40.81209333,-73.90949333,62.07405,17.033356,1936.4238,24118.309
40.81203167,-73.90952167,62.07405,17.033356,1936.4238,24118.309
40.81198167,-73.90953,62.07405,17.033356,1936.4238,24118.309
40.81194,-73.90954833,62.07405,17.033356,1936.4238,24118.309
40.8119,-73.90956333,62.07405,17.033356,1936.4238,24118.309
40.81186333,-73.90958167,62.07405,17.033356,1936.4238,24118.309
40.81181167,-73.9096,62.07405,17.033356,1936.4238,24118.309
40.81175333,-73.909615,62.07405,17.033356,1936.4238,24118.309
40.8117,-73.90963167,62.07405,17.033356,1936.4238,24118.309
40.81164333,-73.90964667,62.07405,17.033356,1936.4238,24118.309
40.81157833,-73.90966167,62.07405,17.033356,1936.4238,24118.309
40.81151,-73.909675,62.07405,17.033356,1936.4238,24118.309
40.81144167,-73.90969333,62.07405,17.033356,1936.4238,24118.309
40.81137667,-73.909705,36.90814,10.821046,1933.5638,24322.303
40.81132,-73.90971333,36.90814,10.821046,1933.5638,24322.303
40.81123,-73.909745,36.90814,10.821046,1933.5638,24322.303
40.81120333,-73.909755,36.90814,10.821046,1933.5638,24322.303
40.81116167,-73.90977,36.90814,10.821046,1933.5638,24322.303
40.81111833,-73.90978667,36.90814,10.821046,1933.5638,24322.303
40.81106,-73.90980833,36.90814,10.821046,1933.5638,24322.303
40.810865,-73.909875,36.90814,10.821046,1933.5638,24322.303
40.81081,-73.9099,36.90814,10.821046,1933.5638,24322.303
40.81075333,-73.90992833,36.90814,10.821046,1933.5638,24322.303
40.810705,-73.909965,36.90814,10.821046,1933.5638,24322.303
40.81062833,-73.90995167,36.90814,10.821046,1933.5638,24322.303
40.8106,-73.90991333,36.90814,10.821046,1933.5638,24322.303
40.810515,-73.90974333,34.52155,10.580428,1934.6927,21879.861
40.810495,-73.90966667,34.52155,10.580428,1934.6927,21879.861
40.81047333,-73.90959167,34.52155,10.580428,1934.6927,21879.861
40.810445,-73.90951833,34.52155,10.580428,1934.6927,21879.861
40.81042333,-73.90944,34.52155,10.580428,1934.6927,21879.861
40.8104,-73.909385,34.52155,10.580428,1934.6927,21879.861
40.81038,-73.909345,34.52155,10.580428,1934.6927,21879.861
40.81033333,-73.90925333,34.52155,10.580428,1934.6927,21879.861
40.81030667,-73.90922333,34.52155,10.580428,1934.6927,21879.861
40.81029333,-73.90917333,34.52155,10.580428,1934.6927,21879.861
40.81028,-73.90911833,34.52155,10.580428,1934.6927,21879.861
40.81026167,-73.909055,32.994064,11.956074,1935.3502,29703.531
40.81023833,-73.90897833,32.994064,11.956074,1935.3502,29703.531
40.81021833,-73.908895,32.994064,11.956074,1935.3502,29703.531
40.81017333,-73.90871333,32.994064,11.956074,1935.3502,29703.531
40.810155,-73.90862167,32.994064,11.956074,1935.3502,29703.531
40.81013833,-73.90853667,32.994064,11.956074,1935.3502,29703.531
40.81012667,-73.90847,32.994064,11.956074,1935.3502,29703.531
40.810125,-73.90843167,32.994064,11.956074,1935.3502,29703.531
40.81009667,-73.90818333,34.61418,17.725801,1932.7311,26736.062
40.81007833,-73.9081,34.61418,17.725801,1932.7311,26736.062
40.81006,-73.90800833,34.61418,17.725801,1932.7311,26736.062
40.81004,-73.90791833,34.61418,17.725801,1932.7311,26736.062
40.810025,-73.90782333,34.61418,17.725801,1932.7311,26736.062
40.80997833,-73.907525,34.61418,17.725801,1932.7311,26736.062
40.809905,-73.90740667,34.61418,17.725801,1932.7311,26736.062
40.80987,-73.90739667,34.61418,17.725801,1932.7311,26736.062
40.80982833,-73.90739833,34.61418,17.725801,1932.7311,26736.062
40.80977667,-73.90741167,34.61418,17.725801,1932.7311,26736.062
40.80964333,-73.907465,37.822964,15.752221,1925.9905,31066.648
40.80957167,-73.90749167,37.822964,15.752221,1925.9905,31066.648
40.80950167,-73.90751833,37.822964,15.752221,1925.9905,31066.648
40.80944167,-73.90753833,37.822964,15.752221,1925.9905,31066.648
40.80939833,-73.90755,37.822964,15.752221,1925.9905,31066.648
40.80920333,-73.90761333,37.822964,15.752221,1925.9905,31066.648
40.80913833,-73.90763833,37.822964,15.752221,1925.9905,31066.648
40.80906667,-73.90766,37.822964,15.752221,1925.9905,31066.648
40.80899,-73.90768,37.822964,15.752221,1925.9905,31066.648
40.80891167,-73.90770167,37.822964,15.752221,1925.9905,31066.648
40.808825,-73.90772667,37.822964,15.752221,1925.9905,31066.648
40.808735,-73.90775667,39.698074,16.952196,1710.1769,24486.303
40.80864333,-73.907785,39.698074,16.952196,1710.1769,24486.303
40.80855,-73.90781833,39.698074,16.952196,1710.1769,24486.303
40.80845667,-73.90785667,39.698074,16.952196,1710.1769,24486.303
40.80836,-73.90789333,39.698074,16.952196,1710.1769,24486.303
40.80826167,-73.90792833,39.698074,16.952196,1710.1769,24486.303
40.80806667,-73.90800833,39.698074,16.952196,1710.1769,24486.303
40.80797667,-73.90802667,39.698074,16.952196,1710.1769,24486.303
40.807885,-73.90804667,39.698074,16.952196,1710.1769,24486.303
40.80778833,-73.90808667,54.083817,20.140509,1709.4963,18929.367
40.80769167,-73.90813,54.083817,20.140509,1709.4963,18929.367
40.80759667,-73.90817333,54.083817,20.140509,1709.4963,18929.367
40.8075,-73.90821333,54.083817,20.140509,1709.4963,18929.367
40.80741333,-73.908245,49.07249,17.200506,1709.5703,17899.98
40.80732833,-73.90827,49.07249,17.200506,1709.5703,17899.98
40.80723833,-73.90829833,49.07249,17.200506,1709.5703,17899.98
40.80704833,-73.90836333,49.07249,17.200506,1709.5703,17899.98
40.806955,-73.90839667,50.2193,19.54295,1709.811,16095.627
40.80687167,-73.90842833,50.2193,19.54295,1709.811,16095.627
40.80679667,-73.908455,50.2193,19.54295,1709.811,16095.627
40.80674,-73.90848,50.2193,19.54295,1709.811,16095.627
40.80669667,-73.90849667,50.2193,19.54295,1709.811,16095.627
40.80663333,-73.90853,50.2193,19.54295,1709.811,16095.627
40.80654167,-73.90859333,50.2193,19.54295,1709.811,16095.627
40.80648333,-73.90863333,50.2193,19.54295,1709.811,16095.627
40.80643,-73.908675,50.2193,19.54295,1709.811,16095.627
40.80638833,-73.90871333,50.2193,19.54295,1709.811,16095.627
40.80634667,-73.90875333,50.2193,19.54295,1709.811,16095.627
40.80631167,-73.9088,50.2193,19.54295,1709.811,16095.627
40.80628333,-73.90885167,50.2193,19.54295,1709.811,16095.627
40.80626,-73.90889833,50.2193,19.54295,1709.811,16095.627
40.80624833,-73.90893667,50.2193,19.54295,1709.811,16095.627
40.80624333,-73.90896333,50.2193,19.54295,1709.811,16095.627
40.80621667,-73.909165,35.063843,8.911475,1708.8373,12256.613
40.806185,-73.909225,35.063843,8.911475,1708.8373,12256.613
40.80615,-73.90930167,35.063843,8.911475,1708.8373,12256.613
40.80609667,-73.90947667,35.063843,8.911475,1708.8373,12256.613
40.80606833,-73.90954667,31.228512,7.95967,1717.0116,19697.096
40.80603667,-73.909595,31.228512,7.95967,1717.0116,19697.096
40.80601333,-73.90964667,31.228512,7.95967,1717.0116,19697.096
40.80599,-73.9097,31.228512,7.95967,1717.0116,19697.096
40.80597167,-73.90976,31.228512,7.95967,1717.0116,19697.096
40.80591167,-73.90987167,31.228512,7.95967,1717.0116,19697.096
40.80590333,-73.90990833,31.228512,7.95967,1717.0116,19697.096
