lat,long,street_width_res30_mean_3x3,street_traffic_res30_mean_3x3,street_lanes_res30_mean_3x3,street_orientation_res30_mean_3x3
40.81310667,-73.90916667,30.333334,1.4444444,2.787037,0.11111111
40.813045,-73.90918667,30.333334,1.4444444,2.787037,0.11111111
40.81297833,-73.909215,18.666666,0.5555556,1.4814814,0.0
40.81290833,-73.90924167,18.666666,0.5555556,1.4814814,0.0
40.812845,-73.90925667,18.666666,0.5555556,1.4814814,0.0
40.81277667,-73.90928,18.666666,0.5555556,1.4814814,0.0
40.81271,-73.90931167,19.833334,0.5555556,1.4444444,0.44444445
40.81264333,-73.90934,19.833334,0.5555556,1.4444444,0.44444445
40.81256167,-73.90936333,19.833334,0.5555556,1.4444444,0.44444445
40.812485,-73.90938333,19.833334,0.5555556,1.4444444,0.44444445
40.81240333,-73.90939333,18.055555,0.22222222,1.4074074,0.33333334
40.81233,-73.90942,18.055555,0.22222222,1.4074074,0.33333334
40.81223667,-73.90945333,18.055555,0.22222222,1.4074074,0.33333334
40.81216333,-73.90947667,26.61111,1.2222222,2.3121693,1.0
40.81209333,-73.90949333,26.61111,1.2222222,2.3121693,1.0
40.81203167,-73.90952167,26.61111,1.2222222,2.3121693,1.0
40.81198167,-73.90953,26.61111,1.2222222,2.3121693,1.0
40.81194,-73.90954833,26.61111,1.2222222,2.3121693,1.0
40.8119,-73.90956333,26.222221,0.7777778,2.4603174,0.33333334
40.81186333,-73.90958167,26.222221,0.7777778,2.4603174,0.33333334
40.81181167,-73.9096,26.222221,0.7777778,2.4603174,0.33333334
40.81175333,-73.909615,26.222221,0.7777778,2.4603174,0.33333334
40.8117,-73.90963167,26.222221,0.7777778,2.4603174,0.33333334
40.81164333,-73.90964667,26.222221,0.7777778,2.4603174,0.33333334
40.81157833,-73.90966167,22.222221,0.5555556,2.1269841,0.11111111
40.81151,-73.909675,22.222221,0.5555556,2.1269841,0.11111111
40.81144167,-73.90969333,22.222221,0.5555556,2.1269841,0.11111111
40.81137667,-73.909705,22.222221,0.5555556,2.1269841,0.11111111
40.81132,-73.90971333,16.0,-0.11111111,1.3333334,-0.11111111
40.81123,-73.909745,16.0,-0.11111111,1.3333334,-0.11111111
40.81120333,-73.909755,16.0,-0.11111111,1.3333334,-0.11111111
40.81116167,-73.90977,16.0,-0.11111111,1.3333334,-0.11111111
40.81111833,-73.90978667,16.0,-0.11111111,1.3333334,-0.11111111
40.81106,-73.90980833,16.0,-0.11111111,1.3333334,-0.11111111
