lat,long,zonedist_level1_res100_mean_3x3,zonedist_level2_res100_mean_3x3,zonedist_level3_res100_mean_3x3,has_residence_res100_mean_3x3,has_manufacture_res100_mean_3x3,has_commercial_res100_mean_3x3,has_park_res100_mean_3x3
40.81310667,-73.90916667,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.813045,-73.90918667,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81297833,-73.909215,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81290833,-73.90924167,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.812845,-73.90925667,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81277667,-73.90928,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81271,-73.90931167,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81264333,-73.90934,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81256167,-73.90936333,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.812485,-73.90938333,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81240333,-73.90939333,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81233,-73.90942,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81223667,-73.90945333,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81216333,-73.90947667,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81209333,-73.90949333,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81203167,-73.90952167,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81198167,-73.90953,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81194,-73.90954833,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.8119,-73.90956333,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81186333,-73.90958167,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81181167,-73.9096,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81175333,-73.909615,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.8117,-73.90963167,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81164333,-73.90964667,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81157833,-73.90966167,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81151,-73.909675,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81144167,-73.90969333,2.6666667,23.333334,103.333336,1.0,0.0,0.0,0.33333334
40.81137667,-73.909705,2.3333333,17.88889,86.888885,1.0,0.33333334,0.0,0.33333334
40.81132,-73.90971333,2.3333333,17.88889,86.888885,1.0,0.33333334,0.0,0.33333334
40.81123,-73.909745,2.3333333,17.88889,86.888885,1.0,0.33333334,0.0,0.33333334
40.81120333,-73.909755,2.3333333,17.88889,86.888885,1.0,0.33333334,0.0,0.33333334
40.81116167,-73.90977,2.3333333,17.88889,86.888885,1.0,0.33333334,0.0,0.33333334
40.81111833,-73.90978667,2.3333333,17.88889,86.888885,1.0,0.33333334,0.0,0.33333334
40.81106,-73.90980833,2.3333333,17.88889,86.888885,1.0,0.33333334,0.0,0.33333334
40.810865,-73.909875,2.3333333,17.88889,86.888885,1.0,0.33333334,0.0,0.33333334
40.81081,-73.9099,2.3333333,17.88889,86.888885,1.0,0.33333334,0.0,0.33333334
40.81075333,-73.90992833,2.3333333,17.88889,86.888885,1.0,0.33333334,0.0,0.33333334
40.810705,-73.909965,2.3333333,17.88889,86.888885,1.0,0.33333334,0.0,0.33333334
40.81062833,-73.90995167,2.3333333,17.88889,86.888885,1.0,0.33333334,0.0,0.33333334
40.8106,-73.90991333,2.3333333,17.88889,86.888885,1.0,0.33333334,0.0,0.33333334
40.810515,-73.90974333,2.0,12.444445,70.44444,0.8888889,0.6666667,0.0,0.33333334
40.810495,-73.90966667,2.0,12.444445,70.44444,0.8888889,0.6666667,0.0,0.33333334
40.81047333,-73.90959167,2.0,12.444445,70.44444,0.8888889,0.6666667,0.0,0.33333334
40.810445,-73.90951833,2.0,12.444445,70.44444,0.8888889,0.6666667,0.0,0.33333334
40.81042333,-73.90944,2.0,12.444445,70.44444,0.8888889,0.6666667,0.0,0.33333334
40.8104,-73.909385,2.0,12.444445,70.44444,0.8888889,0.6666667,0.0,0.33333334
40.81038,-73.909345,2.0,12.444445,70.44444,0.8888889,0.6666667,0.0,0.33333334
40.81033333,-73.90925333,2.0,12.444445,70.44444,0.8888889,0.6666667,0.0,0.33333334
40.81030667,-73.90922333,2.0,12.444445,70.44444,0.8888889,0.6666667,0.0,0.33333334
40.81029333,-73.90917333,2.0,12.444445,70.44444,0.8888889,0.6666667,0.0,0.33333334
40.81028,-73.90911833,2.0,12.444445,70.44444,0.8888889,0.6666667,0.0,0.33333334
40.81026167,-73.909055,1.8888888,14.666667,73.0,0.7777778,0.6666667,0.0,0.0
40.81023833,-73.90897833,1.8888888,14.666667,73.0,0.7777778,0.6666667,0.0,0.0
40.81021833,-73.908895,1.8888888,14.666667,73.0,0.7777778,0.6666667,0.0,0.0
40.81017333,-73.90871333,1.8888888,14.666667,73.0,0.7777778,0.6666667,0.0,0.0
40.810155,-73.90862167,1.8888888,14.666667,73.0,0.7777778,0.6666667,0.0,0.0
40.81013833,-73.90853667,1.8888888,14.666667,73.0,0.7777778,0.6666667,0.0,0.0
40.81012667,-73.90847,1.8888888,14.666667,73.0,0.7777778,0.6666667,0.0,0.0
40.810125,-73.90843167,1.8888888,14.666667,73.0,0.7777778,0.6666667,0.0,0.0
40.81009667,-73.90818333,1.6666666,12.111111,67.22222,0.6666667,0.7777778,0.0,0.0
40.81007833,-73.9081,1.6666666,12.111111,67.22222,0.6666667,0.7777778,0.0,0.0
40.81006,-73.90800833,1.6666666,12.111111,67.22222,0.6666667,0.7777778,0.0,0.0
40.81004,-73.90791833,1.6666666,12.111111,67.22222,0.6666667,0.7777778,0.0,0.0
40.810025,-73.90782333,1.6666666,12.111111,67.22222,0.6666667,0.7777778,0.0,0.0
40.80997833,-73.907525,1.6666666,12.111111,67.22222,0.6666667,0.7777778,0.0,0.0
40.809905,-73.90740667,1.6666666,12.111111,67.22222,0.6666667,0.7777778,0.0,0.0
40.80987,-73.90739667,1.6666666,12.111111,67.22222,0.6666667,0.7777778,0.0,0.0
40.80982833,-73.90739833,1.6666666,12.111111,67.22222,0.6666667,0.7777778,0.0,0.0
40.80977667,-73.90741167,1.6666666,12.111111,67.22222,0.6666667,0.7777778,0.0,0.0
40.80964333,-73.907465,1.0,7.0,55.666668,0.33333334,1.0,0.0,0.0
40.80957167,-73.90749167,1.0,7.0,55.666668,0.33333334,1.0,0.0,0.0
40.80950167,-73.90751833,1.0,7.0,55.666668,0.33333334,1.0,0.0,0.0
40.80944167,-73.90753833,1.0,7.0,55.666668,0.33333334,1.0,0.0,0.0
40.80939833,-73.90755,1.0,7.0,55.666668,0.33333334,1.0,0.0,0.0
40.80920333,-73.90761333,1.0,7.0,55.666668,0.33333334,1.0,0.0,0.0
40.80913833,-73.90763833,1.0,7.0,55.666668,0.33333334,1.0,0.0,0.0
40.80906667,-73.90766,1.0,7.0,55.666668,0.33333334,1.0,0.0,0.0
40.80899,-73.90768,1.0,7.0,55.666668,0.33333334,1.0,0.0,0.0
40.80891167,-73.90770167,1.0,7.0,55.666668,0.33333334,1.0,0.0,0.0
40.808825,-73.90772667,1.0,7.0,55.666668,0.33333334,1.0,0.0,0.0
40.808735,-73.90775667,1.0,7.0,57.333332,0.0,1.0,0.0,0.0
40.80864333,-73.907785,1.0,7.0,57.333332,0.0,1.0,0.0,0.0
40.80855,-73.90781833,1.0,7.0,57.333332,0.0,1.0,0.0,0.0
40.80845667,-73.90785667,1.0,7.0,57.333332,0.0,1.0,0.0,0.0
40.80836,-73.90789333,1.0,7.0,57.333332,0.0,1.0,0.0,0.0
40.80826167,-73.90792833,1.0,7.0,57.333332,0.0,1.0,0.0,0.0
40.80806667,-73.90800833,1.0,7.0,57.333332,0.0,1.0,0.0,0.0
40.80797667,-73.90802667,1.0,7.0,57.333332,0.0,1.0,0.0,0.0
