lat,long,landsat_8_ndvi,landsat_8_evi,landsat_8_savi,landsat_8_gndvi,landsat_8_arvi,landsat_8_msavi,landsat_8_ndwi,landsat_8_awei_nsh,landsat_8_awei_sh,landsat_8_ndsi,landsat_8_nbr,landsat_8_si,landsat_8_ndbi,landsat_8_ui,landsat_8_ibi,landsat_8_albedo
40.81310667,-73.90916667,0.49050460720561606,0.26534251953916954,0.2642795579382353,0.5005163478477657,0.36488462311949854,0.23184623025681417,-0.5005163480275504,-0.5825068749999999,0.2324181250000001,-0.3250330674214407,0.3727787315671812,0.4991281900687134,-0.2095784108728346,0.31311406394655084,0.550526557310259,0.10226128444881889
40.813045,-73.90918667,0.49050460720561606,0.26534251953916954,0.2642795579382353,0.5005163478477657,0.36488462311949854,0.23184623025681417,-0.5005163480275504,-0.5825068749999999,0.2324181250000001,-0.3250330674214407,0.3727787315671812,0.4991281900687134,-0.2095784108728346,0.31311406394655084,0.550526557310259,0.10226128444881889
40.81297833,-73.909215,0.36164450462849906,0.2521509159629312,0.21874226069400726,0.3659807588437613,0.2888390823915,0.1928391773675151,-0.3659807589524319,-0.74239875,0.17923999999999998,-0.2681547490619409,0.2594382237086434,0.35159817338754407,-0.10847132949611246,0.26351016775197283,0.3740651953098888,0.13668627706692912
40.81290833,-73.90924167,0.36164450462849906,0.2521509159629312,0.21874226069400726,0.3659807588437613,0.2888390823915,0.1928391773675151,-0.3659807589524319,-0.74239875,0.17923999999999998,-0.2681547490619409,0.2594382237086434,0.35159817338754407,-0.10847132949611246,0.26351016775197283,0.3740651953098888,0.13668627706692912
40.812845,-73.90925667,0.36164450462849906,0.2521509159629312,0.21874226069400726,0.3659807588437613,0.2888390823915,0.1928391773675151,-0.3659807589524319,-0.74239875,0.17923999999999998,-0.2681547490619409,0.2594382237086434,0.35159817338754407,-0.10847132949611246,0.26351016775197283,0.3740651953098888,0.13668627706692912
40.81277667,-73.90928,0.36164450462849906,0.2521509159629312,0.21874226069400726,0.3659807588437613,0.2888390823915,0.1928391773675151,-0.3659807589524319,-0.74239875,0.17923999999999998,-0.2681547490619409,0.2594382237086434,0.35159817338754407,-0.10847132949611246,0.26351016775197283,0.3740651953098888,0.13668627706692912
40.81271,-73.90931167,0.1474179828118345,0.10529066089012776,0.10204848180227104,0.21263542130297122,-0.014497111098183114,0.09014151535199277,-0.21263542135541585,-0.8443274999999999,0.12537437500000004,-0.17350696754752215,0.13539477631217361,0.3374840474369142,-0.04062734804892897,0.10743407909712767,-0.2750672112627825,0.16746903543307085
40.81264333,-73.90934,0.1474179828118345,0.10529066089012776,0.10204848180227104,0.21263542130297122,-0.014497111098183114,0.09014151535199277,-0.21263542135541585,-0.8443274999999999,0.12537437500000004,-0.17350696754752215,0.13539477631217361,0.3374840474369142,-0.04062734804892897,0.10743407909712767,-0.2750672112627825,0.16746903543307085
40.81256167,-73.90936333,0.1474179828118345,0.10529066089012776,0.10204848180227104,0.21263542130297122,-0.014497111098183114,0.09014151535199277,-0.21263542135541585,-0.8443274999999999,0.12537437500000004,-0.17350696754752215,0.13539477631217361,0.3374840474369142,-0.04062734804892897,0.10743407909712767,-0.2750672112627825,0.16746903543307085
40.812485,-73.90938333,0.1474179828118345,0.10529066089012776,0.10204848180227104,0.21263542130297122,-0.014497111098183114,0.09014151535199277,-0.21263542135541585,-0.8443274999999999,0.12537437500000004,-0.17350696754752215,0.13539477631217361,0.3374840474369142,-0.04062734804892897,0.10743407909712767,-0.2750672112627825,0.16746903543307085
40.81240333,-73.90939333,0.0723947134884663,0.06882333889109679,0.0495584385878126,0.0880053175205741,0.017214008481650098,0.0431966327852098,-0.08800531754184555,-1.08147375,-0.07348499999999991,-0.19002871168808252,-0.040448935209130205,0.23440735704771704,0.10375860504955045,0.17483999487669216,-1.0,0.1905412376968504
40.81233,-73.90942,0.0723947134884663,0.06882333889109679,0.0495584385878126,0.0880053175205741,0.017214008481650098,0.0431966327852098,-0.08800531754184555,-1.08147375,-0.07348499999999991,-0.19002871168808252,-0.040448935209130205,0.23440735704771704,0.10375860504955045,0.17483999487669216,-1.0,0.1905412376968504
40.81223667,-73.90945333,0.0723947134884663,0.06882333889109679,0.0495584385878126,0.0880053175205741,0.017214008481650098,0.0431966327852098,-0.08800531754184555,-1.08147375,-0.07348499999999991,-0.19002871168808252,-0.040448935209130205,0.23440735704771704,0.10375860504955045,0.17483999487669216,-1.0,0.1905412376968504
40.81216333,-73.90947667,0.10049519018568132,0.08862481963418616,0.06823238666872128,0.13538229291296627,0.02648958068375748,0.059553118434143015,-0.1353822929467466,-0.8494149999999998,0.06525937500000015,-0.18724749173215563,0.13874221073131415,0.23687055957363395,0.05321417795211981,0.15289173842470055,-1.0,0.17768755905511813
40.81209333,-73.90949333,0.10049519018568132,0.08862481963418616,0.06823238666872128,0.13538229291296627,0.02648958068375748,0.059553118434143015,-0.1353822929467466,-0.8494149999999998,0.06525937500000015,-0.18724749173215563,0.13874221073131415,0.23687055957363395,0.05321417795211981,0.15289173842470055,-1.0,0.17768755905511813
40.81203167,-73.90952167,0.10049519018568132,0.08862481963418616,0.06823238666872128,0.13538229291296627,0.02648958068375748,0.059553118434143015,-0.1353822929467466,-0.8494149999999998,0.06525937500000015,-0.18724749173215563,0.13874221073131415,0.23687055957363395,0.05321417795211981,0.15289173842470055,-1.0,0.17768755905511813
40.81198167,-73.90953,0.10049519018568132,0.08862481963418616,0.06823238666872128,0.13538229291296627,0.02648958068375748,0.059553118434143015,-0.1353822929467466,-0.8494149999999998,0.06525937500000015,-0.18724749173215563,0.13874221073131415,0.23687055957363395,0.05321417795211981,0.15289173842470055,-1.0,0.17768755905511813
