lat,long,segment_avg_length_res1000,segment_count_res1000,segment_total_length_res1000,degree_orientation_res1000,entropy_orientation_res1000,mean_circuity_res1000
40.81310667,-73.90916667,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.813045,-73.90918667,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81297833,-73.909215,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81290833,-73.90924167,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.812845,-73.90925667,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81277667,-73.90928,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81271,-73.90931167,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81264333,-73.90934,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81256167,-73.90936333,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.812485,-73.90938333,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81240333,-73.90939333,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81233,-73.90942,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81223667,-73.90945333,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81216333,-73.90947667,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81209333,-73.90949333,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81203167,-73.90952167,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81198167,-73.90953,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81194,-73.90954833,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.8119,-73.90956333,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81186333,-73.90958167,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81181167,-73.9096,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81175333,-73.909615,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.8117,-73.90963167,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81164333,-73.90964667,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81157833,-73.90966167,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81151,-73.909675,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81144167,-73.90969333,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81137667,-73.909705,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81132,-73.90971333,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81123,-73.909745,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81120333,-73.909755,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81116167,-73.90977,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81111833,-73.90978667,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81106,-73.90980833,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.810865,-73.909875,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81081,-73.9099,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81075333,-73.90992833,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.810705,-73.909965,116.49381,139.0,16192.64,8.659099,1.645136,1.0050673
40.81062833,-73.90995167,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.8106,-73.90991333,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.810515,-73.90974333,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.810495,-73.90966667,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81047333,-73.90959167,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.810445,-73.90951833,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81042333,-73.90944,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.8104,-73.909385,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81038,-73.909345,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81033333,-73.90925333,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81030667,-73.90922333,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81029333,-73.90917333,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81028,-73.90911833,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81026167,-73.909055,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81023833,-73.90897833,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81021833,-73.908895,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81017333,-73.90871333,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.810155,-73.90862167,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81013833,-73.90853667,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81012667,-73.90847,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.810125,-73.90843167,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81009667,-73.90818333,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81007833,-73.9081,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81006,-73.90800833,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.81004,-73.90791833,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.810025,-73.90782333,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80997833,-73.907525,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.809905,-73.90740667,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80987,-73.90739667,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80982833,-73.90739833,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80977667,-73.90741167,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80964333,-73.907465,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80957167,-73.90749167,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80950167,-73.90751833,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80944167,-73.90753833,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80939833,-73.90755,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80920333,-73.90761333,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80913833,-73.90763833,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80906667,-73.90766,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80899,-73.90768,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80891167,-73.90770167,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.808825,-73.90772667,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.808735,-73.90775667,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80864333,-73.907785,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80855,-73.90781833,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80845667,-73.90785667,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80836,-73.90789333,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80826167,-73.90792833,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80806667,-73.90800833,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80797667,-73.90802667,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.807885,-73.90804667,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80778833,-73.90808667,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80769167,-73.90813,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
40.80759667,-73.90817333,168.29265,112.0,18848.777,7.2207155,1.9428554,1.0020025
