lat,long,red,blue,green,nir08,swir16,swir22,coastal,lwir11
40.81310667,-73.90916667,0.0713975,0.04560249999999999,0.06952750000000002,0.20887,0.13649,0.09543249999999998,0.03925000000000001,37.78553354000002
40.813045,-73.90918667,0.0713975,0.04560249999999999,0.06952750000000002,0.20887,0.13649,0.09543249999999998,0.03925000000000001,37.78553354000002
40.81297833,-73.909215,0.10783500000000001,0.08875,0.10676249999999998,0.23001749999999999,0.185,0.1352525,0.07574249999999999,37.35828104000001
40.81290833,-73.90924167,0.10783500000000001,0.08875,0.10676249999999998,0.23001749999999999,0.185,0.1352525,0.07574249999999999,37.35828104000001
40.812845,-73.90925667,0.10783500000000001,0.08875,0.10676249999999998,0.23001749999999999,0.185,0.1352525,0.07574249999999999,37.35828104000001
40.81277667,-73.90928,0.10783500000000001,0.08875,0.10676249999999998,0.23001749999999999,0.185,0.1352525,0.07574249999999999,37.35828104000001
40.81271,-73.90931167,0.1826625,0.11226249999999999,0.15961750000000002,0.24583,0.22663500000000003,0.18719999999999998,0.09271000000000001,37.09167548000005
40.81264333,-73.90934,0.1826625,0.11226249999999999,0.15961750000000002,0.24583,0.22663500000000003,0.18719999999999998,0.09271000000000001,37.09167548000005
40.81256167,-73.90936333,0.1826625,0.11226249999999999,0.15961750000000002,0.24583,0.22663500000000003,0.18719999999999998,0.09271000000000001,37.09167548000005
40.812485,-73.90938333,0.1826625,0.11226249999999999,0.15961750000000002,0.24583,0.22663500000000003,0.18719999999999998,0.09271000000000001,37.09167548000005
40.81240333,-73.90939333,0.19468000000000002,0.17191,0.18865749999999998,0.22506750000000003,0.27718,0.2440425,0.1519725,37.06433132000001
40.81233,-73.90942,0.19468000000000002,0.17191,0.18865749999999998,0.22506750000000003,0.27718,0.2440425,0.1519725,37.06433132000001
40.81223667,-73.90945333,0.19468000000000002,0.17191,0.18865749999999998,0.22506750000000003,0.27718,0.2440425,0.1519725,37.06433132000001
40.81216333,-73.90947667,0.19446000000000002,0.15436499999999997,0.1809575,0.241265,0.25056,0.22383000000000003,0.13539,37.33777292000002
