lat,long,population_res1000
40.81310667,-73.90916667,13130.602418037339
40.813045,-73.90918667,13130.602418037339
40.81297833,-73.909215,13130.602418037339
40.81290833,-73.90924167,13130.602418037339
40.812845,-73.90925667,13130.602418037339
40.81277667,-73.90928,13130.602418037339
40.81271,-73.90931167,13130.602418037339
40.81264333,-73.90934,13130.602418037339
40.81256167,-73.90936333,13130.602418037339
40.812485,-73.90938333,13130.602418037339
40.81240333,-73.90939333,13130.602418037339
40.81233,-73.90942,13130.602418037339
40.81223667,-73.90945333,13130.602418037339
40.81216333,-73.90947667,13130.602418037339
40.81209333,-73.90949333,13130.602418037339
40.81203167,-73.90952167,13130.602418037339
40.81198167,-73.90953,13130.602418037339
40.81194,-73.90954833,13130.602418037339
40.8119,-73.90956333,13130.602418037339
40.81186333,-73.90958167,13130.602418037339
40.81181167,-73.9096,13130.602418037339
40.81175333,-73.909615,13130.602418037339
40.8117,-73.90963167,13130.602418037339
40.81164333,-73.90964667,13130.602418037339
40.81157833,-73.90966167,13130.602418037339
40.81151,-73.909675,13130.602418037339
40.81144167,-73.90969333,13130.602418037339
40.81137667,-73.909705,13130.602418037339
40.81132,-73.90971333,13130.602418037339
40.81123,-73.909745,13130.602418037339
40.81120333,-73.909755,13130.602418037339
40.81116167,-73.90977,13130.602418037339
40.81111833,-73.90978667,13130.602418037339
40.81106,-73.90980833,13130.602418037339
40.810865,-73.909875,13130.602418037339
40.81081,-73.9099,13130.602418037339
40.81075333,-73.90992833,13130.602418037339
40.810705,-73.909965,13130.602418037339
40.81062833,-73.90995167,13130.602418037339
40.8106,-73.90991333,13130.602418037339
40.810515,-73.90974333,13130.602418037339
40.810495,-73.90966667,13130.602418037339
40.81047333,-73.90959167,13130.602418037339
40.810445,-73.90951833,13130.602418037339
40.81042333,-73.90944,13130.602418037339
40.8104,-73.909385,13130.602418037339
40.81038,-73.909345,13130.602418037339
40.81033333,-73.90925333,13130.602418037339
40.81030667,-73.90922333,13130.602418037339
40.81029333,-73.90917333,13130.602418037339
40.81028,-73.90911833,13130.602418037339
40.81026167,-73.909055,13130.602418037339
40.81023833,-73.90897833,13130.602418037339
40.81021833,-73.908895,13130.602418037339
40.81017333,-73.90871333,13130.602418037339
40.810155,-73.90862167,13130.602418037339
40.81013833,-73.90853667,13130.602418037339
40.81012667,-73.90847,13130.602418037339
40.810125,-73.90843167,13130.602418037339
40.81009667,-73.90818333,13130.602418037339
40.81007833,-73.9081,13130.602418037339
40.81006,-73.90800833,13130.602418037339
40.81004,-73.90791833,13130.602418037339
40.810025,-73.90782333,13537.277365896438
40.80997833,-73.907525,13537.277365896438
40.809905,-73.90740667,13537.277365896438
40.80987,-73.90739667,13537.277365896438
40.80982833,-73.90739833,13537.277365896438
40.80977667,-73.90741167,13537.277365896438
40.80964333,-73.907465,13537.277365896438
40.80957167,-73.90749167,13537.277365896438
40.80950167,-73.90751833,13537.277365896438
40.80944167,-73.90753833,13537.277365896438
40.80939833,-73.90755,13537.277365896438
40.80920333,-73.90761333,13537.277365896438
40.80913833,-73.90763833,13537.277365896438
40.80906667,-73.90766,13537.277365896438
40.80899,-73.90768,13537.277365896438
40.80891167,-73.90770167,13537.277365896438
40.808825,-73.90772667,13537.277365896438
40.808735,-73.90775667,13537.277365896438
40.80864333,-73.907785,13537.277365896438
40.80855,-73.90781833,13537.277365896438
40.80845667,-73.90785667,13537.277365896438
40.80836,-73.90789333,13537.277365896438
40.80826167,-73.90792833,13130.602418037339
40.80806667,-73.90800833,13130.602418037339
40.80797667,-73.90802667,13130.602418037339
40.807885,-73.90804667,6814.515607410007
40.80778833,-73.90808667,6814.515607410007
40.80769167,-73.90813,6814.515607410007
40.80759667,-73.90817333,6814.515607410007
40.8075,-73.90821333,6814.515607410007
40.80741333,-73.908245,6814.515607410007
40.80732833,-73.90827,6814.515607410007
40.80723833,-73.90829833,6814.515607410007
40.80704833,-73.90836333,6814.515607410007
40.806955,-73.90839667,6814.515607410007
40.80687167,-73.90842833,6814.515607410007
40.80679667,-73.908455,6814.515607410007
40.80674,-73.90848,6814.515607410007
40.80669667,-73.90849667,6814.515607410007
40.80663333,-73.90853,6814.515607410007
40.80654167,-73.90859333,6814.515607410007
40.80648333,-73.90863333,6814.515607410007
40.80643,-73.908675,6814.515607410007
40.80638833,-73.90871333,6814.515607410007
40.80634667,-73.90875333,6814.515607410007
40.80631167,-73.9088,6814.515607410007
40.80628333,-73.90885167,6814.515607410007
40.80626,-73.90889833,6814.515607410007
40.80624833,-73.90893667,6814.515607410007
40.80624333,-73.90896333,6814.515607410007
40.80621667,-73.909165,6814.515607410007
40.806185,-73.909225,6814.515607410007
40.80615,-73.90930167,6814.515607410007
40.80609667,-73.90947667,6814.515607410007
40.80606833,-73.90954667,6814.515607410007
40.80603667,-73.909595,6814.515607410007
40.80601333,-73.90964667,6814.515607410007
40.80599,-73.9097,6814.515607410007
40.80597167,-73.90976,6814.515607410007
40.80591167,-73.90987167,6814.515607410007
40.80590333,-73.90990833,6814.515607410007
40.805895,-73.90994667,6814.515607410007
40.80588667,-73.90998333,6814.515607410007
40.80574833,-73.910005,6814.515607410007
40.80571167,-73.90990833,6814.515607410007
40.80562667,-73.90979167,6814.515607410007
40.80555333,-73.90964,6814.515607410007
40.80539,-73.90940833,6814.515607410007
40.80531333,-73.90931,6814.515607410007
40.80523667,-73.90921167,6814.515607410007
40.80516667,-73.90911833,6814.515607410007
40.80509833,-73.90902667,6814.515607410007
40.80503167,-73.90895333,6814.515607410007
40.80498833,-73.90889167,6814.515607410007
40.804955,-73.90883167,6814.515607410007
40.80489167,-73.90870167,6814.515607410007
40.80486167,-73.90863833,6814.515607410007
40.80483667,-73.90858,6814.515607410007
40.804815,-73.90852667,6814.515607410007
40.80479667,-73.90847333,6814.515607410007
40.80478,-73.90842333,6814.515607410007
40.80476667,-73.90837333,6814.515607410007
40.80474,-73.908315,6814.515607410007
40.80463667,-73.90824,6814.515607410007
40.804555,-73.90812,6814.515607410007
40.80449833,-73.90805,6814.515607410007
40.80446,-73.90797167,6814.515607410007
40.80441167,-73.90789,42.51416015625
40.80431833,-73.90774667,42.51416015625
40.804275,-73.90767833,42.51416015625
40.804235,-73.907605,42.51416015625
40.80420833,-73.907515,42.51416015625
40.804175,-73.90745167,42.51416015625
40.804135,-73.90736167,42.51416015625
40.80409667,-73.90721833,42.51416015625
40.80413667,-73.90718,42.51416015625
40.80417833,-73.907135,42.51416015625
40.80422333,-73.90709,42.51416015625
40.80427167,-73.90704333,42.51416015625
40.80432667,-73.906985,42.51416015625
40.80438,-73.90693,42.51416015625
40.80442667,-73.906875,42.51416015625
40.80446833,-73.90682833,42.51416015625
40.8045,-73.90678333,42.51416015625
40.80451333,-73.90674167,42.51416015625
40.80451,-73.9067,42.51416015625
40.80448833,-73.90665667,42.51416015625
40.80445333,-73.90660667,42.51416015625
40.80441167,-73.90655667,42.51416015625
40.80436667,-73.90649,42.51416015625
40.80432333,-73.906415,42.51416015625
40.804275,-73.90633,42.51416015625
40.80422333,-73.90624167,42.51416015625
40.80412,-73.90606,42.51416015625
40.80407,-73.90597,42.51416015625
40.80394333,-73.90573333,42.51416015625
40.803915,-73.90568167,42.51416015625
40.80389167,-73.90563,42.51416015625
40.803875,-73.90562667,42.51416015625
40.80382333,-73.905605,42.51416015625
40.803785,-73.90562833,42.51416015625
40.80373833,-73.90566833,42.51416015625
40.80368667,-73.90572167,42.51416015625
40.80363333,-73.90577667,42.51416015625
40.80357833,-73.90583167,42.51416015625
40.80352833,-73.90588333,42.51416015625
40.80348333,-73.90592667,42.51416015625
40.80344333,-73.90596667,42.51416015625
40.80340833,-73.906,42.51416015625
40.80338333,-73.90602333,42.51416015625
40.80331667,-73.90607,42.51416015625
40.80328,-73.90609333,42.51416015625
40.80319667,-73.90617,42.51416015625
40.80311667,-73.90625667,42.51416015625
40.803035,-73.90634667,42.51416015625
40.80296167,-73.90642833,42.51416015625
40.802895,-73.90650333,42.51416015625
40.80274667,-73.90665167,42.51416015625
40.80267333,-73.906725,42.51416015625
40.8026,-73.9068,42.51416015625
40.80252833,-73.90687333,42.51416015625
40.80245333,-73.90694833,42.51416015625
40.80237833,-73.90702,42.51416015625
40.80230833,-73.90709167,42.51416015625
40.80225167,-73.90714667,42.51416015625
40.802215,-73.90718,42.51416015625
40.80219167,-73.907205,42.51416015625
40.80219167,-73.90729,42.51416015625
40.80221667,-73.90734333,42.51416015625
40.80225167,-73.90740333,42.51416015625
40.80229667,-73.90747,42.51416015625
40.80234333,-73.90754833,42.51416015625
40.802395,-73.90763833,42.51416015625
40.80244667,-73.90773333,42.51416015625
40.80250333,-73.90783167,42.51416015625
40.802615,-73.90803167,6814.515607410007
40.80266833,-73.90812667,6814.515607410007
40.80271333,-73.90820333,6814.515607410007
40.80275833,-73.90829,6814.515607410007
40.80281167,-73.90837167,6814.515607410007
40.80283,-73.90840167,6814.515607410007
40.80285,-73.90844167,6814.515607410007
40.80287333,-73.90849167,6814.515607410007
40.80294,-73.908605,6814.515607410007
40.80298,-73.90866833,6814.515607410007
40.803025,-73.90873667,6814.515607410007
40.80307167,-73.90881667,6814.515607410007
40.80312,-73.90890167,6814.515607410007
40.80317,-73.90898667,6814.515607410007
40.80322,-73.90907667,6814.515607410007
40.80327167,-73.90917,6814.515607410007
40.80332167,-73.909265,6814.515607410007
40.80337667,-73.90936,6814.515607410007
40.80343333,-73.909455,6814.515607410007
40.80349,-73.90955167,6814.515607410007
40.80354833,-73.909645,6814.515607410007
40.80359333,-73.90975333,6814.515607410007
40.80364167,-73.90986,6814.515607410007
40.80368833,-73.90996167,6814.515607410007
40.80373333,-73.910065,6814.515607410007
40.803775,-73.91016667,6814.515607410007
40.80381667,-73.91026833,6814.515607410007
40.80385833,-73.91036667,6814.515607410007
40.80390333,-73.910465,6814.515607410007
40.803945,-73.91056667,6814.515607410007
40.80399,-73.91066667,6814.515607410007
40.80403333,-73.91077,6814.515607410007
40.80407667,-73.91087,6814.515607410007
40.80416833,-73.91104333,6814.515607410007
40.80421,-73.91112667,6814.515607410007
40.804245,-73.91121,6814.515607410007
40.80427167,-73.91128667,6814.515607410007
40.804295,-73.911345,6814.515607410007
40.80431167,-73.911385,6814.515607410007
40.80432167,-73.91140667,6814.515607410007
40.80437,-73.91156333,6814.515607410007
40.804385,-73.911605,6814.515607410007
40.80441833,-73.91168667,6814.515607410007
40.80443333,-73.91172667,6814.515607410007
40.80448,-73.91183333,6814.515607410007
40.80449833,-73.91187667,6814.515607410007
40.804515,-73.91191667,6814.515607410007
40.80453333,-73.91195833,6814.515607410007
40.80455333,-73.91200333,6814.515607410007
40.80456833,-73.912045,6814.515607410007
40.80457167,-73.91207333,6814.515607410007
40.8046,-73.91214333,6814.515607410007
40.80461833,-73.91219333,6814.515607410007
40.804645,-73.912275,6814.515607410007
40.80469833,-73.91236667,6814.515607410007
40.804735,-73.91245333,6814.515607410007
40.804785,-73.912545,6814.515607410007
40.80482667,-73.91263,6814.515607410007
40.804865,-73.91271833,6814.515607410007
40.80490833,-73.91281,6814.515607410007
40.80495333,-73.91290833,6814.515607410007
40.80500667,-73.91301333,6814.515607410007
40.805055,-73.91312,6814.515607410007
40.80509833,-73.91322667,6814.515607410007
40.80514167,-73.91332167,6814.515607410007
40.80522667,-73.91352167,6814.515607410007
40.805275,-73.913625,6814.515607410007
40.805365,-73.913835,6814.515607410007
40.80540667,-73.91393667,6814.515607410007
40.805445,-73.91403,6814.515607410007
40.80548,-73.91411167,6814.515607410007
40.80550667,-73.914175,6814.515607410007
40.805525,-73.91421167,6814.515607410007
40.805535,-73.91423333,6814.515607410007
40.80557833,-73.91437,6814.515607410007
40.80556833,-73.91442167,6814.515607410007
40.80556,-73.914445,6814.515607410007
40.80552333,-73.9145,6814.515607410007
40.80547833,-73.91452667,6814.515607410007
40.80542667,-73.91456333,6814.515607410007
40.80536667,-73.91460167,6814.515607410007
40.80530167,-73.91464667,6814.515607410007
40.80523667,-73.91469667,6814.515607410007
40.80517333,-73.91474167,6814.515607410007
40.80511833,-73.91478167,6814.515607410007
40.805075,-73.91480667,6814.515607410007
40.80498167,-73.91489167,6814.515607410007
40.80494,-73.914925,6814.515607410007
40.80488833,-73.91497167,6814.515607410007
40.804825,-73.91502333,6814.515607410007
40.804755,-73.91507667,6814.515607410007
40.80467,-73.91513833,6814.515607410007
40.80457833,-73.91521167,6814.515607410007
40.80448833,-73.91528333,6814.515607410007
40.80440167,-73.91535,6814.515607410007
40.80413167,-73.91556,6814.515607410007
40.80405,-73.915625,6814.515607410007
40.80396833,-73.91569333,6814.515607410007
40.803895,-73.91576167,6814.515607410007
40.80383,-73.91581333,6814.515607410007
40.80378667,-73.91585333,6814.515607410007
40.80376333,-73.91588,6814.515607410007
40.80375167,-73.91591167,6814.515607410007
40.80376667,-73.91602,6814.515607410007
