lat,long,segment_avg_length_res30,segment_count_res30,segment_total_length_res30,degree_orientation_res30,entropy_orientation_res30,mean_circuity_res30
40.81310667,-73.90916667,109.13533,6.0,654.812,14.449665,0.0,0.999142
40.813045,-73.90918667,109.13533,6.0,654.812,14.449665,0.0,0.999142
40.81297833,-73.909215,167.789,1.0,167.789,14.388114,0.0,1.0014306
40.81290833,-73.90924167,167.789,1.0,167.789,14.388114,0.0,1.0014306
40.812845,-73.90925667,167.789,1.0,167.789,14.388114,0.0,1.0014306
40.81277667,-73.90928,167.789,1.0,167.789,14.388114,0.0,1.0014306
40.81271,-73.90931167,167.789,1.0,167.789,14.388114,0.0,1.0014306
40.81264333,-73.90934,167.789,1.0,167.789,14.388114,0.0,1.0014306
40.81256167,-73.90936333,167.789,1.0,167.789,14.388114,0.0,1.0014306
40.812485,-73.90938333,167.789,1.0,167.789,14.388114,0.0,1.0014306
40.81240333,-73.90939333,167.789,1.0,167.789,14.388114,0.0,1.0014306
40.81233,-73.90942,167.789,1.0,167.789,14.388114,0.0,1.0014306
40.81223667,-73.90945333,167.789,1.0,167.789,14.388114,0.0,1.0014306
40.81216333,-73.90947667,167.789,1.0,167.789,14.388114,0.0,1.0014306
40.81209333,-73.90949333,167.789,1.0,167.789,14.388114,0.0,1.0014306
40.81203167,-73.90952167,167.789,1.0,167.789,14.388114,0.0,1.0014306
40.81198167,-73.90953,167.789,1.0,167.789,14.388114,0.0,1.0014306
40.81194,-73.90954833,167.789,1.0,167.789,14.388114,0.0,1.0014306
40.8119,-73.90956333,119.8076,5.0,599.038,43.822124,0.67301166,1.0904491
40.81186333,-73.90958167,119.8076,5.0,599.038,43.822124,0.67301166,1.0904491
40.81181167,-73.9096,119.8076,5.0,599.038,43.822124,0.67301166,1.0904491
40.81175333,-73.909615,119.8076,5.0,599.038,43.822124,0.67301166,1.0904491
40.8117,-73.90963167,119.8076,5.0,599.038,43.822124,0.67301166,1.0904491
40.81164333,-73.90964667,119.8076,5.0,599.038,43.822124,0.67301166,1.0904491
40.81157833,-73.90966167,145.215,1.0,145.215,14.384736,0.0,1.001341
40.81151,-73.909675,145.215,1.0,145.215,14.384736,0.0,1.001341
40.81144167,-73.90969333,145.215,1.0,145.215,14.384736,0.0,1.001341
40.81137667,-73.909705,145.215,1.0,145.215,14.384736,0.0,1.001341
40.81132,-73.90971333,0.0,0.0,0.0,-1.0,nan,0.0
40.81123,-73.909745,145.215,1.0,145.215,14.384736,0.0,1.001341
40.81120333,-73.909755,145.215,1.0,145.215,14.384736,0.0,1.001341
40.81116167,-73.90977,145.215,1.0,145.215,14.384736,0.0,1.001341
40.81111833,-73.90978667,145.215,1.0,145.215,14.384736,0.0,1.001341
40.81106,-73.90980833,145.215,1.0,145.215,14.384736,0.0,1.001341
40.810865,-73.909875,145.215,1.0,145.215,14.384736,0.0,1.001341
40.81081,-73.9099,145.215,1.0,145.215,14.384736,0.0,1.001341
40.81075333,-73.90992833,145.215,1.0,145.215,14.384736,0.0,1.001341
40.810705,-73.909965,145.215,1.0,145.215,14.384736,0.0,1.001341
40.81062833,-73.90995167,145.215,1.0,145.215,14.384736,0.0,1.001341
40.8106,-73.90991333,145.215,1.0,145.215,14.384736,0.0,1.001341
40.810515,-73.90974333,79.662,2.0,159.324,14.486207,0.0,0.9980057
40.810495,-73.90966667,79.662,2.0,159.324,14.486207,0.0,0.9980057
40.81047333,-73.90959167,79.662,2.0,159.324,14.486207,0.0,0.9980057
40.810445,-73.90951833,79.662,2.0,159.324,14.486207,0.0,0.9980057
40.81042333,-73.90944,79.662,2.0,159.324,14.486207,0.0,0.9980057
40.8104,-73.909385,79.662,2.0,159.324,14.486207,0.0,0.9980057
40.81038,-73.909345,79.662,2.0,159.324,14.486207,0.0,0.9980057
40.81033333,-73.90925333,79.662,2.0,159.324,14.486207,0.0,0.9980057
40.81030667,-73.90922333,79.662,2.0,159.324,14.486207,0.0,0.9980057
40.81029333,-73.90917333,101.352,8.0,810.816,14.486207,0.0,0.999677
40.81028,-73.90911833,100.709,2.0,201.418,14.521232,0.0,1.0013378
40.81026167,-73.909055,100.709,2.0,201.418,14.521232,0.0,1.0013378
40.81023833,-73.90897833,100.709,2.0,201.418,14.521232,0.0,1.0013378
40.81021833,-73.908895,80.014,2.0,160.028,14.985425,0.0,0.99803156
40.81017333,-73.90871333,80.014,2.0,160.028,14.985425,0.0,0.99803156
40.810155,-73.90862167,80.014,2.0,160.028,14.985425,0.0,0.99803156
40.81013833,-73.90853667,80.014,2.0,160.028,14.985425,0.0,0.99803156
40.81012667,-73.90847,80.014,2.0,160.028,14.985425,0.0,0.99803156
40.810125,-73.90843167,80.014,2.0,160.028,14.985425,0.0,0.99803156
40.81009667,-73.90818333,102.92633,6.0,617.558,14.62001,0.0,0.9991317
40.81007833,-73.9081,83.757,2.0,167.514,14.94225,0.0,0.99803126
40.81006,-73.90800833,83.757,2.0,167.514,14.94225,0.0,0.99803126
40.81004,-73.90791833,83.757,2.0,167.514,14.94225,0.0,0.99803126
40.810025,-73.90782333,83.757,2.0,167.514,14.94225,0.0,0.99803126
40.80997833,-73.907525,83.757,2.0,167.514,14.94225,0.0,0.99803126
40.809905,-73.90740667,83.757,2.0,167.514,14.94225,0.0,0.99803126
40.80987,-73.90739667,83.757,2.0,167.514,14.94225,0.0,0.99803126
40.80982833,-73.90739833,83.757,2.0,167.514,14.94225,0.0,0.99803126
40.80977667,-73.90741167,83.757,2.0,167.514,14.94225,0.0,0.99803126
40.80964333,-73.907465,0.0,0.0,0.0,-1.0,nan,0.0
40.80957167,-73.90749167,0.0,0.0,0.0,-1.0,nan,0.0
40.80950167,-73.90751833,0.0,0.0,0.0,-1.0,nan,0.0
40.80944167,-73.90753833,0.0,0.0,0.0,-1.0,nan,0.0
40.80939833,-73.90755,0.0,0.0,0.0,-1.0,nan,0.0
40.80920333,-73.90761333,0.0,0.0,0.0,-1.0,nan,0.0
40.80913833,-73.90763833,0.0,0.0,0.0,-1.0,nan,0.0
40.80906667,-73.90766,0.0,0.0,0.0,-1.0,nan,0.0
40.80899,-73.90768,0.0,0.0,0.0,-1.0,nan,0.0
40.80891167,-73.90770167,0.0,0.0,0.0,-1.0,nan,0.0
40.808825,-73.90772667,0.0,0.0,0.0,-1.0,nan,0.0
40.808735,-73.90775667,0.0,0.0,0.0,-1.0,nan,0.0
40.80864333,-73.907785,0.0,0.0,0.0,-1.0,nan,0.0
40.80855,-73.90781833,0.0,0.0,0.0,-1.0,nan,0.0
40.80845667,-73.90785667,0.0,0.0,0.0,-1.0,nan,0.0
40.80836,-73.90789333,122.909,2.0,245.818,14.494159,0.0,1.001354
40.80826167,-73.90792833,122.909,2.0,245.818,14.494159,0.0,1.001354
40.80806667,-73.90800833,122.909,2.0,245.818,14.494159,0.0,1.001354
40.80797667,-73.90802667,122.909,2.0,245.818,14.494159,0.0,1.001354
40.807885,-73.90804667,122.909,2.0,245.818,14.494159,0.0,1.001354
40.80778833,-73.90808667,122.909,2.0,245.818,14.494159,0.0,1.001354
40.80769167,-73.90813,0.0,0.0,0.0,-1.0,nan,0.0
40.80759667,-73.90817333,122.909,2.0,245.818,14.494159,0.0,1.001354
40.8075,-73.90821333,122.909,2.0,245.818,14.494159,0.0,1.001354
40.80741333,-73.908245,122.909,2.0,245.818,14.494159,0.0,1.001354
40.80732833,-73.90827,94.61072,7.0,662.275,20.33582,0.9556999,1.0080581
40.80723833,-73.90829833,94.61072,7.0,662.275,20.33582,0.9556999,1.0080581
40.80704833,-73.90836333,80.11567,3.0,240.34702,20.33582,0.6365142,1.0190063
40.806955,-73.90839667,0.0,0.0,0.0,-1.0,nan,0.0
40.80687167,-73.90842833,0.0,0.0,0.0,-1.0,nan,0.0
40.80679667,-73.908455,0.0,0.0,0.0,-1.0,nan,0.0
40.80674,-73.90848,90.214,2.0,180.428,20.33582,0.0,1.0042213
40.80669667,-73.90849667,90.214,2.0,180.428,20.33582,0.0,1.0042213
40.80663333,-73.90853,90.214,2.0,180.428,20.33582,0.0,1.0042213
40.80654167,-73.90859333,90.214,2.0,180.428,20.33582,0.0,1.0042213
40.80648333,-73.90863333,338.497,4.0,1353.988,20.33582,1.0397208,1.0031286
40.80643,-73.908675,0.0,0.0,0.0,-1.0,nan,0.0
40.80638833,-73.90871333,0.0,0.0,0.0,-1.0,nan,0.0
40.80634667,-73.90875333,0.0,0.0,0.0,-1.0,nan,0.0
40.80631167,-73.9088,0.0,0.0,0.0,-1.0,nan,0.0
40.80628333,-73.90885167,0.0,0.0,0.0,-1.0,nan,0.0
40.80626,-73.90889833,0.0,0.0,0.0,-1.0,nan,0.0
40.80624833,-73.90893667,215.26433,6.0,1291.5859,42.172867,1.0114043,1.0055245
40.80624333,-73.90896333,215.26433,6.0,1291.5859,42.172867,1.0114043,1.0055245
40.80621667,-73.909165,215.26433,6.0,1291.5859,42.172867,1.0114043,1.0055245
40.806185,-73.909225,383.099,3.0,1149.297,27.369146,0.6365142,1.0115396
40.80615,-73.90930167,383.099,3.0,1149.297,27.369146,0.6365142,1.0115396
40.80609667,-73.90947667,0.0,0.0,0.0,-1.0,nan,0.0
40.80606833,-73.90954667,0.0,0.0,0.0,-1.0,nan,0.0
40.80603667,-73.909595,0.0,0.0,0.0,-1.0,nan,0.0
40.80601333,-73.90964667,0.0,0.0,0.0,-1.0,nan,0.0
40.80599,-73.9097,0.0,0.0,0.0,-1.0,nan,0.0
40.80597167,-73.90976,1071.147,1.0,1071.147,37.752533,0.0,1.0054079
40.80591167,-73.90987167,1071.147,1.0,1071.147,37.752533,0.0,1.0054079
40.80590333,-73.90990833,1071.147,1.0,1071.147,37.752533,0.0,1.0054079
40.805895,-73.90994667,1071.147,1.0,1071.147,37.752533,0.0,1.0054079
40.80588667,-73.90998333,1071.147,1.0,1071.147,37.752533,0.0,1.0054079
40.80574833,-73.910005,0.0,0.0,0.0,-1.0,nan,0.0
40.80571167,-73.90990833,495.57565,3.0,1486.7269,30.819506,0.6365142,1.0023831
40.80562667,-73.90979167,495.57565,3.0,1486.7269,30.819506,0.6365142,1.0023831
