lat,long,segment_avg_length_res500,segment_count_res500,segment_total_length_res500,degree_orientation_res500,entropy_orientation_res500,mean_circuity_res500
40.81310667,-73.90916667,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.813045,-73.90918667,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81297833,-73.909215,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81290833,-73.90924167,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.812845,-73.90925667,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81277667,-73.90928,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81271,-73.90931167,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81264333,-73.90934,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81256167,-73.90936333,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.812485,-73.90938333,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81240333,-73.90939333,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81233,-73.90942,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81223667,-73.90945333,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81216333,-73.90947667,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81209333,-73.90949333,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81203167,-73.90952167,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81198167,-73.90953,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81194,-73.90954833,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.8119,-73.90956333,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81186333,-73.90958167,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81181167,-73.9096,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81175333,-73.909615,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.8117,-73.90963167,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81164333,-73.90964667,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81157833,-73.90966167,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81151,-73.909675,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81144167,-73.90969333,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81137667,-73.909705,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81132,-73.90971333,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81123,-73.909745,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81120333,-73.909755,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81116167,-73.90977,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81111833,-73.90978667,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81106,-73.90980833,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.810865,-73.909875,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81081,-73.9099,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81075333,-73.90992833,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.810705,-73.909965,114.16206,33.0,3767.3481,14.449665,1.0194536,1.0135573
40.81062833,-73.90995167,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.8106,-73.90991333,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.810515,-73.90974333,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.810495,-73.90966667,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.81047333,-73.90959167,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.810445,-73.90951833,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.81042333,-73.90944,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.8104,-73.909385,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.81038,-73.909345,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.81033333,-73.90925333,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.81030667,-73.90922333,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.81029333,-73.90917333,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.81028,-73.90911833,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.81026167,-73.909055,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.81023833,-73.90897833,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.81021833,-73.908895,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.81017333,-73.90871333,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.810155,-73.90862167,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.81013833,-73.90853667,101.79267,46.0,4682.463,14.06717,1.0216838,0.9997667
40.81012667,-73.90847,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.810125,-73.90843167,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.81009667,-73.90818333,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.81007833,-73.9081,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.81006,-73.90800833,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.81004,-73.90791833,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.810025,-73.90782333,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.80997833,-73.907525,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.809905,-73.90740667,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.80987,-73.90739667,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.80982833,-73.90739833,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.80977667,-73.90741167,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.80964333,-73.907465,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.80957167,-73.90749167,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.80950167,-73.90751833,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.80944167,-73.90753833,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.80939833,-73.90755,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.80920333,-73.90761333,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
40.80913833,-73.90763833,192.12932,45.0,8645.819,14.539557,1.7920895,1.0040169
