lat,long,sentinel_2_ndvi,sentinel_2_evi,sentinel_2_savi,sentinel_2_gndvi,sentinel_2_arvi,sentinel_2_msavi,sentinel_2_ndwi,sentinel_2_awei_nsh,sentinel_2_awei_sh,sentinel_2_ndsi,sentinel_2_nbr,sentinel_2_si,sentinel_2_ndbi,sentinel_2_ui,sentinel_2_ibi,sentinel_2_albedo
40.81310667,-73.90916667,0.3169825343738387,1.3311485642945486,0.47538547278467486,0.2707063463606931,0.242636746143049,0.4813065320106489,-0.2707063463607028,-4546.25,1687.5,-0.12251941328731136,0.24307260610311318,0.2637202525497686,-0.15327041978522615,0.17207207207206432,-2.535809298033632,1219.0246062992126
40.813045,-73.90918667,0.3169825343738387,1.3311485642945486,0.47538547278467486,0.2707063463606931,0.242636746143049,0.4813065320106489,-0.2707063463607028,-4546.25,1687.5,-0.12251941328731136,0.24307260610311318,0.2637202525497686,-0.15327041978522615,0.17207207207206432,-2.535809298033632,1219.0246062992126
40.81297833,-73.909215,0.5219762592236125,1.3055689295457773,0.7828388131515386,0.5472928897586253,0.4098068350668526,0.6858736401791248,-0.5472928897586432,-7408.5,2335.75,-0.3858407079645847,0.3243997766610741,0.518177411536572,-0.20467242254951754,0.35525746430115296,-3.128394082229122,1357.0374015748032
40.81290833,-73.90924167,0.5648592999313659,1.814773980154275,0.847143592382884,0.5276381909547562,0.5004935834155808,0.7218857967777694,-0.5276381909547738,-7904.25,1887.25,-0.4097948932607614,0.2943514050525037,0.5357957136342665,-0.1503531786074672,0.45297670405520046,-2.0477736951117373,1325.474409448819
40.812845,-73.90925667,0.4481616429281219,1.58802816901401,0.6721311475409614,0.4496021220159002,0.37570799244806874,0.6188847515059024,-0.4496021220159151,-7380.75,1736.0,-0.3396976929196364,0.2750072907553142,0.4283290924512117,-0.1297157622739018,0.33810091378624,-2.2797675492241,1374.2421259842522
40.81277667,-73.90928,0.4481616429281219,1.58802816901401,0.6721311475409614,0.4496021220159002,0.37570799244806874,0.6188847515059024,-0.4496021220159151,-7380.75,1736.0,-0.3396976929196364,0.2750072907553142,0.4283290924512117,-0.1297157622739018,0.33810091378624,-2.2797675492241,1374.2421259842522
40.81271,-73.90931167,0.6701078228951595,1.794226044226,1.0050464502809724,0.6586921850079595,0.5964912280701623,0.8024507522604836,-0.6586921850079744,-10086.75,4438.0,-0.4534841298795894,0.40839620816404704,0.5872509960159128,-0.29261363636363635,0.46956842493543083,-3.2600125371402298,1884.830708661417
40.81264333,-73.90934,0.577876337072789,1.8296712374028803,0.8667014477631181,0.6119402985074464,0.5138923654568082,0.7324411423419406,-0.6119402985074627,-10016.75,2844.75,-0.4647058823529241,0.32835493081484013,0.5096627510420421,-0.20574162679425836,0.4223491610139085,-3.0966878737863754,1715.3976377952754
40.81256167,-73.90936333,0.4907271121577863,1.553298546403222,0.7359823399558282,0.5429616087751206,0.41058495821725877,0.6583284099301636,-0.5429616087751371,-10258.25,1413.0,-0.4614003590664107,0.2164304588037421,0.5035094200221462,-0.10882417341799869,0.40344827586205506,-2.3130503469178723,1561.5226377952754
40.812485,-73.90938333,0.48226509023024267,1.8430439952436697,0.7232851143256891,0.4868913857677751,0.4250673048160208,0.6506659740207397,-0.4868913857677903,-9932.75,1102.25,-0.4245712285614132,0.1871417891851436,0.4864864864864687,-0.0785601086710437,0.41960237181721594,-1.7136839496702372,1513.0935039370079
40.81240333,-73.90939333,0.48226509023024267,1.8430439952436697,0.7232851143256891,0.4868913857677751,0.4250673048160208,0.6506659740207397,-0.4868913857677903,-9932.75,1102.25,-0.4245712285614132,0.1871417891851436,0.4864864864864687,-0.0785601086710437,0.41960237181721594,-1.7136839496702372,1513.0935039370079
40.81233,-73.90942,0.3220599538816295,2.2334754797438983,0.48299711815560104,0.3134784268804768,0.28646222887059514,0.487136676007367,-0.3134784268804887,-12626.5,-2038.5,-0.44074650077759125,-0.15974596971176944,0.48176583493280606,0.14767096134786917,0.44840525328328806,0.5550730181456067,1390.1082677165352
40.81223667,-73.90945333,0.18023255813953487,0.8653175157012655,0.27029972752042614,0.20118343195265528,0.1002710027100237,0.30535341357563084,-0.20118343195266272,-11878.5,-2127.0,-0.36395759717313414,-0.18759379689844452,0.4278668310727365,0.17563451776649747,0.34494773519162764,3.284988997316766,1427.6870078740155
40.81216333,-73.90947667,0.19139034322280396,0.7690509583917359,0.2870437690853486,0.2480195003046847,0.09871244635192868,0.32123582925487426,-0.24801950030469225,-9314.25,127.0,-0.2938483547925524,0.09081225033288706,0.3454329068729442,0.0494314226038524,0.23856477677348017,1.3192629871992967,1625.2706692913384
40.81209333,-73.90949333,0.1921424186617557,0.9942820838627068,0.28816940309957684,0.1762568140520843,0.11866359447004267,0.32229185895562296,-0.17625681405208965,-8783.75,-12.5,-0.24882629107980533,0.06440120580980914,0.3446327683615717,0.07589816797525577,0.26418786692758556,0.31720452884019673,1577.5875984251966
40.81203167,-73.90952167,0.23011963406052077,1.3591022443889145,0.3451187335092227,0.19644079397672154,0.17001338688085108,0.37407490192504156,-0.19644079397672826,-9910.0,-882.0,-0.31585081585080665,-0.03318584070796368,0.40860885839050504,0.127309036445332,0.34725536992839057,0.6261529309053908,1435.1574803149606
40.81198167,-73.90953,0.23011963406052077,1.3591022443889145,0.3451187335092227,0.19644079397672154,0.17001338688085108,0.37407490192504156,-0.19644079397672826,-9910.0,-882.0,-0.31585081585080665,-0.03318584070796368,0.40860885839050504,0.127309036445332,0.34725536992839057,0.6261529309053908,1435.1574803149606
40.81194,-73.90954833,0.16309963099630997,0.3976965988842758,0.24460431654675358,0.24437425977101285,0.017759121730706564,0.2803928386119878,-0.2443742597710225,-10735.0,-1478.75,-0.4046656298600185,-0.08478513356561891,0.5028286189683693,0.17788210745957225,0.3313679245282921,18.963432050334315,1306.7007874015744
40.8119,-73.90956333,0.06824925816023739,0.24511545293071954,0.1023612313017653,0.11743404035178175,-0.04170363797692898,0.12775198346889738,-0.11743404035178479,-7885.0,562.0,-0.13925327951563726,0.07249255213505282,0.22784121805328364,0.022181982797645994,0.09029454369869411,-4.015891822475882,1852.8818897637793
40.81186333,-73.90958167,0.06824925816023739,0.24511545293071954,0.1023612313017653,0.11743404035178175,-0.04170363797692898,0.12775198346889738,-0.11743404035178479,-7885.0,562.0,-0.13925327951563726,0.07249255213505282,0.22784121805328364,0.022181982797645994,0.09029454369869411,-4.015891822475882,1852.8818897637793
40.81181167,-73.9096,0.10765239948119326,0.45983379501382493,0.16145242340735413,0.11633986928104195,0.013048635824436149,0.19433355736941849,-0.11633986928104575,-7571.0,-167.0,-0.18110236220471893,-0.005820721769499248,0.28373930217247256,0.0661563696008748,0.17257967528562318,1.8450417873663032,1469.9212598425195
