lat,long,surface_elevation_res100_mean_25x25
40.81310667,-73.90916667,35.455296
40.813045,-73.90918667,35.455296
40.81297833,-73.909215,35.455296
40.81290833,-73.90924167,35.455296
40.812845,-73.90925667,35.455296
40.81277667,-73.90928,35.455296
40.81271,-73.90931167,35.455296
40.81264333,-73.90934,35.455296
40.81256167,-73.90936333,35.455296
40.812485,-73.90938333,35.455296
40.81240333,-73.90939333,35.455296
40.81233,-73.90942,35.455296
40.81223667,-73.90945333,33.91971
40.81216333,-73.90947667,33.91971
40.81209333,-73.90949333,33.91971
40.81203167,-73.90952167,33.91971
40.81198167,-73.90953,33.91971
40.81194,-73.90954833,33.91971
40.8119,-73.90956333,33.91971
40.81186333,-73.90958167,33.91971
40.81181167,-73.9096,33.91971
40.81175333,-73.909615,33.91971
40.8117,-73.90963167,33.91971
40.81164333,-73.90964667,33.91971
40.81157833,-73.90966167,33.91971
40.81151,-73.909675,33.91971
40.81144167,-73.90969333,33.91971
40.81137667,-73.909705,32.47679
40.81132,-73.90971333,32.47679
40.81123,-73.909745,32.47679
40.81120333,-73.909755,32.47679
40.81116167,-73.90977,32.47679
40.81111833,-73.90978667,32.47679
40.81106,-73.90980833,32.47679
40.810865,-73.909875,32.47679
40.81081,-73.9099,32.47679
40.81075333,-73.90992833,32.47679
40.810705,-73.909965,32.47679
40.81062833,-73.90995167,32.47679
40.8106,-73.90991333,32.47679
40.810515,-73.90974333,31.029375
40.810495,-73.90966667,31.029375
40.81047333,-73.90959167,31.029375
40.810445,-73.90951833,31.029375
40.81042333,-73.90944,31.029375
40.8104,-73.909385,31.029375
40.81038,-73.909345,31.029375
40.81033333,-73.90925333,31.029375
40.81030667,-73.90922333,31.029375
40.81029333,-73.90917333,31.029375
40.81028,-73.90911833,31.029375
40.81026167,-73.909055,31.150934
40.81023833,-73.90897833,31.150934
40.81021833,-73.908895,31.150934
40.81017333,-73.90871333,31.150934
40.810155,-73.90862167,31.150934
40.81013833,-73.90853667,31.150934
40.81012667,-73.90847,31.150934
40.810125,-73.90843167,31.150934
40.81009667,-73.90818333,31.019674
40.81007833,-73.9081,31.019674
40.81006,-73.90800833,31.019674
40.81004,-73.90791833,31.019674
40.810025,-73.90782333,31.019674
40.80997833,-73.907525,31.019674
40.809905,-73.90740667,31.019674
40.80987,-73.90739667,31.019674
40.80982833,-73.90739833,31.019674
40.80977667,-73.90741167,31.019674
40.80964333,-73.907465,29.583391
40.80957167,-73.90749167,29.583391
40.80950167,-73.90751833,29.583391
40.80944167,-73.90753833,29.583391
40.80939833,-73.90755,29.583391
40.80920333,-73.90761333,29.583391
40.80913833,-73.90763833,29.583391
40.80906667,-73.90766,29.583391
40.80899,-73.90768,29.583391
40.80891167,-73.90770167,29.583391
40.808825,-73.90772667,29.583391
40.808735,-73.90775667,28.163044
40.80864333,-73.907785,28.163044
40.80855,-73.90781833,28.163044
40.80845667,-73.90785667,28.163044
40.80836,-73.90789333,28.163044
40.80826167,-73.90792833,28.163044
40.80806667,-73.90800833,28.163044
40.80797667,-73.90802667,28.163044
40.807885,-73.90804667,28.163044
40.80778833,-73.90808667,26.861994
40.80769167,-73.90813,26.861994
40.80759667,-73.90817333,26.861994
40.8075,-73.90821333,26.861994
40.80741333,-73.908245,26.993626
40.80732833,-73.90827,26.993626
40.80723833,-73.90829833,26.993626
40.80704833,-73.90836333,26.993626
40.806955,-73.90839667,25.660275
40.80687167,-73.90842833,25.660275
40.80679667,-73.908455,25.660275
40.80674,-73.90848,25.660275
40.80669667,-73.90849667,25.660275
40.80663333,-73.90853,25.660275
40.80654167,-73.90859333,25.660275
40.80648333,-73.90863333,25.660275
40.80643,-73.908675,25.660275
40.80638833,-73.90871333,25.660275
40.80634667,-73.90875333,25.660275
40.80631167,-73.9088,25.660275
40.80628333,-73.90885167,25.660275
40.80626,-73.90889833,25.660275
40.80624833,-73.90893667,25.660275
40.80624333,-73.90896333,25.660275
40.80621667,-73.909165,25.63578
40.806185,-73.909225,25.63578
40.80615,-73.90930167,25.63578
40.80609667,-73.90947667,25.63578
40.80606833,-73.90954667,24.476484
40.80603667,-73.909595,24.476484
40.80601333,-73.90964667,24.476484
40.80599,-73.9097,24.476484
40.80597167,-73.90976,24.476484
40.80591167,-73.90987167,24.476484
40.80590333,-73.90990833,24.476484
40.805895,-73.90994667,24.476484
40.80588667,-73.90998333,24.476484
40.80574833,-73.910005,24.37736
40.80571167,-73.90990833,24.476484
40.80562667,-73.90979167,24.476484
40.80555333,-73.90964,24.476484
40.80539,-73.90940833,24.476484
40.80531333,-73.90931,24.476484
40.80523667,-73.90921167,24.476484
40.80516667,-73.90911833,23.49385
40.80509833,-73.90902667,23.486908
40.80503167,-73.90895333,23.486908
40.80498833,-73.90889167,23.486908
40.804955,-73.90883167,23.486908
40.80489167,-73.90870167,23.486908
40.80486167,-73.90863833,23.486908
40.80483667,-73.90858,23.486908
40.804815,-73.90852667,23.486908
40.80479667,-73.90847333,23.486908
40.80478,-73.90842333,23.486908
40.80476667,-73.90837333,23.486908
40.80474,-73.908315,23.486908
40.80463667,-73.90824,23.486908
40.804555,-73.90812,23.418839
40.80449833,-73.90805,23.418839
40.80446,-73.90797167,23.418839
40.80441167,-73.90789,23.418839
40.80431833,-73.90774667,23.418839
40.804275,-73.90767833,22.428848
40.804235,-73.907605,22.428848
40.80420833,-73.907515,22.428848
40.804175,-73.90745167,22.428848
40.804135,-73.90736167,22.428848
40.80409667,-73.90721833,22.32964
40.80413667,-73.90718,22.32964
40.80417833,-73.907135,22.32964
40.80422333,-73.90709,22.32964
40.80427167,-73.90704333,22.32964
40.80432667,-73.906985,23.32653
40.80438,-73.90693,23.32653
40.80442667,-73.906875,23.32653
40.80446833,-73.90682833,23.32653
40.8045,-73.90678333,23.32653
40.80451333,-73.90674167,23.32653
40.80451,-73.9067,23.32653
40.80448833,-73.90665667,23.32653
40.80445333,-73.90660667,23.32653
40.80441167,-73.90655667,23.32653
40.80436667,-73.90649,23.32653
40.80432333,-73.906415,23.191551
40.804275,-73.90633,22.155764
40.80422333,-73.90624167,22.155764
40.80412,-73.90606,22.155764
40.80407,-73.90597,22.155764
40.80394333,-73.90573333,22.155764
40.803915,-73.90568167,22.155764
40.80389167,-73.90563,22.155764
40.803875,-73.90562667,22.155764
40.80382333,-73.905605,22.155764
40.803785,-73.90562833,22.155764
40.80373833,-73.90566833,22.155764
40.80368667,-73.90572167,22.155764
40.80363333,-73.90577667,22.155764
40.80357833,-73.90583167,22.155764
40.80352833,-73.90588333,22.155764
40.80348333,-73.90592667,22.155764
40.80344333,-73.90596667,22.155764
40.80340833,-73.906,21.091797
40.80338333,-73.90602333,21.091797
40.80331667,-73.90607,21.091797
40.80328,-73.90609333,21.091797
40.80319667,-73.90617,21.091797
40.80311667,-73.90625667,21.091797
40.803035,-73.90634667,21.091797
40.80296167,-73.90642833,21.091797
40.802895,-73.90650333,21.252172
40.80274667,-73.90665167,21.252172
40.80267333,-73.906725,21.252172
40.8026,-73.9068,21.252172
40.80252833,-73.90687333,20.45152
40.80245333,-73.90694833,20.45152
40.80237833,-73.90702,20.45152
40.80230833,-73.90709167,20.45152
40.80225167,-73.90714667,20.45152
40.802215,-73.90718,20.45152
40.80219167,-73.907205,20.45152
40.80219167,-73.90729,20.45152
40.80221667,-73.90734333,20.599901
40.80225167,-73.90740333,20.599901
40.80229667,-73.90747,20.599901
40.80234333,-73.90754833,20.599901
40.802395,-73.90763833,20.599901
40.80244667,-73.90773333,20.599901
40.80250333,-73.90783167,20.599901
40.802615,-73.90803167,21.409159
40.80266833,-73.90812667,21.409159
40.80271333,-73.90820333,21.409159
40.80275833,-73.90829,21.498709
40.80281167,-73.90837167,21.498709
40.80283,-73.90840167,21.498709
40.80285,-73.90844167,21.498709
40.80287333,-73.90849167,21.498709
40.80294,-73.908605,21.498709
40.80298,-73.90866833,21.498709
40.803025,-73.90873667,21.498709
40.80307167,-73.90881667,21.498709
40.80312,-73.90890167,21.498709
40.80317,-73.90898667,21.498709
40.80322,-73.90907667,21.498709
40.80327167,-73.90917,21.532335
40.80332167,-73.909265,21.532335
40.80337667,-73.90936,21.532335
40.80343333,-73.909455,22.51966
40.80349,-73.90955167,22.51966
40.80354833,-73.909645,22.51966
40.80359333,-73.90975333,22.51966
40.80364167,-73.90986,22.51966
40.80368833,-73.90996167,22.51966
40.80373333,-73.910065,22.516129
40.803775,-73.91016667,22.516129
40.80381667,-73.91026833,22.516129
40.80385833,-73.91036667,22.516129
40.80390333,-73.910465,22.516129
40.803945,-73.91056667,22.516129
40.80399,-73.91066667,22.516129
40.80403333,-73.91077,22.516129
40.80407667,-73.91087,22.516129
40.80416833,-73.91104333,22.67921
40.80421,-73.91112667,22.67921
40.804245,-73.91121,22.67921
40.80427167,-73.91128667,22.67921
40.804295,-73.911345,22.67921
40.80431167,-73.911385,22.67921
40.80432167,-73.91140667,23.560503
40.80437,-73.91156333,23.560503
40.804385,-73.911605,23.560503
40.80441833,-73.91168667,23.560503
40.80443333,-73.91172667,23.560503
40.80448,-73.91183333,23.71688
40.80449833,-73.91187667,23.71688
40.804515,-73.91191667,23.71688
40.80453333,-73.91195833,23.71688
40.80455333,-73.91200333,23.71688
40.80456833,-73.912045,23.71688
40.80457167,-73.91207333,23.71688
40.8046,-73.91214333,23.71688
40.80461833,-73.91219333,23.71688
40.804645,-73.912275,23.71688
40.80469833,-73.91236667,23.71688
40.804735,-73.91245333,23.71688
40.804785,-73.912545,23.71688
40.80482667,-73.91263,23.71688
40.804865,-73.91271833,23.859674
40.80490833,-73.91281,23.859674
40.80495333,-73.91290833,23.859674
40.80500667,-73.91301333,23.859674
40.805055,-73.91312,23.859674
40.80509833,-73.91322667,23.859674
40.80514167,-73.91332167,23.859674
40.80522667,-73.91352167,24.463772
40.805275,-73.913625,24.518883
40.805365,-73.913835,24.518883
40.80540667,-73.91393667,24.518883
40.805445,-73.91403,24.518883
40.80548,-73.91411167,24.518883
40.80550667,-73.914175,24.518883
40.805525,-73.91421167,24.518883
40.805535,-73.91423333,24.518883
40.80557833,-73.91437,24.518883
40.80556833,-73.91442167,24.518883
40.80556,-73.914445,24.518883
40.80552333,-73.9145,24.331293
40.80547833,-73.91452667,24.331293
40.80542667,-73.91456333,24.331293
40.80536667,-73.91460167,24.331293
40.80530167,-73.91464667,24.331293
40.80523667,-73.91469667,24.331293
40.80517333,-73.91474167,23.863043
40.80511833,-73.91478167,23.863043
40.805075,-73.91480667,23.863043
40.80498167,-73.91489167,23.863043
40.80494,-73.914925,23.863043
40.80488833,-73.91497167,23.863043
40.804825,-73.91502333,23.863043
40.804755,-73.91507667,23.863043
40.80467,-73.91513833,23.863043
40.80457833,-73.91521167,23.863043
40.80448833,-73.91528333,23.863043
40.80440167,-73.91535,23.863043
40.80413167,-73.91556,23.139341
40.80405,-73.915625,23.139341
40.80396833,-73.91569333,23.139341
40.803895,-73.91576167,23.139341
40.80383,-73.91581333,23.139341
40.80378667,-73.91585333,23.139341
40.80376333,-73.91588,23.139341
40.80375167,-73.91591167,23.139341
40.80376667,-73.91602,23.139341
40.80379333,-73.91610167,23.139341
40.80383,-73.91619833,23.139341
40.80387667,-73.91630333,23.062315
40.80392,-73.91641167,23.062315
40.80396833,-73.916525,23.062315
40.80401667,-73.91664333,23.062315
40.80417333,-73.91703167,23.062315
40.80422333,-73.917165,23.163021
40.80427333,-73.917295,23.163021
40.80432333,-73.91742167,23.553267
40.80437167,-73.917545,23.553267
40.80442,-73.917665,23.553267
40.804465,-73.91777333,23.553267
40.80450667,-73.91787167,23.553267
40.80454167,-73.91795833,23.553267
40.80456833,-73.91803333,23.553267
40.80459,-73.91809167,23.386503
40.804605,-73.91813,23.386503
40.80464667,-73.91817167,23.386503
40.80466667,-73.91821667,23.386503
40.80469,-73.91826333,23.386503
40.80471333,-73.91831333,23.386503
40.80473667,-73.91836667,23.386503
40.80475667,-73.91842667,23.386503
40.80477667,-73.91848833,23.386503
40.80479333,-73.91855,23.386503
40.80480667,-73.91861167,23.386503
40.80480667,-73.91873167,23.386503
40.80479667,-73.91877,23.386503
40.804775,-73.91879833,23.386503
40.80475,-73.91882167,23.386503
