lat,long,var_res30_mean_25x25,building_area_per_pixel_res30_mean_25x25,None_mean_25x25
40.81310667,-73.90916667,1.3330126,0.17957598,0.0
40.813045,-73.90918667,1.3330126,0.17957598,0.0
40.81297833,-73.909215,1.2254466,0.17023978,0.0
40.81290833,-73.90924167,1.2254466,0.17023978,0.0
40.812845,-73.90925667,1.2254466,0.17023978,0.0
40.81277667,-73.90928,1.2254466,0.17023978,0.0
40.81271,-73.90931167,1.2547753,0.17483597,0.0
40.81264333,-73.90934,1.2547753,0.17483597,0.0
40.81256167,-73.90936333,1.2547753,0.17483597,0.0
40.812485,-73.90938333,1.2547753,0.17483597,0.0
40.81240333,-73.90939333,1.2788967,0.17614497,0.0
40.81233,-73.90942,1.2788967,0.17614497,0.0
40.81223667,-73.90945333,1.2788967,0.17614497,0.0
40.81216333,-73.90947667,1.265707,0.1675818,0.0
40.81209333,-73.90949333,1.265707,0.1675818,0.0
40.81203167,-73.90952167,1.265707,0.1675818,0.0
40.81198167,-73.90953,1.265707,0.1675818,0.0
40.81194,-73.90954833,1.265707,0.1675818,0.0
40.8119,-73.90956333,1.252311,0.17085484,0.0
40.81186333,-73.90958167,1.252311,0.17085484,0.0
40.81181167,-73.9096,1.252311,0.17085484,0.0
40.81175333,-73.909615,1.252311,0.17085484,0.0
40.8117,-73.90963167,1.252311,0.17085484,0.0
40.81164333,-73.90964667,1.252311,0.17085484,0.0
40.81157833,-73.90966167,1.2258083,0.17393261,0.0
40.81151,-73.909675,1.2258083,0.17393261,0.0
40.81144167,-73.90969333,1.2258083,0.17393261,0.0
40.81137667,-73.909705,1.2258083,0.17393261,0.0
40.81132,-73.90971333,1.2090211,0.17657906,0.0
40.81123,-73.909745,1.2099315,0.1699899,0.0
40.81120333,-73.909755,1.2099315,0.1699899,0.0
40.81116167,-73.90977,1.2099315,0.1699899,0.0
40.81111833,-73.90978667,1.2099315,0.1699899,0.0
40.81106,-73.90980833,1.2080188,0.17209348,0.0
40.810865,-73.909875,1.2080188,0.17209348,0.0
40.81081,-73.9099,1.2135429,0.16971841,0.0
40.81075333,-73.90992833,1.2135429,0.16971841,0.0
40.810705,-73.909965,1.2135429,0.16971841,0.0
40.81062833,-73.90995167,1.2135429,0.16971841,0.0
40.8106,-73.90991333,1.2135429,0.16971841,0.0
40.810515,-73.90974333,1.2078086,0.16528815,0.0
40.810495,-73.90966667,1.1877925,0.16902374,0.0
40.81047333,-73.90959167,1.1877925,0.16902374,0.0
40.810445,-73.90951833,1.1877925,0.16902374,0.0
40.81042333,-73.90944,1.1657873,0.17596982,0.0
40.8104,-73.909385,1.1657873,0.17596982,0.0
40.81038,-73.909345,1.1657873,0.17596982,0.0
40.81033333,-73.90925333,1.1657873,0.17596982,0.0
40.81030667,-73.90922333,1.1657873,0.17596982,0.0
40.81029333,-73.90917333,1.1533438,0.18209937,0.0
40.81028,-73.90911833,1.1462479,0.17805612,0.0
40.81026167,-73.909055,1.1462479,0.17805612,0.0
40.81023833,-73.90897833,1.1462479,0.17805612,0.0
40.81021833,-73.908895,1.1576775,0.18274999,0.0
40.81017333,-73.90871333,1.1576775,0.18274999,0.0
