lat,long,street_width_res30_contrast_25x25,street_width_res30_dissimilarity_25x25,street_width_res30_homogeneity_25x25,street_width_res30_energy_25x25,street_width_res30_correlation_25x25,street_width_res30_ASM_25x25,street_traffic_res30_contrast_25x25,street_traffic_res30_dissimilarity_25x25,street_traffic_res30_homogeneity_25x25,street_traffic_res30_energy_25x25,street_traffic_res30_correlation_25x25,street_traffic_res30_ASM_25x25,street_lanes_res30_contrast_25x25,street_lanes_res30_dissimilarity_25x25,street_lanes_res30_homogeneity_25x25,street_lanes_res30_energy_25x25,street_lanes_res30_correlation_25x25,street_lanes_res30_ASM_25x25,street_orientation_res30_contrast_25x25,street_orientation_res30_dissimilarity_25x25,street_orientation_res30_homogeneity_25x25,street_orientation_res30_energy_25x25,street_orientation_res30_correlation_25x25,street_orientation_res30_ASM_25x25
40.81310667,-73.90916667,8.302083,2.125,0.44314313,0.3513942,0.04721463,0.12347789,46.401043,4.9288197,0.40902594,0.35423476,0.010076707,0.12548225,13.151042,2.6579862,0.437239,0.3411094,0.05092274,0.11635561,18.546875,3.2552083,0.38802028,0.38674188,-0.10740615,0.14956929
40.813045,-73.90918667,8.302083,2.125,0.44314313,0.3513942,0.04721463,0.12347789,46.401043,4.9288197,0.40902594,0.35423476,0.010076707,0.12548225,13.151042,2.6579862,0.437239,0.3411094,0.05092274,0.11635561,18.546875,3.2552083,0.38802028,0.38674188,-0.10740615,0.14956929
40.81297833,-73.909215,7.3506947,1.9583334,0.4755242,0.37802598,0.08443537,0.14290364,44.362846,4.6927085,0.44192418,0.38031533,0.04356699,0.14463976,12.149305,2.5034723,0.46426645,0.36852,0.08953931,0.135807,17.25,3.0833333,0.41587013,0.40897855,-0.08236768,0.16726345
40.81290833,-73.90924167,7.3506947,1.9583334,0.4755242,0.37802598,0.08443537,0.14290364,44.362846,4.6927085,0.44192418,0.38031533,0.04356699,0.14463976,12.149305,2.5034723,0.46426645,0.36852,0.08953931,0.135807,17.25,3.0833333,0.41587013,0.40897855,-0.08236768,0.16726345
40.812845,-73.90925667,7.3506947,1.9583334,0.4755242,0.37802598,0.08443537,0.14290364,44.362846,4.6927085,0.44192418,0.38031533,0.04356699,0.14463976,12.149305,2.5034723,0.46426645,0.36852,0.08953931,0.135807,17.25,3.0833333,0.41587013,0.40897855,-0.08236768,0.16726345
40.81277667,-73.90928,7.3506947,1.9583334,0.4755242,0.37802598,0.08443537,0.14290364,44.362846,4.6927085,0.44192418,0.38031533,0.04356699,0.14463976,12.149305,2.5034723,0.46426645,0.36852,0.08953931,0.135807,17.25,3.0833333,0.41587013,0.40897855,-0.08236768,0.16726345
40.81271,-73.90931167,6.7777777,1.8784722,0.48600182,0.39146706,0.051247,0.15324646,43.743057,4.642361,0.44828475,0.389462,0.024406089,0.15168065,11.791667,2.4479167,0.47425264,0.37952596,0.075005524,0.14403996,17.390625,3.0885417,0.42138577,0.4199595,-0.10159486,0.17636599
40.81264333,-73.90934,6.7777777,1.8784722,0.48600182,0.39146706,0.051247,0.15324646,43.743057,4.642361,0.44828475,0.389462,0.024406089,0.15168065,11.791667,2.4479167,0.47425264,0.37952596,0.075005524,0.14403996,17.390625,3.0885417,0.42138577,0.4199595,-0.10159486,0.17636599
40.81256167,-73.90936333,6.7777777,1.8784722,0.48600182,0.39146706,0.051247,0.15324646,43.743057,4.642361,0.44828475,0.389462,0.024406089,0.15168065,11.791667,2.4479167,0.47425264,0.37952596,0.075005524,0.14403996,17.390625,3.0885417,0.42138577,0.4199595,-0.10159486,0.17636599
40.812485,-73.90938333,6.7777777,1.8784722,0.48600182,0.39146706,0.051247,0.15324646,43.743057,4.642361,0.44828475,0.389462,0.024406089,0.15168065,11.791667,2.4479167,0.47425264,0.37952596,0.075005524,0.14403996,17.390625,3.0885417,0.42138577,0.4199595,-0.10159486,0.17636599
40.81240333,-73.90939333,6.654514,1.8559028,0.49106503,0.39378545,0.05145753,0.15506697,42.319443,4.5555553,0.45328367,0.391001,0.027134355,0.15288176,11.892361,2.4583333,0.47502542,0.37821132,0.07507253,0.1430438,16.6875,3.0208333,0.42406476,0.41759336,-0.080185845,0.17438422
40.81233,-73.90942,6.654514,1.8559028,0.49106503,0.39378545,0.05145753,0.15506697,42.319443,4.5555553,0.45328367,0.391001,0.027134355,0.15288176,11.892361,2.4583333,0.47502542,0.37821132,0.07507253,0.1430438,16.6875,3.0208333,0.42406476,0.41759336,-0.080185845,0.17438422
40.81223667,-73.90945333,6.654514,1.8559028,0.49106503,0.39378545,0.05145753,0.15506697,42.319443,4.5555553,0.45328367,0.391001,0.027134355,0.15288176,11.892361,2.4583333,0.47502542,0.37821132,0.07507253,0.1430438,16.6875,3.0208333,0.42406476,0.41759336,-0.080185845,0.17438422
40.81216333,-73.90947667,6.4479165,1.8020834,0.5052081,0.40180567,0.08373516,0.16144778,40.578125,4.3802085,0.47521573,0.40112057,0.051545523,0.16089772,11.67882,2.4045138,0.48982236,0.3863208,0.09344193,0.14924377,16.109375,2.921875,0.4394951,0.4197262,-0.059270192,0.17617007
40.81209333,-73.90949333,6.4479165,1.8020834,0.5052081,0.40180567,0.08373516,0.16144778,40.578125,4.3802085,0.47521573,0.40112057,0.051545523,0.16089772,11.67882,2.4045138,0.48982236,0.3863208,0.09344193,0.14924377,16.109375,2.921875,0.4394951,0.4197262,-0.059270192,0.17617007
40.81203167,-73.90952167,6.4479165,1.8020834,0.5052081,0.40180567,0.08373516,0.16144778,40.578125,4.3802085,0.47521573,0.40112057,0.051545523,0.16089772,11.67882,2.4045138,0.48982236,0.3863208,0.09344193,0.14924377,16.109375,2.921875,0.4394951,0.4197262,-0.059270192,0.17617007
40.81198167,-73.90953,6.4479165,1.8020834,0.5052081,0.40180567,0.08373516,0.16144778,40.578125,4.3802085,0.47521573,0.40112057,0.051545523,0.16089772,11.67882,2.4045138,0.48982236,0.3863208,0.09344193,0.14924377,16.109375,2.921875,0.4394951,0.4197262,-0.059270192,0.17617007
40.81194,-73.90954833,6.4479165,1.8020834,0.5052081,0.40180567,0.08373516,0.16144778,40.578125,4.3802085,0.47521573,0.40112057,0.051545523,0.16089772,11.67882,2.4045138,0.48982236,0.3863208,0.09344193,0.14924377,16.109375,2.921875,0.4394951,0.4197262,-0.059270192,0.17617007
40.8119,-73.90956333,6.4375,1.7916666,0.50944185,0.40427166,0.09042097,0.16343558,39.578125,4.3072915,0.48040038,0.40260375,0.06406567,0.16208978,11.810764,2.4079862,0.4930055,0.38739988,0.0930911,0.15007867,15.953125,2.890625,0.4446636,0.41766915,-0.046844892,0.17444752
40.81186333,-73.90958167,6.4375,1.7916666,0.50944185,0.40427166,0.09042097,0.16343558,39.578125,4.3072915,0.48040038,0.40260375,0.06406567,0.16208978,11.810764,2.4079862,0.4930055,0.38739988,0.0930911,0.15007867,15.953125,2.890625,0.4446636,0.41766915,-0.046844892,0.17444752
40.81181167,-73.9096,6.4375,1.7916666,0.50944185,0.40427166,0.09042097,0.16343558,39.578125,4.3072915,0.48040038,0.40260375,0.06406567,0.16208978,11.810764,2.4079862,0.4930055,0.38739988,0.0930911,0.15007867,15.953125,2.890625,0.4446636,0.41766915,-0.046844892,0.17444752
40.81175333,-73.909615,6.4375,1.7916666,0.50944185,0.40427166,0.09042097,0.16343558,39.578125,4.3072915,0.48040038,0.40260375,0.06406567,0.16208978,11.810764,2.4079862,0.4930055,0.38739988,0.0930911,0.15007867,15.953125,2.890625,0.4446636,0.41766915,-0.046844892,0.17444752
40.8117,-73.90963167,6.4375,1.7916666,0.50944185,0.40427166,0.09042097,0.16343558,39.578125,4.3072915,0.48040038,0.40260375,0.06406567,0.16208978,11.810764,2.4079862,0.4930055,0.38739988,0.0930911,0.15007867,15.953125,2.890625,0.4446636,0.41766915,-0.046844892,0.17444752
40.81164333,-73.90964667,6.4375,1.7916666,0.50944185,0.40427166,0.09042097,0.16343558,39.578125,4.3072915,0.48040038,0.40260375,0.06406567,0.16208978,11.810764,2.4079862,0.4930055,0.38739988,0.0930911,0.15007867,15.953125,2.890625,0.4446636,0.41766915,-0.046844892,0.17444752
40.81157833,-73.90966167,6.5416665,1.8020834,0.51069385,0.40492907,0.08768738,0.16396755,39.74653,4.3055553,0.48367044,0.4057656,0.06083483,0.16464573,12.043403,2.4322917,0.49129957,0.3892743,0.08752856,0.15153447,16.328125,2.9114583,0.44743222,0.41688183,-0.046636276,0.17379045
40.81151,-73.909675,6.5416665,1.8020834,0.51069385,0.40492907,0.08768738,0.16396755,39.74653,4.3055553,0.48367044,0.4057656,0.06083483,0.16464573,12.043403,2.4322917,0.49129957,0.3892743,0.08752856,0.15153447,16.328125,2.9114583,0.44743222,0.41688183,-0.046636276,0.17379045
