lat,long,var_res30_contrast_25x25,var_res30_dissimilarity_25x25,var_res30_homogeneity_25x25,var_res30_energy_25x25,var_res30_correlation_25x25,var_res30_ASM_25x25,building_area_per_pixel_res30_contrast_25x25,building_area_per_pixel_res30_dissimilarity_25x25,building_area_per_pixel_res30_homogeneity_25x25,building_area_per_pixel_res30_energy_25x25,building_area_per_pixel_res30_correlation_25x25,building_area_per_pixel_res30_ASM_25x25,None_contrast_25x25,None_dissimilarity_25x25,None_homogeneity_25x25,None_energy_25x25,None_correlation_25x25,None_ASM_25x25
40.81310667,-73.90916667,0.0,0.0,1.0,1.0,1.0,1.0,3.5868056,1.2881944,0.5653642,0.37437055,0.100560516,0.14015329,0.0,0.0,1.0,1.0,1.0,1.0
40.813045,-73.90918667,0.0,0.0,1.0,1.0,1.0,1.0,3.5868056,1.2881944,0.5653642,0.37437055,0.100560516,0.14015329,0.0,0.0,1.0,1.0,1.0,1.0
40.81297833,-73.909215,0.0,0.0,1.0,1.0,1.0,1.0,3.3940973,1.2204862,0.58745366,0.39989766,0.14696305,0.15991814,0.0,0.0,1.0,1.0,1.0,1.0
40.81290833,-73.90924167,0.0,0.0,1.0,1.0,1.0,1.0,3.3940973,1.2204862,0.58745366,0.39989766,0.14696305,0.15991814,0.0,0.0,1.0,1.0,1.0,1.0
40.812845,-73.90925667,0.0,0.0,1.0,1.0,1.0,1.0,3.3940973,1.2204862,0.58745366,0.39989766,0.14696305,0.15991814,0.0,0.0,1.0,1.0,1.0,1.0
40.81277667,-73.90928,0.0,0.0,1.0,1.0,1.0,1.0,3.3940973,1.2204862,0.58745366,0.39989766,0.14696305,0.15991814,0.0,0.0,1.0,1.0,1.0,1.0
40.81271,-73.90931167,0.0,0.0,1.0,1.0,1.0,1.0,3.484375,1.2274306,0.5904671,0.39991274,0.1445668,0.1599302,0.0,0.0,1.0,1.0,1.0,1.0
40.81264333,-73.90934,0.0,0.0,1.0,1.0,1.0,1.0,3.484375,1.2274306,0.5904671,0.39991274,0.1445668,0.1599302,0.0,0.0,1.0,1.0,1.0,1.0
40.81256167,-73.90936333,0.0,0.0,1.0,1.0,1.0,1.0,3.484375,1.2274306,0.5904671,0.39991274,0.1445668,0.1599302,0.0,0.0,1.0,1.0,1.0,1.0
40.812485,-73.90938333,0.0,0.0,1.0,1.0,1.0,1.0,3.484375,1.2274306,0.5904671,0.39991274,0.1445668,0.1599302,0.0,0.0,1.0,1.0,1.0,1.0
