lat,long,red_mean_25x25,blue_mean_25x25,green_mean_25x25,nir08_mean_25x25,swir16_mean_25x25,swir22_mean_25x25,coastal_mean_25x25,lwir11_mean_25x25
40.81310667,-73.90916667,0.1312399199999999,0.101826272,0.125367636,0.253118028,0.2152634199999999,0.173255696,0.09158822,37.02595105702402
40.813045,-73.90918667,0.1312399199999999,0.101826272,0.125367636,0.253118028,0.2152634199999999,0.173255696,0.09158822,37.02595105702402
40.81297833,-73.909215,0.1332397639999999,0.1030851999999999,0.126919648,0.253362272,0.2174317399999999,0.175635788,0.092677836,37.11087654915202
40.81290833,-73.90924167,0.1332397639999999,0.1030851999999999,0.126919648,0.253362272,0.2174317399999999,0.175635788,0.092677836,37.11087654915202
40.812845,-73.90925667,0.1332397639999999,0.1030851999999999,0.126919648,0.253362272,0.2174317399999999,0.175635788,0.092677836,37.11087654915202
40.81277667,-73.90928,0.1332397639999999,0.1030851999999999,0.126919648,0.253362272,0.2174317399999999,0.175635788,0.092677836,37.11087654915202
40.81271,-73.90931167,0.1320086,0.102226584,0.126229728,0.257808428,0.2189912319999999,0.17584074,0.0919887959999999,37.07946357814402
40.81264333,-73.90934,0.1320086,0.102226584,0.126229728,0.257808428,0.2189912319999999,0.17584074,0.0919887959999999,37.07946357814402
40.81256167,-73.90936333,0.1320086,0.102226584,0.126229728,0.257808428,0.2189912319999999,0.17584074,0.0919887959999999,37.07946357814402
40.812485,-73.90938333,0.1320086,0.102226584,0.126229728,0.257808428,0.2189912319999999,0.17584074,0.0919887959999999,37.07946357814402
40.81240333,-73.90939333,0.13210122,0.102335264,0.1263532799999999,0.25824416,0.21884326,0.175599796,0.0920478,37.16700317196802
40.81233,-73.90942,0.13210122,0.102335264,0.1263532799999999,0.25824416,0.21884326,0.175599796,0.0920478,37.16700317196802
40.81223667,-73.90945333,0.13210122,0.102335264,0.1263532799999999,0.25824416,0.21884326,0.175599796,0.0920478,37.16700317196802
40.81216333,-73.90947667,0.132838044,0.102900972,0.126988112,0.2579239279999999,0.21867804,0.17545904,0.092450664,37.26043269785602
40.81209333,-73.90949333,0.132838044,0.102900972,0.126988112,0.2579239279999999,0.21867804,0.17545904,0.092450664,37.26043269785602
40.81203167,-73.90952167,0.132838044,0.102900972,0.126988112,0.2579239279999999,0.21867804,0.17545904,0.092450664,37.26043269785602
40.81198167,-73.90953,0.132838044,0.102900972,0.126988112,0.2579239279999999,0.21867804,0.17545904,0.092450664,37.26043269785602
40.81194,-73.90954833,0.132838044,0.102900972,0.126988112,0.2579239279999999,0.21867804,0.17545904,0.092450664,37.26043269785602
40.8119,-73.90956333,0.130206052,0.100782636,0.1247801039999999,0.25841202,0.2167182359999999,0.172582496,0.0907569719999999,37.28015330604802
40.81186333,-73.90958167,0.130206052,0.100782636,0.1247801039999999,0.25841202,0.2167182359999999,0.172582496,0.0907569719999999,37.28015330604802
40.81181167,-73.9096,0.130206052,0.100782636,0.1247801039999999,0.25841202,0.2167182359999999,0.172582496,0.0907569719999999,37.28015330604802
40.81175333,-73.909615,0.130206052,0.100782636,0.1247801039999999,0.25841202,0.2167182359999999,0.172582496,0.0907569719999999,37.28015330604802
40.8117,-73.90963167,0.130206052,0.100782636,0.1247801039999999,0.25841202,0.2167182359999999,0.172582496,0.0907569719999999,37.28015330604802
40.81164333,-73.90964667,0.130206052,0.100782636,0.1247801039999999,0.25841202,0.2167182359999999,0.172582496,0.0907569719999999,37.28015330604802
40.81157833,-73.90966167,0.132080892,0.102386172,0.126511196,0.258251684,0.217685972,0.173160832,0.0920747719999999,37.37656334537602
40.81151,-73.909675,0.132080892,0.102386172,0.126511196,0.258251684,0.217685972,0.173160832,0.0920747719999999,37.37656334537602
40.81144167,-73.90969333,0.132080892,0.102386172,0.126511196,0.258251684,0.217685972,0.173160832,0.0920747719999999,37.37656334537602
40.81137667,-73.909705,0.132080892,0.102386172,0.126511196,0.258251684,0.217685972,0.173160832,0.0920747719999999,37.37656334537602
40.81132,-73.90971333,0.134893416,0.104330356,0.128818424,0.259145192,0.218863148,0.173953536,0.09367162,37.46666235257602
40.81123,-73.909745,0.134893416,0.104330356,0.128818424,0.259145192,0.218863148,0.173953536,0.09367162,37.46666235257602
40.81120333,-73.909755,0.134893416,0.104330356,0.128818424,0.259145192,0.218863148,0.173953536,0.09367162,37.46666235257602
40.81116167,-73.90977,0.134893416,0.104330356,0.128818424,0.259145192,0.218863148,0.173953536,0.09367162,37.46666235257602
40.81111833,-73.90978667,0.134893416,0.104330356,0.128818424,0.259145192,0.218863148,0.173953536,0.09367162,37.46666235257602
40.81106,-73.90980833,0.1365384879999999,0.105927644,0.1303061519999999,0.26027454,0.219477696,0.173844416,0.0951590839999999,37.55253942147203
40.810865,-73.909875,0.132458984,0.102777376,0.1268684319999999,0.2607136599999999,0.216607752,0.169962736,0.0925180279999999,37.51314195574402
40.81081,-73.9099,0.131612864,0.102178492,0.126363928,0.260468624,0.2153553359999999,0.168524024,0.0917383039999999,37.60162218867202
40.81075333,-73.90992833,0.131612864,0.102178492,0.126363928,0.260468624,0.2153553359999999,0.168524024,0.0917383039999999,37.60162218867202
40.810705,-73.909965,0.131612864,0.102178492,0.126363928,0.260468624,0.2153553359999999,0.168524024,0.0917383039999999,37.60162218867202
40.81062833,-73.90995167,0.131612864,0.102178492,0.126363928,0.260468624,0.2153553359999999,0.168524024,0.0917383039999999,37.60162218867202
40.8106,-73.90991333,0.131612864,0.102178492,0.126363928,0.260468624,0.2153553359999999,0.168524024,0.0917383039999999,37.60162218867202
40.810515,-73.90974333,0.135641944,0.105141584,0.12966076,0.258971304,0.217107152,0.171579604,0.09416662,37.70391669123202
40.810495,-73.90966667,0.135641944,0.105141584,0.12966076,0.258971304,0.217107152,0.171579604,0.09416662,37.70391669123202
40.81047333,-73.90959167,0.135641944,0.105141584,0.12966076,0.258971304,0.217107152,0.171579604,0.09416662,37.70391669123202
40.810445,-73.90951833,0.1399934119999999,0.108354772,0.133284644,0.2584210839999999,0.219916596,0.17545266,0.096793112,37.74901267990402
