lat,long,building_height_res30_mean_25x25,building_height_std_res30_mean_25x25,building_year_res30_mean_25x25,building_area_res30_mean_25x25
40.81310667,-73.90916667,36.17074,2.8882153,1304.3396,1739.66
40.813045,-73.90918667,36.17074,2.8882153,1304.3396,1739.66
40.81297833,-73.909215,33.32324,2.7936144,1234.7465,1649.2148
40.81290833,-73.90924167,33.32324,2.7936144,1234.7465,1649.2148
40.812845,-73.90925667,33.32324,2.7936144,1234.7465,1649.2148
40.81277667,-73.90928,33.32324,2.7936144,1234.7465,1649.2148
40.81271,-73.90931167,33.163578,2.911115,1239.9803,1693.7408
40.81264333,-73.90934,33.163578,2.911115,1239.9803,1693.7408
40.81256167,-73.90936333,33.163578,2.911115,1239.9803,1693.7408
40.812485,-73.90938333,33.163578,2.911115,1239.9803,1693.7408
40.81240333,-73.90939333,33.826885,3.01268,1258.6256,1706.422
40.81233,-73.90942,33.826885,3.01268,1258.6256,1706.422
40.81223667,-73.90945333,33.826885,3.01268,1258.6256,1706.422
40.81216333,-73.90947667,32.068375,2.6721165,1214.9344,1623.4655
40.81209333,-73.90949333,32.068375,2.6721165,1214.9344,1623.4655
40.81203167,-73.90952167,32.068375,2.6721165,1214.9344,1623.4655
40.81198167,-73.90953,32.068375,2.6721165,1214.9344,1623.4655
40.81194,-73.90954833,32.068375,2.6721165,1214.9344,1623.4655
40.8119,-73.90956333,31.444695,2.6420028,1223.9952,1655.1732
40.81186333,-73.90958167,31.444695,2.6420028,1223.9952,1655.1732
40.81181167,-73.9096,31.444695,2.6420028,1223.9952,1655.1732
40.81175333,-73.909615,31.444695,2.6420028,1223.9952,1655.1732
40.8117,-73.90963167,31.444695,2.6420028,1223.9952,1655.1732
40.81164333,-73.90964667,31.444695,2.6420028,1223.9952,1655.1732
40.81157833,-73.90966167,30.742031,2.5905335,1236.0282,1684.9896
40.81151,-73.909675,30.742031,2.5905335,1236.0282,1684.9896
40.81144167,-73.90969333,30.742031,2.5905335,1236.0282,1684.9896
40.81137667,-73.909705,30.742031,2.5905335,1236.0282,1684.9896
40.81132,-73.90971333,30.701738,2.4722075,1238.3771,1710.6272
40.81123,-73.909745,29.898094,2.3809626,1198.239,1646.7941
40.81120333,-73.909755,29.898094,2.3809626,1198.239,1646.7941
40.81116167,-73.90977,29.898094,2.3809626,1198.239,1646.7941
40.81111833,-73.90978667,29.898094,2.3809626,1198.239,1646.7941
40.81106,-73.90980833,29.187994,2.5227344,1194.0612,1667.1729
40.810865,-73.909875,29.187994,2.5227344,1194.0612,1667.1729
40.81081,-73.9099,28.469568,2.472642,1184.0522,1644.164
40.81075333,-73.90992833,28.469568,2.472642,1184.0522,1644.164
40.810705,-73.909965,28.469568,2.472642,1184.0522,1644.164
40.81062833,-73.90995167,28.469568,2.472642,1184.0522,1644.164
40.8106,-73.90991333,28.469568,2.472642,1184.0522,1644.164
40.810515,-73.90974333,27.787485,2.3890278,1164.7704,1601.2454
40.810495,-73.90966667,28.203674,2.4246259,1189.2108,1637.4344
40.81047333,-73.90959167,28.203674,2.4246259,1189.2108,1637.4344
40.810445,-73.90951833,28.203674,2.4246259,1189.2108,1637.4344
40.81042333,-73.90944,28.713663,2.5698247,1217.2302,1704.7252
40.8104,-73.909385,28.713663,2.5698247,1217.2302,1704.7252
40.81038,-73.909345,28.713663,2.5698247,1217.2302,1704.7252
40.81033333,-73.90925333,28.713663,2.5698247,1217.2302,1704.7252
40.81030667,-73.90922333,28.713663,2.5698247,1217.2302,1704.7252
40.81029333,-73.90917333,29.24725,2.7060692,1245.6974,1764.1056
40.81028,-73.90911833,28.895555,2.6133854,1236.2173,1724.9366
40.81026167,-73.909055,28.895555,2.6133854,1236.2173,1724.9366
40.81023833,-73.90897833,28.895555,2.6133854,1236.2173,1724.9366
40.81021833,-73.908895,30.113512,2.6657126,1270.698,1770.4088
40.81017333,-73.90871333,30.113512,2.6657126,1270.698,1770.4088
40.810155,-73.90862167,31.287457,2.8555918,1295.507,1827.2769
40.81013833,-73.90853667,31.287457,2.8555918,1295.507,1827.2769
40.81012667,-73.90847,31.287457,2.8555918,1295.507,1827.2769
40.810125,-73.90843167,31.287457,2.8555918,1295.507,1827.2769
40.81009667,-73.90818333,32.550045,2.9391525,1326.3907,1901.0648
40.81007833,-73.9081,33.566547,3.089036,1354.2549,1949.1168
40.81006,-73.90800833,33.566547,3.089036,1354.2549,1949.1168
40.81004,-73.90791833,33.566547,3.089036,1354.2549,1949.1168
40.810025,-73.90782333,33.926556,3.1884372,1372.5198,1977.6534
40.80997833,-73.907525,33.225536,3.073191,1356.3715,1955.382
40.809905,-73.90740667,33.225536,3.073191,1356.3715,1955.382
40.80987,-73.90739667,33.225536,3.073191,1356.3715,1955.382
40.80982833,-73.90739833,33.225536,3.073191,1356.3715,1955.382
40.80977667,-73.90741167,33.225536,3.073191,1356.3715,1955.382
40.80964333,-73.907465,32.14315,2.8842168,1308.9961,1926.21
40.80957167,-73.90749167,32.14315,2.8842168,1308.9961,1926.21
40.80950167,-73.90751833,32.14315,2.8842168,1308.9961,1926.21
40.80944167,-73.90753833,30.887506,2.7392244,1274.6309,1897.7256
40.80939833,-73.90755,30.887506,2.7392244,1274.6309,1897.7256
40.80920333,-73.90761333,30.110565,2.5594683,1256.7386,1889.4976
40.80913833,-73.90763833,30.110565,2.5594683,1256.7386,1889.4976
40.80906667,-73.90766,30.110565,2.5594683,1256.7386,1889.4976
40.80899,-73.90768,30.110565,2.5594683,1256.7386,1889.4976
40.80891167,-73.90770167,28.871706,2.3927197,1244.5557,1927.2948
40.808825,-73.90772667,28.871706,2.3927197,1244.5557,1927.2948
40.808735,-73.90775667,28.871706,2.3927197,1244.5557,1927.2948
40.80864333,-73.907785,27.63385,2.355506,1229.0068,1920.8234
40.80855,-73.90781833,27.63385,2.355506,1229.0068,1920.8234
40.80845667,-73.90785667,27.571016,2.3315315,1226.0173,1901.73
40.80836,-73.90789333,26.646357,2.1428287,1216.1816,1902.0396
