lat,long,red_mean_5x5,blue_mean_5x5,green_mean_5x5,nir08_mean_5x5,swir16_mean_5x5,swir22_mean_5x5,coastal_mean_5x5,lwir11_mean_5x5
40.81310667,-73.90916667,0.1402277999999999,0.1002669999999999,0.1268925,0.2212009999999999,0.1959703,0.1594624,0.0865863,37.86510504560002
40.813045,-73.90918667,0.1402277999999999,0.1002669999999999,0.1268925,0.2212009999999999,0.1959703,0.1594624,0.0865863,37.86510504560002
40.81297833,-73.909215,0.1405996,0.1033502999999999,0.1295622,0.2251851999999999,0.2029399,0.1635577,0.0884178,37.608480104000016
40.81290833,-73.90924167,0.1405996,0.1033502999999999,0.1295622,0.2251851999999999,0.2029399,0.1635577,0.0884178,37.608480104000016
40.812845,-73.90925667,0.1405996,0.1033502999999999,0.1295622,0.2251851999999999,0.2029399,0.1635577,0.0884178,37.608480104000016
40.81277667,-73.90928,0.1405996,0.1033502999999999,0.1295622,0.2251851999999999,0.2029399,0.1635577,0.0884178,37.608480104000016
40.81271,-73.90931167,0.1365582,0.1043557,0.128031,0.2318566999999999,0.2076325,0.1605778,0.090697,36.93472000160002
40.81264333,-73.90934,0.1365582,0.1043557,0.128031,0.2318566999999999,0.2076325,0.1605778,0.090697,36.93472000160002
40.81256167,-73.90936333,0.1365582,0.1043557,0.128031,0.2318566999999999,0.2076325,0.1605778,0.090697,36.93472000160002
40.812485,-73.90938333,0.1365582,0.1043557,0.128031,0.2318566999999999,0.2076325,0.1605778,0.090697,36.93472000160002
40.81240333,-73.90939333,0.1528514,0.1158661,0.1420571,0.234214,0.2221503,0.1782064,0.1005816,36.95167338080002
40.81233,-73.90942,0.1528514,0.1158661,0.1420571,0.234214,0.2221503,0.1782064,0.1005816,36.95167338080002
40.81223667,-73.90945333,0.1528514,0.1158661,0.1420571,0.234214,0.2221503,0.1782064,0.1005816,36.95167338080002
40.81216333,-73.90947667,0.1518152,0.1152446,0.1408669,0.2332757,0.2286546,0.1862639,0.1006057999999999,37.03015112000002
40.81209333,-73.90949333,0.1518152,0.1152446,0.1408669,0.2332757,0.2286546,0.1862639,0.1006057999999999,37.03015112000002
40.81203167,-73.90952167,0.1518152,0.1152446,0.1408669,0.2332757,0.2286546,0.1862639,0.1006057999999999,37.03015112000002
40.81198167,-73.90953,0.1518152,0.1152446,0.1408669,0.2332757,0.2286546,0.1862639,0.1006057999999999,37.03015112000002
40.81194,-73.90954833,0.1518152,0.1152446,0.1408669,0.2332757,0.2286546,0.1862639,0.1006057999999999,37.03015112000002
40.8119,-73.90956333,0.1287658,0.1016408999999999,0.1221228999999999,0.2331447999999999,0.2178669,0.1714457999999999,0.0911128,36.77489338640002
40.81186333,-73.90958167,0.1287658,0.1016408999999999,0.1221228999999999,0.2331447999999999,0.2178669,0.1714457999999999,0.0911128,36.77489338640002
40.81181167,-73.9096,0.1287658,0.1016408999999999,0.1221228999999999,0.2331447999999999,0.2178669,0.1714457999999999,0.0911128,36.77489338640002
40.81175333,-73.909615,0.1287658,0.1016408999999999,0.1221228999999999,0.2331447999999999,0.2178669,0.1714457999999999,0.0911128,36.77489338640002
40.8117,-73.90963167,0.1287658,0.1016408999999999,0.1221228999999999,0.2331447999999999,0.2178669,0.1714457999999999,0.0911128,36.77489338640002
40.81164333,-73.90964667,0.1287658,0.1016408999999999,0.1221228999999999,0.2331447999999999,0.2178669,0.1714457999999999,0.0911128,36.77489338640002
40.81157833,-73.90966167,0.1240699,0.0965578,0.1168297,0.2269617,0.2151422,0.1718748,0.0872782,37.05612807200002
40.81151,-73.909675,0.1240699,0.0965578,0.1168297,0.2269617,0.2151422,0.1718748,0.0872782,37.05612807200002
40.81144167,-73.90969333,0.1240699,0.0965578,0.1168297,0.2269617,0.2151422,0.1718748,0.0872782,37.05612807200002
40.81137667,-73.909705,0.1240699,0.0965578,0.1168297,0.2269617,0.2151422,0.1718748,0.0872782,37.05612807200002
40.81132,-73.90971333,0.1127641,0.0873904,0.1067108,0.2184047999999999,0.2062608,0.1662900999999999,0.0798829,37.27324070240002
40.81123,-73.909745,0.1127641,0.0873904,0.1067108,0.2184047999999999,0.2062608,0.1662900999999999,0.0798829,37.27324070240002
40.81120333,-73.909755,0.1127641,0.0873904,0.1067108,0.2184047999999999,0.2062608,0.1662900999999999,0.0798829,37.27324070240002
40.81116167,-73.90977,0.1127641,0.0873904,0.1067108,0.2184047999999999,0.2062608,0.1662900999999999,0.0798829,37.27324070240002
40.81111833,-73.90978667,0.1127641,0.0873904,0.1067108,0.2184047999999999,0.2062608,0.1662900999999999,0.0798829,37.27324070240002
40.81106,-73.90980833,0.1098765999999999,0.0876269,0.105041,0.2174456,0.2027903,0.1584834,0.0807233,37.40312546240003
40.810865,-73.909875,0.1084356,0.0865588,0.1044261,0.230452,0.2037891,0.1519439,0.0798246,36.956048446400025
40.81081,-73.9099,0.1201010999999999,0.0978535999999999,0.1166262,0.2385656,0.2120149,0.1584735,0.0895947999999999,36.994193549600034
40.81075333,-73.90992833,0.1201010999999999,0.0978535999999999,0.1166262,0.2385656,0.2120149,0.1584735,0.0895947999999999,36.994193549600034
40.810705,-73.909965,0.1201010999999999,0.0978535999999999,0.1166262,0.2385656,0.2120149,0.1584735,0.0895947999999999,36.994193549600034
40.81062833,-73.90995167,0.1201010999999999,0.0978535999999999,0.1166262,0.2385656,0.2120149,0.1584735,0.0895947999999999,36.994193549600034
40.8106,-73.90991333,0.1201010999999999,0.0978535999999999,0.1166262,0.2385656,0.2120149,0.1584735,0.0895947999999999,36.994193549600034
40.810515,-73.90974333,0.1459775,0.1171113,0.137876,0.2404895,0.2290968,0.1870096999999999,0.1077767,37.50443557520002
40.810495,-73.90966667,0.1459775,0.1171113,0.137876,0.2404895,0.2290968,0.1870096999999999,0.1077767,37.50443557520002
40.81047333,-73.90959167,0.1459775,0.1171113,0.137876,0.2404895,0.2290968,0.1870096999999999,0.1077767,37.50443557520002
40.810445,-73.90951833,0.1398252,0.1127058,0.1329007,0.23439,0.2236573,0.1854520999999999,0.1039278,37.84158906800002
40.81042333,-73.90944,0.1398252,0.1127058,0.1329007,0.23439,0.2236573,0.1854520999999999,0.1039278,37.84158906800002
40.8104,-73.909385,0.1398252,0.1127058,0.1329007,0.23439,0.2236573,0.1854520999999999,0.1039278,37.84158906800002
40.81038,-73.909345,0.1398252,0.1127058,0.1329007,0.23439,0.2236573,0.1854520999999999,0.1039278,37.84158906800002
40.81033333,-73.90925333,0.1428293,0.1177768,0.1366858,0.2383335,0.2310933,0.1979986999999999,0.1084784999999999,38.27499400400003
40.81030667,-73.90922333,0.1428293,0.1177768,0.1366858,0.2383335,0.2310933,0.1979986999999999,0.1084784999999999,38.27499400400003
40.81029333,-73.90917333,0.1428293,0.1177768,0.1366858,0.2383335,0.2310933,0.1979986999999999,0.1084784999999999,38.27499400400003
40.81028,-73.90911833,0.1582216,0.1296502,0.1511101,0.2449928999999999,0.2399637,0.2060276,0.118285,38.39243717120002
40.81026167,-73.909055,0.1582216,0.1296502,0.1511101,0.2449928999999999,0.2399637,0.2060276,0.118285,38.39243717120002
40.81023833,-73.90897833,0.1561393,0.1271125,0.1477045,0.2297964,0.2337806,0.2079031,0.1163743,38.88928055840002
40.81021833,-73.908895,0.1561393,0.1271125,0.1477045,0.2297964,0.2337806,0.2079031,0.1163743,38.88928055840002
40.81017333,-73.90871333,0.1667421999999999,0.1339083,0.1556696,0.229099,0.2439578,0.2220469,0.1223098999999999,39.28809513200002
40.810155,-73.90862167,0.1667421999999999,0.1339083,0.1556696,0.229099,0.2439578,0.2220469,0.1223098999999999,39.28809513200002
40.81013833,-73.90853667,0.1667421999999999,0.1339083,0.1556696,0.229099,0.2439578,0.2220469,0.1223098999999999,39.28809513200002
40.81012667,-73.90847,0.1745499999999999,0.1387933999999999,0.1616954,0.2339983999999999,0.2547125,0.2350565999999999,0.1262731999999999,39.56413442720002
40.810125,-73.90843167,0.1745499999999999,0.1387933999999999,0.1616954,0.2339983999999999,0.2547125,0.2350565999999999,0.1262731999999999,39.56413442720002
40.81009667,-73.90818333,0.1816582,0.1422617,0.1664243,0.2339115,0.2617173,0.2438577,0.1289616,39.861092004800014
40.81007833,-73.9081,0.1816582,0.1422617,0.1664243,0.2339115,0.2617173,0.2438577,0.1289616,39.861092004800014
40.81006,-73.90800833,0.1816582,0.1422617,0.1664243,0.2339115,0.2617173,0.2438577,0.1289616,39.861092004800014
