lat,long,B01_mean_5x5,B02_mean_5x5,B03_mean_5x5,B04_mean_5x5,B05_mean_5x5,B06_mean_5x5,B07_mean_5x5,B08_mean_5x5,B8A_mean_5x5,B09_mean_5x5,B11_mean_5x5,B12_mean_5x5
40.81310667,-73.90916667,880.4,733.68,878.56,906.44,1194.2,1667.2,1780.52,1733.12,1842.84,2302.8,1600.76,1304.16
40.813045,-73.90918667,880.4,733.68,878.56,906.44,1194.2,1667.2,1780.52,1733.12,1842.84,2302.8,1600.76,1304.16
40.81297833,-73.909215,825.0,642.44,816.44,810.68,1131.44,1798.84,1900.28,2054.32,2057.36,2344.0,1595.4,1265.0
40.81290833,-73.90924167,825.0,738.56,914.0,907.72,1244.6,1914.04,2061.6,2193.36,2191.6,2344.0,1693.68,1332.52
40.812845,-73.90925667,908.2,957.0,1131.36,1154.92,1455.68,2094.16,2250.68,2447.08,2380.76,2362.4,1857.12,1458.4
40.81277667,-73.90928,908.2,957.0,1131.36,1154.92,1455.68,2094.16,2250.68,2447.08,2380.76,2362.4,1857.12,1458.4
40.81271,-73.90931167,991.4,878.44,1109.36,1083.8,1460.8,2212.72,2335.36,2684.8,2539.72,2380.8,1969.04,1539.68
40.81264333,-73.90934,1074.6,944.04,1163.64,1164.96,1572.84,2282.2,2377.04,2709.76,2570.12,2399.2,2093.64,1644.32
40.81256167,-73.90936333,1157.8,1023.48,1231.84,1246.32,1736.52,2307.4,2406.44,2600.96,2530.6,2417.6,2245.0,1858.04
40.812485,-73.90938333,1241.0,972.4,1171.68,1197.32,1530.6,2129.0,2210.48,2371.6,2389.36,2436.0,2128.08,1818.92
40.81240333,-73.90939333,1241.0,972.4,1171.68,1197.32,1530.6,2129.0,2210.48,2371.6,2389.36,2436.0,2128.08,1818.92
40.81233,-73.90942,1241.0,1097.32,1304.88,1321.48,1683.36,2164.92,2151.68,2261.36,2322.2,2436.0,2275.0,1992.88
40.81223667,-73.90945333,1266.6,1258.2,1468.88,1478.92,1837.68,2207.68,2152.56,2233.28,2299.92,2436.6,2398.84,2149.72
40.81216333,-73.90947667,1183.52,1339.88,1501.92,1573.36,1954.76,2144.32,2165.16,2122.32,2248.32,2471.32,2428.12,2097.16
40.81209333,-73.90949333,1213.88,1506.96,1664.84,1761.44,2092.0,2227.84,2239.48,2186.32,2315.64,2465.28,2515.24,2154.44
40.81203167,-73.90952167,1244.24,1596.04,1757.64,1839.68,2106.76,2266.08,2253.0,2253.2,2329.96,2459.24,2526.48,2146.52
40.81198167,-73.90953,1244.24,1596.04,1757.64,1839.68,2106.76,2266.08,2253.0,2253.2,2329.96,2459.24,2526.48,2146.52
40.81194,-73.90954833,1293.48,1557.16,1705.12,1794.92,1983.12,2169.72,2177.92,2262.96,2249.08,2450.36,2392.6,2062.76
40.8119,-73.90956333,1199.08,1591.44,1745.32,1863.48,2003.24,2142.16,2202.04,2275.12,2270.04,2464.56,2418.52,1964.2
40.81186333,-73.90958167,1199.08,1591.44,1745.32,1863.48,2003.24,2142.16,2202.04,2275.12,2270.04,2464.56,2418.52,1964.2
40.81181167,-73.9096,1217.96,1438.28,1558.64,1698.12,1883.2,2031.12,2116.76,2154.0,2190.56,2461.72,2307.76,1961.84
40.81175333,-73.909615,1162.64,1232.44,1359.24,1481.64,1743.16,1946.84,2015.68,1979.6,2123.64,2409.24,2220.2,1946.56
40.8117,-73.90963167,1162.64,1232.44,1359.24,1481.64,1743.16,1946.84,2015.68,1979.6,2123.64,2409.24,2220.2,1946.56
40.81164333,-73.90964667,1035.32,1188.44,1320.48,1407.0,1624.56,1939.16,2027.68,2077.84,2151.52,2406.48,2166.48,1925.0
40.81157833,-73.90966167,991.2,1076.36,1214.32,1281.28,1504.08,1914.28,2067.52,2171.36,2193.4,2371.76,2127.6,1911.52
40.81151,-73.909675,991.2,1076.36,1214.32,1281.28,1504.08,1914.28,2067.52,2171.36,2193.4,2371.76,2127.6,1911.52
40.81144167,-73.90969333,928.2,960.24,1109.44,1143.76,1412.96,1879.88,2059.04,2184.88,2205.16,2339.88,2117.44,1922.36
40.81137667,-73.909705,865.2,851.68,992.64,1031.36,1328.16,1852.76,2027.72,2142.64,2190.0,2308.0,2118.32,1893.96
40.81132,-73.90971333,865.2,851.68,992.64,1031.36,1328.16,1852.76,2027.72,2142.64,2190.0,2308.0,2118.32,1893.96
40.81123,-73.909745,826.8,676.4,847.2,832.84,1183.28,1932.16,2149.24,2299.36,2336.04,2411.0,2049.32,1716.76
40.81120333,-73.909755,812.8,759.24,909.44,934.8,1223.84,1863.8,2026.52,2138.08,2235.84,2376.68,2071.16,1754.32
40.81116167,-73.90977,812.8,759.24,909.44,934.8,1223.84,1863.8,2026.52,2138.08,2235.84,2376.68,2071.16,1754.32
40.81111833,-73.90978667,798.8,847.8,991.8,1062.48,1292.48,1798.28,1913.24,1976.48,2134.44,2342.36,2128.16,1824.52
40.81106,-73.90980833,798.8,847.8,991.8,1062.48,1292.48,1798.28,1913.24,1976.48,2134.44,2342.36,2128.16,1824.52
40.810865,-73.909875,734.4,983.76,1121.16,1238.6,1452.8,1847.28,1958.2,1985.68,2092.2,2280.2,2181.44,1812.8
40.81081,-73.9099,734.4,983.76,1121.16,1238.6,1452.8,1847.28,1958.2,1985.68,2092.2,2280.2,2181.44,1812.8
40.81075333,-73.90992833,712.0,1018.64,1183.92,1252.4,1483.52,1937.2,2052.28,2165.6,2199.2,2321.0,2079.24,1658.4
40.810705,-73.909965,712.0,1018.64,1183.92,1252.4,1483.52,1937.2,2052.28,2165.6,2199.2,2321.0,2079.24,1658.4
40.81062833,-73.90995167,762.8,948.64,1107.08,1168.6,1414.72,1958.44,2107.88,2224.24,2320.12,2370.0,2034.16,1629.16
40.8106,-73.90991333,813.6,1033.2,1180.88,1248.4,1453.96,2010.32,2130.48,2256.72,2405.48,2419.0,2038.92,1614.04
40.810515,-73.90974333,842.72,1032.88,1201.24,1275.08,1485.08,2107.92,2276.56,2261.92,2418.04,2375.32,2199.0,1807.72
40.810495,-73.90966667,896.32,1043.36,1259.24,1305.84,1577.8,2361.44,2555.8,2699.2,2613.76,2430.92,2276.92,1793.52
40.81047333,-73.90959167,906.96,900.64,1130.28,1137.64,1460.76,2359.88,2636.76,2824.8,2688.96,2418.56,2275.32,1804.88
