lat,long,street_width_res30_mean_5x5,street_traffic_res30_mean_5x5,street_lanes_res30_mean_5x5,street_orientation_res30_mean_5x5
40.81310667,-73.90916667,20.88,0.8,1.8833333,-0.24
40.813045,-73.90918667,20.88,0.8,1.8833333,-0.24
40.81297833,-73.909215,23.02,1.08,1.886,0.24
40.81290833,-73.90924167,23.02,1.08,1.886,0.24
40.812845,-73.90925667,23.02,1.08,1.886,0.24
40.81277667,-73.90928,23.02,1.08,1.886,0.24
40.81271,-73.90931167,17.54,0.56,1.32,0.2
40.81264333,-73.90934,17.54,0.56,1.32,0.2
40.81256167,-73.90936333,17.54,0.56,1.32,0.2
40.812485,-73.90938333,17.54,0.56,1.32,0.2
40.81240333,-73.90939333,18.59,0.56,1.5457143,0.28
40.81233,-73.90942,18.59,0.56,1.5457143,0.28
40.81223667,-73.90945333,18.59,0.56,1.5457143,0.28
40.81216333,-73.90947667,19.686668,0.68,1.712381,0.44
40.81209333,-73.90949333,19.686668,0.68,1.712381,0.44
40.81203167,-73.90952167,19.686668,0.68,1.712381,0.44
40.81198167,-73.90953,19.686668,0.68,1.712381,0.44
40.81194,-73.90954833,19.686668,0.68,1.712381,0.44
40.8119,-73.90956333,18.006668,0.44,1.632381,0.12
40.81186333,-73.90958167,18.006668,0.44,1.632381,0.12
40.81181167,-73.9096,18.006668,0.44,1.632381,0.12
40.81175333,-73.909615,18.006668,0.44,1.632381,0.12
40.8117,-73.90963167,18.006668,0.44,1.632381,0.12
40.81164333,-73.90964667,18.006668,0.44,1.632381,0.12
40.81157833,-73.90966167,17.786667,0.36,1.7257142,-0.12
40.81151,-73.909675,17.786667,0.36,1.7257142,-0.12
40.81144167,-73.90969333,17.786667,0.36,1.7257142,-0.12
40.81137667,-73.909705,17.786667,0.36,1.7257142,-0.12
40.81132,-73.90971333,17.36,0.36,1.7257142,-0.12
40.81123,-73.909745,13.52,-0.04,1.2857143,-0.32
40.81120333,-73.909755,13.52,-0.04,1.2857143,-0.32
40.81116167,-73.90977,13.52,-0.04,1.2857143,-0.32
40.81111833,-73.90978667,13.52,-0.04,1.2857143,-0.32
40.81106,-73.90980833,13.65,0.04,1.325,-0.32
40.810865,-73.909875,13.65,0.04,1.325,-0.32
40.81081,-73.9099,13.57,0.12,1.365,-0.32
40.81075333,-73.90992833,13.57,0.12,1.365,-0.32
40.810705,-73.909965,13.57,0.12,1.365,-0.32
40.81062833,-73.90995167,13.57,0.12,1.365,-0.32
40.8106,-73.90991333,13.57,0.12,1.365,-0.32
40.810515,-73.90974333,16.37,0.36,1.645,-0.16
40.810495,-73.90966667,20.29,0.92,2.165,0.04
40.81047333,-73.90959167,20.29,0.92,2.165,0.04
40.810445,-73.90951833,20.29,0.92,2.165,0.04
40.81042333,-73.90944,18.32,1.08,2.16,-0.12
40.8104,-73.909385,18.32,1.08,2.16,-0.12
40.81038,-73.909345,18.32,1.08,2.16,-0.12
40.81033333,-73.90925333,18.32,1.08,2.16,-0.12
40.81030667,-73.90922333,18.32,1.08,2.16,-0.12
40.81029333,-73.90917333,15.44,0.92,1.92,-0.28
40.81028,-73.90911833,16.78,1.08,2.08,-0.24
40.81026167,-73.909055,16.78,1.08,2.08,-0.24
40.81023833,-73.90897833,16.78,1.08,2.08,-0.24
40.81021833,-73.908895,19.42,1.4,2.4,-0.04
40.81017333,-73.90871333,19.42,1.4,2.4,-0.04
40.810155,-73.90862167,17.98,1.24,2.24,-0.12
40.81013833,-73.90853667,17.98,1.24,2.24,-0.12
40.81012667,-73.90847,17.98,1.24,2.24,-0.12
40.810125,-73.90843167,17.98,1.24,2.24,-0.12
40.81009667,-73.90818333,16.38,1.08,2.08,-0.24
40.81007833,-73.9081,17.606667,1.08,2.12,-0.2
40.81006,-73.90800833,17.606667,1.08,2.12,-0.2
40.81004,-73.90791833,17.606667,1.08,2.12,-0.2
40.810025,-73.90782333,23.767998,1.4,2.6279998,0.08
40.80997833,-73.907525,23.504665,1.16,2.4713333,0.0
40.809905,-73.90740667,23.504665,1.16,2.4713333,0.0
40.80987,-73.90739667,23.504665,1.16,2.4713333,0.0
40.80982833,-73.90739833,23.504665,1.16,2.4713333,0.0
40.80977667,-73.90741167,23.504665,1.16,2.4713333,0.0
40.80964333,-73.907465,26.977999,1.56,2.8279998,-0.08
40.80957167,-73.90749167,26.977999,1.56,2.8279998,-0.08
40.80950167,-73.90751833,26.977999,1.56,2.8279998,-0.08
40.80944167,-73.90753833,24.274668,1.24,2.478,-0.28
40.80939833,-73.90755,24.274668,1.24,2.478,-0.28
40.80920333,-73.90761333,22.52,0.92,2.35,-0.28
40.80913833,-73.90763833,22.52,0.92,2.35,-0.28
40.80906667,-73.90766,22.52,0.92,2.35,-0.28
40.80899,-73.90768,22.52,0.92,2.35,-0.28
40.80891167,-73.90770167,21.89,0.84,2.24,-0.32
40.808825,-73.90772667,21.89,0.84,2.24,-0.32
40.808735,-73.90775667,21.89,0.84,2.24,-0.32
40.80864333,-73.907785,20.53,0.68,2.08,-0.36
40.80855,-73.90781833,20.53,0.68,2.08,-0.36
40.80845667,-73.90785667,23.17,0.92,2.4,-0.2
