lat,long,building_height_res100_contrast_5x5,building_height_res100_dissimilarity_5x5,building_height_res100_homogeneity_5x5,building_height_res100_energy_5x5,building_height_res100_correlation_5x5,building_height_res100_ASM_5x5,building_height_std_res100_contrast_5x5,building_height_std_res100_dissimilarity_5x5,building_height_std_res100_homogeneity_5x5,building_height_std_res100_energy_5x5,building_height_std_res100_correlation_5x5,building_height_std_res100_ASM_5x5,building_year_res100_contrast_5x5,building_year_res100_dissimilarity_5x5,building_year_res100_homogeneity_5x5,building_year_res100_energy_5x5,building_year_res100_correlation_5x5,building_year_res100_ASM_5x5,building_area_res100_contrast_5x5,building_area_res100_dissimilarity_5x5,building_area_res100_homogeneity_5x5,building_area_res100_energy_5x5,building_area_res100_correlation_5x5,building_area_res100_ASM_5x5
40.81310667,-73.90916667,0.875,0.5,0.7875,0.7029514,0.05882353,0.49414062,0.25,0.25,0.875,0.77055174,-0.14285715,0.59375,28.125,1.875,0.8755531,0.87945294,-0.06666667,0.7734375,10.75,2.625,0.27194571,0.22097087,0.09414088,0.048828125
40.813045,-73.90918667,0.875,0.5,0.7875,0.7029514,0.05882353,0.49414062,0.25,0.25,0.875,0.77055174,-0.14285715,0.59375,28.125,1.875,0.8755531,0.87945294,-0.06666667,0.7734375,10.75,2.625,0.27194571,0.22097087,0.09414088,0.048828125
40.81297833,-73.909215,0.875,0.5,0.7875,0.7029514,0.05882353,0.49414062,0.25,0.25,0.875,0.77055174,-0.14285715,0.59375,28.125,1.875,0.8755531,0.87945294,-0.06666667,0.7734375,10.75,2.625,0.27194571,0.22097087,0.09414088,0.048828125
40.81290833,-73.90924167,0.875,0.5,0.7875,0.7029514,0.05882353,0.49414062,0.25,0.25,0.875,0.77055174,-0.14285715,0.59375,28.125,1.875,0.8755531,0.87945294,-0.06666667,0.7734375,10.75,2.625,0.27194571,0.22097087,0.09414088,0.048828125
40.812845,-73.90925667,0.875,0.5,0.7875,0.7029514,0.05882353,0.49414062,0.25,0.25,0.875,0.77055174,-0.14285715,0.59375,28.125,1.875,0.8755531,0.87945294,-0.06666667,0.7734375,10.75,2.625,0.27194571,0.22097087,0.09414088,0.048828125
40.81277667,-73.90928,0.875,0.5,0.7875,0.7029514,0.05882353,0.49414062,0.25,0.25,0.875,0.77055174,-0.14285715,0.59375,28.125,1.875,0.8755531,0.87945294,-0.06666667,0.7734375,10.75,2.625,0.27194571,0.22097087,0.09414088,0.048828125
40.81271,-73.90931167,0.875,0.5,0.7875,0.7029514,0.05882353,0.49414062,0.25,0.25,0.875,0.77055174,-0.14285715,0.59375,28.125,1.875,0.8755531,0.87945294,-0.06666667,0.7734375,10.75,2.625,0.27194571,0.22097087,0.09414088,0.048828125
40.81264333,-73.90934,0.875,0.5,0.7875,0.7029514,0.05882353,0.49414062,0.25,0.25,0.875,0.77055174,-0.14285715,0.59375,28.125,1.875,0.8755531,0.87945294,-0.06666667,0.7734375,10.75,2.625,0.27194571,0.22097087,0.09414088,0.048828125
40.81256167,-73.90936333,0.875,0.5,0.7875,0.7029514,0.05882353,0.49414062,0.25,0.25,0.875,0.77055174,-0.14285715,0.59375,28.125,1.875,0.8755531,0.87945294,-0.06666667,0.7734375,10.75,2.625,0.27194571,0.22097087,0.09414088,0.048828125
40.812485,-73.90938333,0.875,0.5,0.7875,0.7029514,0.05882353,0.49414062,0.25,0.25,0.875,0.77055174,-0.14285715,0.59375,28.125,1.875,0.8755531,0.87945294,-0.06666667,0.7734375,10.75,2.625,0.27194571,0.22097087,0.09414088,0.048828125
40.81240333,-73.90939333,0.875,0.5,0.7875,0.7029514,0.05882353,0.49414062,0.25,0.25,0.875,0.77055174,-0.14285715,0.59375,28.125,1.875,0.8755531,0.87945294,-0.06666667,0.7734375,10.75,2.625,0.27194571,0.22097087,0.09414088,0.048828125
40.81233,-73.90942,0.875,0.5,0.7875,0.7029514,0.05882353,0.49414062,0.25,0.25,0.875,0.77055174,-0.14285715,0.59375,28.125,1.875,0.8755531,0.87945294,-0.06666667,0.7734375,10.75,2.625,0.27194571,0.22097087,0.09414088,0.048828125
40.81223667,-73.90945333,0.625,0.375,0.8375,0.7577722,0.16666667,0.57421875,0.125,0.125,0.9375,0.87945294,-0.06666667,0.7734375,42.1875,2.8125,0.81332964,0.82324624,-0.10344828,0.6777344,10.875,2.5,0.3394231,0.22534695,0.2611465,0.05078125
40.81216333,-73.90947667,0.625,0.375,0.8375,0.7577722,0.16666667,0.57421875,0.125,0.125,0.9375,0.87945294,-0.06666667,0.7734375,42.1875,2.8125,0.81332964,0.82324624,-0.10344828,0.6777344,10.875,2.5,0.3394231,0.22534695,0.2611465,0.05078125
40.81209333,-73.90949333,0.625,0.375,0.8375,0.7577722,0.16666667,0.57421875,0.125,0.125,0.9375,0.87945294,-0.06666667,0.7734375,42.1875,2.8125,0.81332964,0.82324624,-0.10344828,0.6777344,10.875,2.5,0.3394231,0.22534695,0.2611465,0.05078125
40.81203167,-73.90952167,0.625,0.375,0.8375,0.7577722,0.16666667,0.57421875,0.125,0.125,0.9375,0.87945294,-0.06666667,0.7734375,42.1875,2.8125,0.81332964,0.82324624,-0.10344828,0.6777344,10.875,2.5,0.3394231,0.22534695,0.2611465,0.05078125
