lat,long,building_height_res30_mean_5x5,building_height_std_res30_mean_5x5,building_year_res30_mean_5x5,building_area_res30_mean_5x5
40.81310667,-73.90916667,35.923588,4.202844,1240.4039,2076.5935
40.813045,-73.90918667,35.923588,4.202844,1240.4039,2076.5935
40.81297833,-73.909215,65.96433,8.725704,1396.3679,1804.951
40.81290833,-73.90924167,65.96433,8.725704,1396.3679,1804.951
40.812845,-73.90925667,65.96433,8.725704,1396.3679,1804.951
40.81277667,-73.90928,65.96433,8.725704,1396.3679,1804.951
40.81271,-73.90931167,74.53885,9.488394,1703.1176,2445.5415
40.81264333,-73.90934,74.53885,9.488394,1703.1176,2445.5415
40.81256167,-73.90936333,74.53885,9.488394,1703.1176,2445.5415
40.812485,-73.90938333,74.53885,9.488394,1703.1176,2445.5415
40.81240333,-73.90939333,72.34439,10.381514,1857.8009,2711.2102
40.81233,-73.90942,72.34439,10.381514,1857.8009,2711.2102
40.81223667,-73.90945333,72.34439,10.381514,1857.8009,2711.2102
40.81216333,-73.90947667,69.94286,9.442645,1940.0928,2728.5662
40.81209333,-73.90949333,69.94286,9.442645,1940.0928,2728.5662
40.81203167,-73.90952167,69.94286,9.442645,1940.0928,2728.5662
40.81198167,-73.90953,69.94286,9.442645,1940.0928,2728.5662
40.81194,-73.90954833,69.94286,9.442645,1940.0928,2728.5662
40.8119,-73.90956333,49.51533,8.632671,1786.1462,2922.4897
40.81186333,-73.90958167,49.51533,8.632671,1786.1462,2922.4897
40.81181167,-73.9096,49.51533,8.632671,1786.1462,2922.4897
40.81175333,-73.909615,49.51533,8.632671,1786.1462,2922.4897
40.8117,-73.90963167,49.51533,8.632671,1786.1462,2922.4897
40.81164333,-73.90964667,49.51533,8.632671,1786.1462,2922.4897
40.81157833,-73.90966167,40.78558,3.5212936,1790.5463,3273.5613
40.81151,-73.909675,40.78558,3.5212936,1790.5463,3273.5613
40.81144167,-73.90969333,40.78558,3.5212936,1790.5463,3273.5613
40.81137667,-73.909705,40.78558,3.5212936,1790.5463,3273.5613
40.81132,-73.90971333,36.506203,3.7767205,1795.3365,3317.0623
40.81123,-73.909745,35.79093,3.68761,1637.4633,2832.6782
40.81120333,-73.909755,35.79093,3.68761,1637.4633,2832.6782
40.81116167,-73.90977,35.79093,3.68761,1637.4633,2832.6782
40.81111833,-73.90978667,35.79093,3.68761,1637.4633,2832.6782
40.81106,-73.90980833,32.817066,1.7769439,1558.6266,2574.2573
40.810865,-73.909875,32.817066,1.7769439,1558.6266,2574.2573
40.81081,-73.9099,31.1324,1.6464001,1480.48,2373.94
40.81075333,-73.90992833,31.1324,1.6464001,1480.48,2373.94
40.810705,-73.909965,31.1324,1.6464001,1480.48,2373.94
40.81062833,-73.90995167,31.1324,1.6464001,1480.48,2373.94
40.8106,-73.90991333,31.1324,1.6464001,1480.48,2373.94
40.810515,-73.90974333,31.679802,2.3693047,1634.7134,2508.7485
40.810495,-73.90966667,32.5176,2.3681066,1866.4135,2682.569
40.81047333,-73.90959167,32.5176,2.3681066,1866.4135,2682.569
40.810445,-73.90951833,32.5176,2.3681066,1866.4135,2682.569
40.81042333,-73.90944,29.4292,2.3139307,1861.3473,2879.9333
