lat,long,var_res30_mean_5x5,building_area_per_pixel_res30_mean_5x5,None_mean_5x5
40.81310667,-73.90916667,1.2041708,0.21435583,0.0
40.813045,-73.90918667,1.2041708,0.21435583,0.0
40.81297833,-73.909215,3.339436,0.18631561,0.0
40.81290833,-73.90924167,3.339436,0.18631561,0.0
40.812845,-73.90925667,3.339436,0.18631561,0.0
40.81277667,-73.90928,3.339436,0.18631561,0.0
40.81271,-73.90931167,4.031849,0.25244042,0.0
40.81264333,-73.90934,4.031849,0.25244042,0.0
40.81256167,-73.90936333,4.031849,0.25244042,0.0
40.812485,-73.90938333,4.031849,0.25244042,0.0
40.81240333,-73.90939333,3.3244512,0.27986395,0.0
40.81233,-73.90942,3.3244512,0.27986395,0.0
40.81223667,-73.90945333,3.3244512,0.27986395,0.0
40.81216333,-73.90947667,2.9040458,0.28165558,0.0
40.81209333,-73.90949333,2.9040458,0.28165558,0.0
40.81203167,-73.90952167,2.9040458,0.28165558,0.0
40.81198167,-73.90953,2.9040458,0.28165558,0.0
40.81194,-73.90954833,2.9040458,0.28165558,0.0
40.8119,-73.90956333,2.0050595,0.3016733,0.0
40.81186333,-73.90958167,2.0050595,0.3016733,0.0
40.81181167,-73.9096,2.0050595,0.3016733,0.0
40.81175333,-73.909615,2.0050595,0.3016733,0.0
40.8117,-73.90963167,2.0050595,0.3016733,0.0
40.81164333,-73.90964667,2.0050595,0.3016733,0.0
40.81157833,-73.90966167,1.2699572,0.33791256,0.0
40.81151,-73.909675,1.2699572,0.33791256,0.0
40.81144167,-73.90969333,1.2699572,0.33791256,0.0
40.81137667,-73.909705,1.2699572,0.33791256,0.0
40.81132,-73.90971333,1.1619275,0.3424029,0.0
40.81123,-73.909745,1.1577677,0.29240248,0.0
40.81120333,-73.909755,1.1577677,0.29240248,0.0
40.81116167,-73.90977,1.1577677,0.29240248,0.0
40.81111833,-73.90978667,1.1577677,0.29240248,0.0
40.81106,-73.90980833,1.0802217,0.26572704,0.0
40.810865,-73.909875,1.0802217,0.26572704,0.0
40.81081,-73.9099,0.93844384,0.24504933,0.0
40.81075333,-73.90992833,0.93844384,0.24504933,0.0
40.810705,-73.909965,0.93844384,0.24504933,0.0
40.81062833,-73.90995167,0.93844384,0.24504933,0.0
40.8106,-73.90991333,0.93844384,0.24504933,0.0
40.810515,-73.90974333,0.86893743,0.25896493,0.0
40.810495,-73.90966667,0.90005434,0.2769075,0.0
40.81047333,-73.90959167,0.90005434,0.2769075,0.0
40.810445,-73.90951833,0.90005434,0.2769075,0.0
40.81042333,-73.90944,0.85691065,0.2972804,0.0
40.8104,-73.909385,0.85691065,0.2972804,0.0
40.81038,-73.909345,0.85691065,0.2972804,0.0
40.81033333,-73.90925333,0.85691065,0.2972804,0.0
40.81030667,-73.90922333,0.85691065,0.2972804,0.0
40.81029333,-73.90917333,0.75762725,0.27990916,0.0
40.81028,-73.90911833,0.68397784,0.24586833,0.0
40.81026167,-73.909055,0.68397784,0.24586833,0.0
40.81023833,-73.90897833,0.68397784,0.24586833,0.0
40.81021833,-73.908895,0.7333297,0.22665073,0.0
40.81017333,-73.90871333,0.7333297,0.22665073,0.0
40.810155,-73.90862167,0.97849,0.25184816,0.0
40.81013833,-73.90853667,0.97849,0.25184816,0.0
40.81012667,-73.90847,0.97849,0.25184816,0.0
40.810125,-73.90843167,0.97849,0.25184816,0.0
