lat,long,building_height_res30_contrast_5x5,building_height_res30_dissimilarity_5x5,building_height_res30_homogeneity_5x5,building_height_res30_energy_5x5,building_height_res30_correlation_5x5,building_height_res30_ASM_5x5,building_height_std_res30_contrast_5x5,building_height_std_res30_dissimilarity_5x5,building_height_std_res30_homogeneity_5x5,building_height_std_res30_energy_5x5,building_height_std_res30_correlation_5x5,building_height_std_res30_ASM_5x5,building_year_res30_contrast_5x5,building_year_res30_dissimilarity_5x5,building_year_res30_homogeneity_5x5,building_year_res30_energy_5x5,building_year_res30_correlation_5x5,building_year_res30_ASM_5x5,building_area_res30_contrast_5x5,building_area_res30_dissimilarity_5x5,building_area_res30_homogeneity_5x5,building_area_res30_energy_5x5,building_area_res30_correlation_5x5,building_area_res30_ASM_5x5
40.81310667,-73.90916667,0.25,0.125,0.95,0.9385411,-0.032258064,0.8808594,0.0,0.0,1.0,1.0,1.0,1.0,70.3125,4.6875,0.68888277,0.55021304,0.35222673,0.30273438,15.1875,2.9375,0.37473416,0.3247595,0.081176884,0.10546875
40.813045,-73.90918667,0.25,0.125,0.95,0.9385411,-0.032258064,0.8808594,0.0,0.0,1.0,1.0,1.0,1.0,70.3125,4.6875,0.68888277,0.55021304,0.35222673,0.30273438,15.1875,2.9375,0.37473416,0.3247595,0.081176884,0.10546875
40.81297833,-73.909215,0.5625,0.3125,0.86875,0.70572436,0.59032714,0.49804688,0.0625,0.0625,0.96875,0.9385411,-0.032258064,0.8808594,56.25,3.75,0.7511062,0.61871845,0.4181818,0.3828125,14.3125,2.9375,0.34262246,0.28980058,0.010665586,0.083984375
40.81290833,-73.90924167,0.5625,0.3125,0.86875,0.70572436,0.59032714,0.49804688,0.0625,0.0625,0.96875,0.9385411,-0.032258064,0.8808594,56.25,3.75,0.7511062,0.61871845,0.4181818,0.3828125,14.3125,2.9375,0.34262246,0.28980058,0.010665586,0.083984375
40.812845,-73.90925667,0.5625,0.3125,0.86875,0.70572436,0.59032714,0.49804688,0.0625,0.0625,0.96875,0.9385411,-0.032258064,0.8808594,56.25,3.75,0.7511062,0.61871845,0.4181818,0.3828125,14.3125,2.9375,0.34262246,0.28980058,0.010665586,0.083984375
40.81277667,-73.90928,0.5625,0.3125,0.86875,0.70572436,0.59032714,0.49804688,0.0625,0.0625,0.96875,0.9385411,-0.032258064,0.8808594,56.25,3.75,0.7511062,0.61871845,0.4181818,0.3828125,14.3125,2.9375,0.34262246,0.28980058,0.010665586,0.083984375
40.81271,-73.90931167,0.6875,0.4375,0.80625,0.5912777,0.49928877,0.34960938,0.1875,0.1875,0.90625,0.82324624,-0.10344828,0.6777344,28.125,1.875,0.8755531,0.8196798,0.42857143,0.671875,16.25,3.375,0.24502629,0.19764236,-0.16331096,0.0390625
40.81264333,-73.90934,0.6875,0.4375,0.80625,0.5912777,0.49928877,0.34960938,0.1875,0.1875,0.90625,0.82324624,-0.10344828,0.6777344,28.125,1.875,0.8755531,0.8196798,0.42857143,0.671875,16.25,3.375,0.24502629,0.19764236,-0.16331096,0.0390625
40.81256167,-73.90936333,0.6875,0.4375,0.80625,0.5912777,0.49928877,0.34960938,0.1875,0.1875,0.90625,0.82324624,-0.10344828,0.6777344,28.125,1.875,0.8755531,0.8196798,0.42857143,0.671875,16.25,3.375,0.24502629,0.19764236,-0.16331096,0.0390625
40.812485,-73.90938333,0.6875,0.4375,0.80625,0.5912777,0.49928877,0.34960938,0.1875,0.1875,0.90625,0.82324624,-0.10344828,0.6777344,28.125,1.875,0.8755531,0.8196798,0.42857143,0.671875,16.25,3.375,0.24502629,0.19764236,-0.16331096,0.0390625
40.81240333,-73.90939333,0.6875,0.4375,0.80625,0.64195746,0.37918872,0.41210938,0.1875,0.1875,0.90625,0.82324624,-0.10344828,0.6777344,14.0625,0.9375,0.93777657,0.9385411,-0.032258064,0.8808594,15.875,3.375,0.21634983,0.19263794,-0.3237785,0.037109375
40.81233,-73.90942,0.6875,0.4375,0.80625,0.64195746,0.37918872,0.41210938,0.1875,0.1875,0.90625,0.82324624,-0.10344828,0.6777344,14.0625,0.9375,0.93777657,0.9385411,-0.032258064,0.8808594,15.875,3.375,0.21634983,0.19263794,-0.3237785,0.037109375
40.81223667,-73.90945333,0.6875,0.4375,0.80625,0.64195746,0.37918872,0.41210938,0.1875,0.1875,0.90625,0.82324624,-0.10344828,0.6777344,14.0625,0.9375,0.93777657,0.9385411,-0.032258064,0.8808594,15.875,3.375,0.21634983,0.19263794,-0.3237785,0.037109375
