lat,long,population_res1000_mean_5x5
40.81310667,-73.90916667,9172.180380799717
40.813045,-73.90918667,9172.180380799717
40.81297833,-73.909215,9172.180380799717
40.81290833,-73.90924167,9172.180380799717
40.812845,-73.90925667,9172.180380799717
40.81277667,-73.90928,9172.180380799717
40.81271,-73.90931167,9172.180380799717
40.81264333,-73.90934,9172.180380799717
40.81256167,-73.90936333,9172.180380799717
40.812485,-73.90938333,9172.180380799717
40.81240333,-73.90939333,9172.180380799717
40.81233,-73.90942,9172.180380799717
40.81223667,-73.90945333,9172.180380799717
40.81216333,-73.90947667,9172.180380799717
40.81209333,-73.90949333,9172.180380799717
40.81203167,-73.90952167,9172.180380799717
40.81198167,-73.90953,9172.180380799717
40.81194,-73.90954833,9172.180380799717
40.8119,-73.90956333,9172.180380799717
40.81186333,-73.90958167,9172.180380799717
40.81181167,-73.9096,9172.180380799717
40.81175333,-73.909615,9172.180380799717
40.8117,-73.90963167,9172.180380799717
40.81164333,-73.90964667,9172.180380799717
40.81157833,-73.90966167,9172.180380799717
40.81151,-73.909675,9172.180380799717
40.81144167,-73.90969333,9172.180380799717
40.81137667,-73.909705,9172.180380799717
40.81132,-73.90971333,9172.180380799717
40.81123,-73.909745,9172.180380799717
40.81120333,-73.909755,9172.180380799717
40.81116167,-73.90977,9172.180380799717
40.81111833,-73.90978667,9172.180380799717
40.81106,-73.90980833,9172.180380799717
40.810865,-73.909875,9172.180380799717
40.81081,-73.9099,9172.180380799717
40.81075333,-73.90992833,9172.180380799717
40.810705,-73.909965,9172.180380799717
40.81062833,-73.90995167,9172.180380799717
40.8106,-73.90991333,9172.180380799717
40.810515,-73.90974333,9172.180380799717
40.810495,-73.90966667,9172.180380799717
40.81047333,-73.90959167,9172.180380799717
40.810445,-73.90951833,9172.180380799717
40.81042333,-73.90944,9172.180380799717
40.8104,-73.909385,9172.180380799717
40.81038,-73.909345,9172.180380799717
40.81033333,-73.90925333,9172.180380799717
40.81030667,-73.90922333,9172.180380799717
40.81029333,-73.90917333,9172.180380799717
40.81028,-73.90911833,9172.180380799717
40.81026167,-73.909055,9172.180380799717
40.81023833,-73.90897833,9172.180380799717
40.81021833,-73.908895,9172.180380799717
