lat,long,building_height_res100_mean_5x5,building_height_std_res100_mean_5x5,building_year_res100_mean_5x5,building_area_res100_mean_5x5
40.81310667,-73.90916667,52.27816,15.810546,1719.3978,19486.39
40.813045,-73.90918667,52.27816,15.810546,1719.3978,19486.39
40.81297833,-73.909215,52.27816,15.810546,1719.3978,19486.39
40.81290833,-73.90924167,52.27816,15.810546,1719.3978,19486.39
40.812845,-73.90925667,52.27816,15.810546,1719.3978,19486.39
40.81277667,-73.90928,52.27816,15.810546,1719.3978,19486.39
40.81271,-73.90931167,52.27816,15.810546,1719.3978,19486.39
40.81264333,-73.90934,52.27816,15.810546,1719.3978,19486.39
40.81256167,-73.90936333,52.27816,15.810546,1719.3978,19486.39
40.812485,-73.90938333,52.27816,15.810546,1719.3978,19486.39
40.81240333,-73.90939333,52.27816,15.810546,1719.3978,19486.39
40.81233,-73.90942,52.27816,15.810546,1719.3978,19486.39
40.81223667,-73.90945333,46.12218,11.377695,1633.9211,19258.074
40.81216333,-73.90947667,46.12218,11.377695,1633.9211,19258.074
40.81209333,-73.90949333,46.12218,11.377695,1633.9211,19258.074
40.81203167,-73.90952167,46.12218,11.377695,1633.9211,19258.074
40.81198167,-73.90953,46.12218,11.377695,1633.9211,19258.074
40.81194,-73.90954833,46.12218,11.377695,1633.9211,19258.074
40.8119,-73.90956333,46.12218,11.377695,1633.9211,19258.074
40.81186333,-73.90958167,46.12218,11.377695,1633.9211,19258.074
40.81181167,-73.9096,46.12218,11.377695,1633.9211,19258.074
40.81175333,-73.909615,46.12218,11.377695,1633.9211,19258.074
40.8117,-73.90963167,46.12218,11.377695,1633.9211,19258.074
40.81164333,-73.90964667,46.12218,11.377695,1633.9211,19258.074
40.81157833,-73.90966167,46.12218,11.377695,1633.9211,19258.074
40.81151,-73.909675,46.12218,11.377695,1633.9211,19258.074
40.81144167,-73.90969333,46.12218,11.377695,1633.9211,19258.074
40.81137667,-73.909705,38.705975,11.804438,1629.4164,18837.871
40.81132,-73.90971333,38.705975,11.804438,1629.4164,18837.871
40.81123,-73.909745,38.705975,11.804438,1629.4164,18837.871
40.81120333,-73.909755,38.705975,11.804438,1629.4164,18837.871
40.81116167,-73.90977,38.705975,11.804438,1629.4164,18837.871
40.81111833,-73.90978667,38.705975,11.804438,1629.4164,18837.871
40.81106,-73.90980833,38.705975,11.804438,1629.4164,18837.871
40.810865,-73.909875,38.705975,11.804438,1629.4164,18837.871
40.81081,-73.9099,38.705975,11.804438,1629.4164,18837.871
40.81075333,-73.90992833,38.705975,11.804438,1629.4164,18837.871
40.810705,-73.909965,38.705975,11.804438,1629.4164,18837.871
40.81062833,-73.90995167,38.705975,11.804438,1629.4164,18837.871
40.8106,-73.90991333,38.705975,11.804438,1629.4164,18837.871
40.810515,-73.90974333,33.101185,10.538671,1707.4023,22141.145
40.810495,-73.90966667,33.101185,10.538671,1707.4023,22141.145
40.81047333,-73.90959167,33.101185,10.538671,1707.4023,22141.145
40.810445,-73.90951833,33.101185,10.538671,1707.4023,22141.145
40.81042333,-73.90944,33.101185,10.538671,1707.4023,22141.145
