lat,long,sentinel_2_ndvi_mean_5x5,sentinel_2_evi_mean_5x5,sentinel_2_savi_mean_5x5,sentinel_2_gndvi_mean_5x5,sentinel_2_arvi_mean_5x5,sentinel_2_msavi_mean_5x5,sentinel_2_ndwi_mean_5x5,sentinel_2_awei_nsh_mean_5x5,sentinel_2_awei_sh_mean_5x5,sentinel_2_ndsi_mean_5x5,sentinel_2_nbr_mean_5x5,sentinel_2_si_mean_5x5,sentinel_2_ndbi_mean_5x5,sentinel_2_ui_mean_5x5,sentinel_2_ibi_mean_5x5,sentinel_2_albedo_mean_5x5
40.81310667,-73.90916667,0.2861975417261839,1.0847396844565385,0.4292160303876872,0.3062224620597972,0.2073653314164854,0.4141378613011238,-0.3062224620598094,-6908.52,670.56,-0.3083702683086462,0.1028677687275043,0.3863157752562853,-0.004372285732124,0.2915591975945509,5.681815283978223,1235.6566535433071
40.813045,-73.90918667,0.2861975417261839,1.0847396844565385,0.4292160303876872,0.3062224620597972,0.2073653314164854,0.4141378613011238,-0.3062224620598094,-6908.52,670.56,-0.3083702683086462,0.1028677687275043,0.3863157752562853,-0.004372285732124,0.2915591975945509,5.681815283978223,1235.6566535433071
40.81297833,-73.909215,0.3978709966734282,1.3255089307730208,0.596706525314344,0.3992224816870185,0.3203656353185291,0.5359516075030251,-0.3992224816870324,-7108.17,1501.03,-0.3286941170173028,0.2006305362486969,0.4324870151720213,-0.0918791566670587,0.3334899892056818,1.8145283328137916,1306.1312992125984
40.81290833,-73.90924167,0.3956997719505959,1.367154826514153,0.593452502344472,0.3955843138473154,0.3221938761859576,0.5289678424082694,-0.3955843138473288,-7331.49,1673.46,-0.3230871794616472,0.2077873811355076,0.4234118643863787,-0.0957345175561485,0.329419002468698,-1.6088092724873162,1416.28
40.812845,-73.90925667,0.3779302109351533,1.3140375329953884,0.5668065702180923,0.3822231591433432,0.3067080928967018,0.5029487674977463,-0.3822231591433555,-7525.41,2036.53,-0.3011264150914657,0.2185085135355138,0.3922722082619889,-0.1048872889981663,0.3017601974318126,0.7116467479470724,1640.1913779527558
40.81277667,-73.90928,0.3779302109351533,1.3140375329953884,0.5668065702180923,0.3822231591433432,0.3067080928967018,0.5029487674977463,-0.3822231591433555,-7525.41,2036.53,-0.3011264150914657,0.2185085135355138,0.3922722082619889,-0.1048872889981663,0.3017601974318126,0.7116467479470724,1640.1913779527558
40.81271,-73.90931167,0.4397602528087479,1.4458975252824195,0.6595471528826424,0.4256241333651785,0.3675411316508036,0.5764747237177107,-0.4256241333651905,-8344.04,2338.67,-0.3108029786779205,0.2611706533064607,0.4257819761577437,-0.1447346981812141,0.3304708329415304,-1.822729359725712,1705.961023622047
40.81264333,-73.90934,0.4070572740065165,1.361501415317148,0.6105039278803772,0.4037498526950786,0.3335455235424495,0.5383648559603899,-0.4037498526950894,-8919.32,2095.09,-0.3111646632846319,0.2333527411040378,0.415186167827683,-0.1189519192765665,0.3193968467620191,-1.8770185531707797,1766.3346062992125
40.81256167,-73.90936333,0.3603968324498446,1.3486660582187395,0.5405213571960573,0.3615571640781441,0.2889110782428096,0.4907093207932393,-0.3615571640781539,-9812.49,1323.81,-0.3167151489589918,0.1561346315117983,0.4076629562984235,-0.0619297674642953,0.3177468200985271,-1.9723869304128443,1792.44531496063
40.812485,-73.90938333,0.3290129925632488,1.2154713480011707,0.4934485525613805,0.3392992132363732,0.2523244143838647,0.470037222858582,-0.3392992132363831,-9420.53,937.08,-0.3082221018839017,0.1225304356778149,0.3918758962516808,-0.0407365436459542,0.2983514866959622,-1.4575195456023005,1671.5195275590552
