lat,long,landsat_8_ndvi_mean_5x5,landsat_8_evi_mean_5x5,landsat_8_savi_mean_5x5,landsat_8_gndvi_mean_5x5,landsat_8_arvi_mean_5x5,landsat_8_msavi_mean_5x5,landsat_8_ndwi_mean_5x5,landsat_8_awei_nsh_mean_5x5,landsat_8_awei_sh_mean_5x5,landsat_8_ndsi_mean_5x5,landsat_8_nbr_mean_5x5,landsat_8_si_mean_5x5,landsat_8_ndbi_mean_5x5,landsat_8_ui_mean_5x5,landsat_8_ibi_mean_5x5,landsat_8_albedo_mean_5x5
40.81310667,-73.90916667,0.2447182718497699,0.1563305121278749,0.1450310935386139,0.2859692981156116,0.1290327008930719,0.1280522202466894,-0.2859692982051874,-0.77013305,0.1216792,-0.2326571979604504,0.1684500452285399,0.3461861275263893,-0.0643307507417894,0.1916274392810841,-0.2328364512574472,0.1442631961614173
40.813045,-73.90918667,0.2447182718497699,0.1563305121278749,0.1450310935386139,0.2859692981156116,0.1290327008930719,0.1280522202466894,-0.2859692982051874,-0.77013305,0.1216792,-0.2326571979604504,0.1684500452285399,0.3461861275263893,-0.0643307507417894,0.1916274392810841,-0.2328364512574472,0.1442631961614173
40.81297833,-73.909215,0.3136372627772541,0.1969698515555108,0.1821665535429914,0.3390368528328914,0.210584944743397,0.1615552023108025,-0.3390368529421165,-0.75500695,0.1477558,-0.2637964493361331,0.2195963226081737,0.3773552280235979,-0.092526879719959,0.238769439849769,-0.0601059802348854,0.1383020438976378
40.81290833,-73.90924167,0.3136372627772541,0.1969698515555108,0.1821665535429914,0.3390368528328914,0.210584944743397,0.1615552023108025,-0.3390368529421165,-0.75500695,0.1477558,-0.2637964493361331,0.2195963226081737,0.3773552280235979,-0.092526879719959,0.238769439849769,-0.0601059802348854,0.1383020438976378
40.812845,-73.90925667,0.3136372627772541,0.1969698515555108,0.1821665535429914,0.3390368528328914,0.210584944743397,0.1615552023108025,-0.3390368529421165,-0.75500695,0.1477558,-0.2637964493361331,0.2195963226081737,0.3773552280235979,-0.092526879719959,0.238769439849769,-0.0601059802348854,0.1383020438976378
40.81277667,-73.90928,0.3136372627772541,0.1969698515555108,0.1821665535429914,0.3390368528328914,0.210584944743397,0.1615552023108025,-0.3390368529421165,-0.75500695,0.1477558,-0.2637964493361331,0.2195963226081737,0.3773552280235979,-0.092526879719959,0.238769439849769,-0.0601059802348854,0.1383020438976378
40.81271,-73.90931167,0.2881239723400655,0.1882134585511812,0.1702712286004702,0.312391445088275,0.1916428641955519,0.15159877535684,-0.3123914451862662,-0.817959125,0.129268375,-0.2609672322474369,0.1999027835445771,0.3649398715825235,-0.0667444735926618,0.2375177889514644,-0.2941865314602062,0.1501930200787401
40.81264333,-73.90934,0.2881239723400655,0.1882134585511812,0.1702712286004702,0.312391445088275,0.1916428641955519,0.15159877535684,-0.3123914451862662,-0.817959125,0.129268375,-0.2609672322474369,0.1999027835445771,0.3649398715825235,-0.0667444735926618,0.2375177889514644,-0.2941865314602062,0.1501930200787401
40.81256167,-73.90936333,0.2881239723400655,0.1882134585511812,0.1702712286004702,0.312391445088275,0.1916428641955519,0.15159877535684,-0.3123914451862662,-0.817959125,0.129268375,-0.2609672322474369,0.1999027835445771,0.3649398715825235,-0.0667444735926618,0.2375177889514644,-0.2941865314602062,0.1501930200787401
40.812485,-73.90938333,0.2881239723400655,0.1882134585511812,0.1702712286004702,0.312391445088275,0.1916428641955519,0.15159877535684,-0.3123914451862662,-0.817959125,0.129268375,-0.2609672322474369,0.1999027835445771,0.3649398715825235,-0.0667444735926618,0.2375177889514644,-0.2941865314602062,0.1501930200787401
40.81240333,-73.90939333,0.2303971876041249,0.1598788268696914,0.1415459166093037,0.2609302040984411,0.1293819775825339,0.1247046469164284,-0.2609302041751046,-0.8689939,0.098090525,-0.2335002701998473,0.1486324357908182,0.3328681287254401,-0.0338221860823747,0.2031078117464186,-0.431250802712698,0.1596402282480315
40.81233,-73.90942,0.2303971876041249,0.1598788268696914,0.1415459166093037,0.2609302040984411,0.1293819775825339,0.1247046469164284,-0.2609302041751046,-0.8689939,0.098090525,-0.2335002701998473,0.1486324357908182,0.3328681287254401,-0.0338221860823747,0.2031078117464186,-0.431250802712698,0.1596402282480315
40.81223667,-73.90945333,0.2303971876041249,0.1598788268696914,0.1415459166093037,0.2609302040984411,0.1293819775825339,0.1247046469164284,-0.2609302041751046,-0.8689939,0.098090525,-0.2335002701998473,0.1486324357908182,0.3328681287254401,-0.0338221860823747,0.2031078117464186,-0.431250802712698,0.1596402282480315
40.81216333,-73.90947667,0.3084070220846391,0.2171117148772671,0.1926211555106265,0.3291894619319784,0.2185149560417079,0.1758094359433207,-0.3291894620253762,-0.883229275,0.131304475,-0.285921140280651,0.1873631470966884,0.3833408116159429,-0.0594657182911105,0.2679038435318999,-0.3023799948141246,0.1532482527559055
40.81209333,-73.90949333,0.3084070220846391,0.2171117148772671,0.1926211555106265,0.3291894619319784,0.2185149560417079,0.1758094359433207,-0.3291894620253762,-0.883229275,0.131304475,-0.285921140280651,0.1873631470966884,0.3833408116159429,-0.0594657182911105,0.2679038435318999,-0.3023799948141246,0.1532482527559055
40.81203167,-73.90952167,0.3084070220846391,0.2171117148772671,0.1926211555106265,0.3291894619319784,0.2185149560417079,0.1758094359433207,-0.3291894620253762,-0.883229275,0.131304475,-0.285921140280651,0.1873631470966884,0.3833408116159429,-0.0594657182911105,0.2679038435318999,-0.3023799948141246,0.1532482527559055
