lat,long,building_height_res100_contrast_15x15,building_height_res100_dissimilarity_15x15,building_height_res100_homogeneity_15x15,building_height_res100_energy_15x15,building_height_res100_correlation_15x15,building_height_res100_ASM_15x15,building_height_std_res100_contrast_15x15,building_height_std_res100_dissimilarity_15x15,building_height_std_res100_homogeneity_15x15,building_height_std_res100_energy_15x15,building_height_std_res100_correlation_15x15,building_height_std_res100_ASM_15x15,building_year_res100_contrast_15x15,building_year_res100_dissimilarity_15x15,building_year_res100_homogeneity_15x15,building_year_res100_energy_15x15,building_year_res100_correlation_15x15,building_year_res100_ASM_15x15,building_area_res100_contrast_15x15,building_area_res100_dissimilarity_15x15,building_area_res100_homogeneity_15x15,building_area_res100_energy_15x15,building_area_res100_correlation_15x15,building_area_res100_ASM_15x15
40.81310667,-73.90916667,0.26530612,0.20408164,0.90408164,0.81632656,0.2777778,0.666389,0.35204083,0.26020408,0.8790816,0.7738469,0.1741321,0.59883904,27.55102,1.8367347,0.8780928,0.82318544,0.43023255,0.6776343,9.806123,2.2448978,0.4003856,0.15074782,0.15776765,0.022724906
40.813045,-73.90918667,0.26530612,0.20408164,0.90408164,0.81632656,0.2777778,0.666389,0.35204083,0.26020408,0.8790816,0.7738469,0.1741321,0.59883904,27.55102,1.8367347,0.8780928,0.82318544,0.43023255,0.6776343,9.806123,2.2448978,0.4003856,0.15074782,0.15776765,0.022724906
40.81297833,-73.909215,0.26530612,0.20408164,0.90408164,0.81632656,0.2777778,0.666389,0.35204083,0.26020408,0.8790816,0.7738469,0.1741321,0.59883904,27.55102,1.8367347,0.8780928,0.82318544,0.43023255,0.6776343,9.806123,2.2448978,0.4003856,0.15074782,0.15776765,0.022724906
40.81290833,-73.90924167,0.26530612,0.20408164,0.90408164,0.81632656,0.2777778,0.666389,0.35204083,0.26020408,0.8790816,0.7738469,0.1741321,0.59883904,27.55102,1.8367347,0.8780928,0.82318544,0.43023255,0.6776343,9.806123,2.2448978,0.4003856,0.15074782,0.15776765,0.022724906
40.812845,-73.90925667,0.26530612,0.20408164,0.90408164,0.81632656,0.2777778,0.666389,0.35204083,0.26020408,0.8790816,0.7738469,0.1741321,0.59883904,27.55102,1.8367347,0.8780928,0.82318544,0.43023255,0.6776343,9.806123,2.2448978,0.4003856,0.15074782,0.15776765,0.022724906
40.81277667,-73.90928,0.26530612,0.20408164,0.90408164,0.81632656,0.2777778,0.666389,0.35204083,0.26020408,0.8790816,0.7738469,0.1741321,0.59883904,27.55102,1.8367347,0.8780928,0.82318544,0.43023255,0.6776343,9.806123,2.2448978,0.4003856,0.15074782,0.15776765,0.022724906
40.81271,-73.90931167,0.26530612,0.20408164,0.90408164,0.81632656,0.2777778,0.666389,0.35204083,0.26020408,0.8790816,0.7738469,0.1741321,0.59883904,27.55102,1.8367347,0.8780928,0.82318544,0.43023255,0.6776343,9.806123,2.2448978,0.4003856,0.15074782,0.15776765,0.022724906
40.81264333,-73.90934,0.26530612,0.20408164,0.90408164,0.81632656,0.2777778,0.666389,0.35204083,0.26020408,0.8790816,0.7738469,0.1741321,0.59883904,27.55102,1.8367347,0.8780928,0.82318544,0.43023255,0.6776343,9.806123,2.2448978,0.4003856,0.15074782,0.15776765,0.022724906
40.81256167,-73.90936333,0.26530612,0.20408164,0.90408164,0.81632656,0.2777778,0.666389,0.35204083,0.26020408,0.8790816,0.7738469,0.1741321,0.59883904,27.55102,1.8367347,0.8780928,0.82318544,0.43023255,0.6776343,9.806123,2.2448978,0.4003856,0.15074782,0.15776765,0.022724906
40.812485,-73.90938333,0.26530612,0.20408164,0.90408164,0.81632656,0.2777778,0.666389,0.35204083,0.26020408,0.8790816,0.7738469,0.1741321,0.59883904,27.55102,1.8367347,0.8780928,0.82318544,0.43023255,0.6776343,9.806123,2.2448978,0.4003856,0.15074782,0.15776765,0.022724906
40.81240333,-73.90939333,0.26530612,0.20408164,0.90408164,0.81632656,0.2777778,0.666389,0.35204083,0.26020408,0.8790816,0.7738469,0.1741321,0.59883904,27.55102,1.8367347,0.8780928,0.82318544,0.43023255,0.6776343,9.806123,2.2448978,0.4003856,0.15074782,0.15776765,0.022724906
40.81233,-73.90942,0.26530612,0.20408164,0.90408164,0.81632656,0.2777778,0.666389,0.35204083,0.26020408,0.8790816,0.7738469,0.1741321,0.59883904,27.55102,1.8367347,0.8780928,0.82318544,0.43023255,0.6776343,9.806123,2.2448978,0.4003856,0.15074782,0.15776765,0.022724906
40.81223667,-73.90945333,0.22959183,0.17857143,0.9158163,0.8354738,0.32192966,0.69801646,0.31632653,0.24489796,0.88469386,0.7792355,0.1412014,0.60720795,32.142857,2.142857,0.857775,0.80463564,0.37918553,0.6474386,10.591837,2.3061225,0.40151286,0.15310374,0.12338258,0.023440754
