lat,long,population_res1000_contrast_15x15,population_res1000_dissimilarity_15x15,population_res1000_homogeneity_15x15,population_res1000_energy_15x15,population_res1000_correlation_15x15,population_res1000_ASM_15x15
40.81310667,-73.90916667,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.813045,-73.90918667,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.81297833,-73.909215,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.81290833,-73.90924167,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.812845,-73.90925667,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.81277667,-73.90928,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.81271,-73.90931167,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.81264333,-73.90934,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.81256167,-73.90936333,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.812485,-73.90938333,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.81240333,-73.90939333,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.81233,-73.90942,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.81223667,-73.90945333,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.81216333,-73.90947667,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.81209333,-73.90949333,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.81203167,-73.90952167,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.81198167,-73.90953,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.81194,-73.90954833,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
40.8119,-73.90956333,20.747252747252748,3.208791208791209,0.3545313257376387,0.1795198818978521,0.1138207607994842,0.0322273879966187
