lat,long,var_res30_mean_15x15,building_area_per_pixel_res30_mean_15x15,None_mean_15x15
40.81310667,-73.90916667,1.8066766,0.20010251,0.0
40.813045,-73.90918667,1.8066766,0.20010251,0.0
40.81297833,-73.909215,1.7860496,0.19143745,0.0
40.81290833,-73.90924167,1.7860496,0.19143745,0.0
40.812845,-73.90925667,1.7860496,0.19143745,0.0
40.81277667,-73.90928,1.7860496,0.19143745,0.0
40.81271,-73.90931167,1.7875772,0.20106347,0.0
40.81264333,-73.90934,1.7875772,0.20106347,0.0
40.81256167,-73.90936333,1.7875772,0.20106347,0.0
40.812485,-73.90938333,1.7875772,0.20106347,0.0
40.81240333,-73.90939333,1.7670218,0.19692752,0.0
40.81233,-73.90942,1.7670218,0.19692752,0.0
40.81223667,-73.90945333,1.7670218,0.19692752,0.0
40.81216333,-73.90947667,1.7817165,0.17386135,0.0
40.81209333,-73.90949333,1.7817165,0.17386135,0.0
40.81203167,-73.90952167,1.7817165,0.17386135,0.0
40.81198167,-73.90953,1.7817165,0.17386135,0.0
40.81194,-73.90954833,1.7817165,0.17386135,0.0
40.8119,-73.90956333,1.7665809,0.17765245,0.0
40.81186333,-73.90958167,1.7665809,0.17765245,0.0
40.81181167,-73.9096,1.7665809,0.17765245,0.0
40.81175333,-73.909615,1.7665809,0.17765245,0.0
40.8117,-73.90963167,1.7665809,0.17765245,0.0
40.81164333,-73.90964667,1.7665809,0.17765245,0.0
40.81157833,-73.90966167,1.8157655,0.17975162,0.0
40.81151,-73.909675,1.8157655,0.17975162,0.0
40.81144167,-73.90969333,1.8157655,0.17975162,0.0
40.81137667,-73.909705,1.8157655,0.17975162,0.0
40.81132,-73.90971333,1.780339,0.18192314,0.0
40.81123,-73.909745,1.867432,0.16181475,0.0
40.81120333,-73.909755,1.867432,0.16181475,0.0
40.81116167,-73.90977,1.867432,0.16181475,0.0
40.81111833,-73.90978667,1.867432,0.16181475,0.0
40.81106,-73.90980833,1.6095192,0.16316986,0.0
40.810865,-73.909875,1.6095192,0.16316986,0.0
40.81081,-73.9099,1.2447692,0.16955906,0.0
40.81075333,-73.90992833,1.2447692,0.16955906,0.0
40.810705,-73.909965,1.2447692,0.16955906,0.0
40.81062833,-73.90995167,1.2447692,0.16955906,0.0
40.8106,-73.90991333,1.2447692,0.16955906,0.0
40.810515,-73.90974333,1.0561768,0.17429455,0.0
40.810495,-73.90966667,1.0385238,0.1903008,0.0
40.81047333,-73.90959167,1.0385238,0.1903008,0.0
40.810445,-73.90951833,1.0385238,0.1903008,0.0
40.81042333,-73.90944,1.0261327,0.2064466,0.0
40.8104,-73.909385,1.0261327,0.2064466,0.0
40.81038,-73.909345,1.0261327,0.2064466,0.0
40.81033333,-73.90925333,1.0261327,0.2064466,0.0
40.81030667,-73.90922333,1.0261327,0.2064466,0.0
40.81029333,-73.90917333,1.0531352,0.22083162,0.0
40.81028,-73.90911833,0.9745141,0.23764195,0.0
40.81026167,-73.909055,0.9745141,0.23764195,0.0
40.81023833,-73.90897833,0.9745141,0.23764195,0.0
40.81021833,-73.908895,0.9630816,0.25960216,0.0
40.81017333,-73.90871333,0.9630816,0.25960216,0.0
40.810155,-73.90862167,0.9920212,0.27427745,0.0
40.81013833,-73.90853667,0.9920212,0.27427745,0.0
40.81012667,-73.90847,0.9920212,0.27427745,0.0
40.810125,-73.90843167,0.9920212,0.27427745,0.0
40.81009667,-73.90818333,1.001636,0.27996263,0.0
40.81007833,-73.9081,0.9743386,0.2872122,0.0
40.81006,-73.90800833,0.9743386,0.2872122,0.0
40.81004,-73.90791833,0.9743386,0.2872122,0.0
40.810025,-73.90782333,1.02391,0.28805792,0.0
40.80997833,-73.907525,1.0357932,0.27200952,0.0
40.809905,-73.90740667,1.0357932,0.27200952,0.0
40.80987,-73.90739667,1.0357932,0.27200952,0.0
40.80982833,-73.90739833,1.0357932,0.27200952,0.0
40.80977667,-73.90741167,1.0357932,0.27200952,0.0
40.80964333,-73.907465,0.9514914,0.2582378,0.0
40.80957167,-73.90749167,0.9514914,0.2582378,0.0
40.80950167,-73.90751833,0.9514914,0.2582378,0.0
40.80944167,-73.90753833,0.889402,0.23877805,0.0
40.80939833,-73.90755,0.889402,0.23877805,0.0
40.80920333,-73.90761333,0.8077986,0.23194447,0.0
40.80913833,-73.90763833,0.8077986,0.23194447,0.0
40.80906667,-73.90766,0.8077986,0.23194447,0.0
40.80899,-73.90768,0.8077986,0.23194447,0.0
40.80891167,-73.90770167,0.7637262,0.21916848,0.0
40.808825,-73.90772667,0.7637262,0.21916848,0.0
40.808735,-73.90775667,0.7637262,0.21916848,0.0
40.80864333,-73.907785,0.77729326,0.1986676,0.0
40.80855,-73.90781833,0.77729326,0.1986676,0.0
40.80845667,-73.90785667,0.80943143,0.20374118,0.0
40.80836,-73.90789333,0.8031148,0.19921562,0.0
40.80826167,-73.90792833,0.8031148,0.19921562,0.0
40.80806667,-73.90800833,0.8561906,0.1943506,0.0
40.80797667,-73.90802667,0.8561906,0.1943506,0.0
