lat,long,building_height_res100_mean_15x15,building_height_std_res100_mean_15x15,building_year_res100_mean_15x15,building_area_res100_mean_15x15
40.81310667,-73.90916667,45.197803,16.720005,1710.7314,18757.07
40.813045,-73.90918667,45.197803,16.720005,1710.7314,18757.07
40.81297833,-73.909215,45.197803,16.720005,1710.7314,18757.07
40.81290833,-73.90924167,45.197803,16.720005,1710.7314,18757.07
40.812845,-73.90925667,45.197803,16.720005,1710.7314,18757.07
40.81277667,-73.90928,45.197803,16.720005,1710.7314,18757.07
40.81271,-73.90931167,45.197803,16.720005,1710.7314,18757.07
40.81264333,-73.90934,45.197803,16.720005,1710.7314,18757.07
40.81256167,-73.90936333,45.197803,16.720005,1710.7314,18757.07
40.812485,-73.90938333,45.197803,16.720005,1710.7314,18757.07
40.81240333,-73.90939333,45.197803,16.720005,1710.7314,18757.07
40.81233,-73.90942,45.197803,16.720005,1710.7314,18757.07
40.81223667,-73.90945333,44.363922,16.13989,1709.0443,18543.85
40.81216333,-73.90947667,44.363922,16.13989,1709.0443,18543.85
40.81209333,-73.90949333,44.363922,16.13989,1709.0443,18543.85
40.81203167,-73.90952167,44.363922,16.13989,1709.0443,18543.85
40.81198167,-73.90953,44.363922,16.13989,1709.0443,18543.85
40.81194,-73.90954833,44.363922,16.13989,1709.0443,18543.85
40.8119,-73.90956333,44.363922,16.13989,1709.0443,18543.85
40.81186333,-73.90958167,44.363922,16.13989,1709.0443,18543.85
40.81181167,-73.9096,44.363922,16.13989,1709.0443,18543.85
40.81175333,-73.909615,44.363922,16.13989,1709.0443,18543.85
40.8117,-73.90963167,44.363922,16.13989,1709.0443,18543.85
40.81164333,-73.90964667,44.363922,16.13989,1709.0443,18543.85
40.81157833,-73.90966167,44.363922,16.13989,1709.0443,18543.85
40.81151,-73.909675,44.363922,16.13989,1709.0443,18543.85
40.81144167,-73.90969333,44.363922,16.13989,1709.0443,18543.85
40.81137667,-73.909705,43.358837,15.623446,1708.2189,19439.004
40.81132,-73.90971333,43.358837,15.623446,1708.2189,19439.004
40.81123,-73.909745,43.358837,15.623446,1708.2189,19439.004
40.81120333,-73.909755,43.358837,15.623446,1708.2189,19439.004
