lat,long,street_width_res100_mean_15x15,street_traffic_res100_mean_15x15,street_lanes_res100_mean_15x15,street_orientation_res100_mean_15x15
40.81310667,-73.90916667,35.183117,2.2177777,3.2048402,0.72
40.813045,-73.90918667,35.183117,2.2177777,3.2048402,0.72
40.81297833,-73.909215,35.183117,2.2177777,3.2048402,0.72
40.81290833,-73.90924167,35.183117,2.2177777,3.2048402,0.72
40.812845,-73.90925667,35.183117,2.2177777,3.2048402,0.72
40.81277667,-73.90928,35.183117,2.2177777,3.2048402,0.72
40.81271,-73.90931167,35.183117,2.2177777,3.2048402,0.72
40.81264333,-73.90934,35.183117,2.2177777,3.2048402,0.72
40.81256167,-73.90936333,35.183117,2.2177777,3.2048402,0.72
40.812485,-73.90938333,35.183117,2.2177777,3.2048402,0.72
40.81240333,-73.90939333,35.183117,2.2177777,3.2048402,0.72
40.81233,-73.90942,35.183117,2.2177777,3.2048402,0.72
40.81223667,-73.90945333,34.645008,2.1955554,3.127253,0.7777778
40.81216333,-73.90947667,34.645008,2.1955554,3.127253,0.7777778
40.81209333,-73.90949333,34.645008,2.1955554,3.127253,0.7777778
40.81203167,-73.90952167,34.645008,2.1955554,3.127253,0.7777778
40.81198167,-73.90953,34.645008,2.1955554,3.127253,0.7777778
40.81194,-73.90954833,34.645008,2.1955554,3.127253,0.7777778
40.8119,-73.90956333,34.645008,2.1955554,3.127253,0.7777778
40.81186333,-73.90958167,34.645008,2.1955554,3.127253,0.7777778
40.81181167,-73.9096,34.645008,2.1955554,3.127253,0.7777778
40.81175333,-73.909615,34.645008,2.1955554,3.127253,0.7777778
40.8117,-73.90963167,34.645008,2.1955554,3.127253,0.7777778
40.81164333,-73.90964667,34.645008,2.1955554,3.127253,0.7777778
40.81157833,-73.90966167,34.645008,2.1955554,3.127253,0.7777778
40.81151,-73.909675,34.645008,2.1955554,3.127253,0.7777778
40.81144167,-73.90969333,34.645008,2.1955554,3.127253,0.7777778
40.81137667,-73.909705,34.1429,2.1555555,3.079566,0.82666665
40.81132,-73.90971333,34.1429,2.1555555,3.079566,0.82666665
40.81123,-73.909745,34.1429,2.1555555,3.079566,0.82666665
40.81120333,-73.909755,34.1429,2.1555555,3.079566,0.82666665
40.81116167,-73.90977,34.1429,2.1555555,3.079566,0.82666665
40.81111833,-73.90978667,34.1429,2.1555555,3.079566,0.82666665
40.81106,-73.90980833,34.1429,2.1555555,3.079566,0.82666665
40.810865,-73.909875,34.1429,2.1555555,3.079566,0.82666665
40.81081,-73.9099,34.1429,2.1555555,3.079566,0.82666665
40.81075333,-73.90992833,34.1429,2.1555555,3.079566,0.82666665
40.810705,-73.909965,34.1429,2.1555555,3.079566,0.82666665
40.81062833,-73.90995167,34.1429,2.1555555,3.079566,0.82666665
40.8106,-73.90991333,34.1429,2.1555555,3.079566,0.82666665
40.810515,-73.90974333,33.959015,2.1555555,3.0999084,0.8755556
40.810495,-73.90966667,33.959015,2.1555555,3.0999084,0.8755556
40.81047333,-73.90959167,33.959015,2.1555555,3.0999084,0.8755556
40.810445,-73.90951833,33.959015,2.1555555,3.0999084,0.8755556
40.81042333,-73.90944,33.959015,2.1555555,3.0999084,0.8755556
40.8104,-73.909385,33.959015,2.1555555,3.0999084,0.8755556
40.81038,-73.909345,33.959015,2.1555555,3.0999084,0.8755556
40.81033333,-73.90925333,33.959015,2.1555555,3.0999084,0.8755556
40.81030667,-73.90922333,33.959015,2.1555555,3.0999084,0.8755556
40.81029333,-73.90917333,33.959015,2.1555555,3.0999084,0.8755556
40.81028,-73.90911833,33.959015,2.1555555,3.0999084,0.8755556
40.81026167,-73.909055,33.872246,2.1955554,3.0900636,0.81777775
40.81023833,-73.90897833,33.872246,2.1955554,3.0900636,0.81777775
40.81021833,-73.908895,33.872246,2.1955554,3.0900636,0.81777775
40.81017333,-73.90871333,33.872246,2.1955554,3.0900636,0.81777775
40.810155,-73.90862167,33.872246,2.1955554,3.0900636,0.81777775
40.81013833,-73.90853667,33.872246,2.1955554,3.0900636,0.81777775
40.81012667,-73.90847,33.872246,2.1955554,3.0900636,0.81777775
40.810125,-73.90843167,33.872246,2.1955554,3.0900636,0.81777775
40.81009667,-73.90818333,32.584694,2.08,2.9773843,0.72444445
40.81007833,-73.9081,32.584694,2.08,2.9773843,0.72444445
40.81006,-73.90800833,32.584694,2.08,2.9773843,0.72444445
40.81004,-73.90791833,32.584694,2.08,2.9773843,0.72444445
40.810025,-73.90782333,32.584694,2.08,2.9773843,0.72444445
40.80997833,-73.907525,32.584694,2.08,2.9773843,0.72444445
40.809905,-73.90740667,32.584694,2.08,2.9773843,0.72444445
40.80987,-73.90739667,32.584694,2.08,2.9773843,0.72444445
40.80982833,-73.90739833,32.584694,2.08,2.9773843,0.72444445
40.80977667,-73.90741167,32.584694,2.08,2.9773843,0.72444445
40.80964333,-73.907465,31.2469,2.031111,2.9029613,0.75555557
40.80957167,-73.90749167,31.2469,2.031111,2.9029613,0.75555557
40.80950167,-73.90751833,31.2469,2.031111,2.9029613,0.75555557
40.80944167,-73.90753833,31.2469,2.031111,2.9029613,0.75555557
40.80939833,-73.90755,31.2469,2.031111,2.9029613,0.75555557
40.80920333,-73.90761333,31.2469,2.031111,2.9029613,0.75555557
40.80913833,-73.90763833,31.2469,2.031111,2.9029613,0.75555557
40.80906667,-73.90766,31.2469,2.031111,2.9029613,0.75555557
40.80899,-73.90768,31.2469,2.031111,2.9029613,0.75555557
40.80891167,-73.90770167,31.2469,2.031111,2.9029613,0.75555557
40.808825,-73.90772667,31.2469,2.031111,2.9029613,0.75555557
40.808735,-73.90775667,30.363548,1.9111111,2.8606365,0.79555553
40.80864333,-73.907785,30.363548,1.9111111,2.8606365,0.79555553
40.80855,-73.90781833,30.363548,1.9111111,2.8606365,0.79555553
40.80845667,-73.90785667,30.363548,1.9111111,2.8606365,0.79555553
40.80836,-73.90789333,30.363548,1.9111111,2.8606365,0.79555553
40.80826167,-73.90792833,30.363548,1.9111111,2.8606365,0.79555553
40.80806667,-73.90800833,30.363548,1.9111111,2.8606365,0.79555553
40.80797667,-73.90802667,30.363548,1.9111111,2.8606365,0.79555553
40.807885,-73.90804667,30.363548,1.9111111,2.8606365,0.79555553
40.80778833,-73.90808667,29.657066,1.8622222,2.8056312,0.8488889
40.80769167,-73.90813,29.657066,1.8622222,2.8056312,0.8488889
40.80759667,-73.90817333,29.657066,1.8622222,2.8056312,0.8488889
40.8075,-73.90821333,29.657066,1.8622222,2.8056312,0.8488889
40.80741333,-73.908245,31.091501,2.0222223,2.9397388,0.97333336
40.80732833,-73.90827,31.091501,2.0222223,2.9397388,0.97333336
40.80723833,-73.90829833,31.091501,2.0222223,2.9397388,0.97333336
40.80704833,-73.90836333,31.091501,2.0222223,2.9397388,0.97333336
40.806955,-73.90839667,29.666565,1.8888888,2.8241856,1.0222223
40.80687167,-73.90842833,29.666565,1.8888888,2.8241856,1.0222223
40.80679667,-73.908455,29.666565,1.8888888,2.8241856,1.0222223
40.80674,-73.90848,29.666565,1.8888888,2.8241856,1.0222223
40.80669667,-73.90849667,29.666565,1.8888888,2.8241856,1.0222223
40.80663333,-73.90853,29.666565,1.8888888,2.8241856,1.0222223
40.80654167,-73.90859333,29.666565,1.8888888,2.8241856,1.0222223
40.80648333,-73.90863333,29.666565,1.8888888,2.8241856,1.0222223
40.80643,-73.908675,29.666565,1.8888888,2.8241856,1.0222223
40.80638833,-73.90871333,29.666565,1.8888888,2.8241856,1.0222223
40.80634667,-73.90875333,29.666565,1.8888888,2.8241856,1.0222223
40.80631167,-73.9088,29.666565,1.8888888,2.8241856,1.0222223
40.80628333,-73.90885167,29.666565,1.8888888,2.8241856,1.0222223
40.80626,-73.90889833,29.666565,1.8888888,2.8241856,1.0222223
40.80624833,-73.90893667,29.666565,1.8888888,2.8241856,1.0222223
40.80624333,-73.90896333,29.666565,1.8888888,2.8241856,1.0222223
40.80621667,-73.909165,30.026445,1.9244444,2.8592474,1.1022222
40.806185,-73.909225,30.026445,1.9244444,2.8592474,1.1022222
40.80615,-73.90930167,30.026445,1.9244444,2.8592474,1.1022222
40.80609667,-73.90947667,30.026445,1.9244444,2.8592474,1.1022222
40.80606833,-73.90954667,28.647999,1.8133334,2.7355914,1.0933334
40.80603667,-73.909595,28.647999,1.8133334,2.7355914,1.0933334
40.80601333,-73.90964667,28.647999,1.8133334,2.7355914,1.0933334
40.80599,-73.9097,28.647999,1.8133334,2.7355914,1.0933334
40.80597167,-73.90976,28.647999,1.8133334,2.7355914,1.0933334
40.80591167,-73.90987167,28.647999,1.8133334,2.7355914,1.0933334
