lat,long,street_width_res30_contrast_15x15,street_width_res30_dissimilarity_15x15,street_width_res30_homogeneity_15x15,street_width_res30_energy_15x15,street_width_res30_correlation_15x15,street_width_res30_ASM_15x15,street_traffic_res30_contrast_15x15,street_traffic_res30_dissimilarity_15x15,street_traffic_res30_homogeneity_15x15,street_traffic_res30_energy_15x15,street_traffic_res30_correlation_15x15,street_traffic_res30_ASM_15x15,street_lanes_res30_contrast_15x15,street_lanes_res30_dissimilarity_15x15,street_lanes_res30_homogeneity_15x15,street_lanes_res30_energy_15x15,street_lanes_res30_correlation_15x15,street_lanes_res30_ASM_15x15,street_orientation_res30_contrast_15x15,street_orientation_res30_dissimilarity_15x15,street_orientation_res30_homogeneity_15x15,street_orientation_res30_energy_15x15,street_orientation_res30_correlation_15x15,street_orientation_res30_ASM_15x15
40.81310667,-73.90916667,7.285714,2.1122448,0.40812382,0.3442271,-0.017419374,0.1184923,54.05102,5.5102043,0.36048806,0.3077127,-0.13093634,0.09468711,12.979591,2.7857144,0.38937446,0.31544065,-0.013780736,0.09950281,18.091837,3.3979592,0.33956856,0.3842653,-0.07088973,0.14765982
40.813045,-73.90918667,7.285714,2.1122448,0.40812382,0.3442271,-0.017419374,0.1184923,54.05102,5.5102043,0.36048806,0.3077127,-0.13093634,0.09468711,12.979591,2.7857144,0.38937446,0.31544065,-0.013780736,0.09950281,18.091837,3.3979592,0.33956856,0.3842653,-0.07088973,0.14765982
40.81297833,-73.909215,7.2193875,2.0459185,0.43560266,0.3658736,0.017122565,0.1338635,50.413265,5.147959,0.4049353,0.344605,-0.07625907,0.118752606,12.882653,2.6989796,0.42050153,0.34454834,0.0040560216,0.11871356,17.357143,3.2142856,0.38623154,0.40613335,-0.015571883,0.16494429
40.81290833,-73.90924167,7.2193875,2.0459185,0.43560266,0.3658736,0.017122565,0.1338635,50.413265,5.147959,0.4049353,0.344605,-0.07625907,0.118752606,12.882653,2.6989796,0.42050153,0.34454834,0.0040560216,0.11871356,17.357143,3.2142856,0.38623154,0.40613335,-0.015571883,0.16494429
40.812845,-73.90925667,7.2193875,2.0459185,0.43560266,0.3658736,0.017122565,0.1338635,50.413265,5.147959,0.4049353,0.344605,-0.07625907,0.118752606,12.882653,2.6989796,0.42050153,0.34454834,0.0040560216,0.11871356,17.357143,3.2142856,0.38623154,0.40613335,-0.015571883,0.16494429
40.81277667,-73.90928,7.2193875,2.0459185,0.43560266,0.3658736,0.017122565,0.1338635,50.413265,5.147959,0.4049353,0.344605,-0.07625907,0.118752606,12.882653,2.6989796,0.42050153,0.34454834,0.0040560216,0.11871356,17.357143,3.2142856,0.38623154,0.40613335,-0.015571883,0.16494429
40.81271,-73.90931167,7.270408,2.0357144,0.4446663,0.3700299,0.016228877,0.13692212,48.57653,4.994898,0.4199497,0.3575981,-0.05967213,0.1278764,12.938775,2.6938775,0.4249918,0.3537006,0.0071707354,0.12510413,17.219387,3.1683674,0.40000707,0.41405192,-0.0063048075,0.17143898
40.81264333,-73.90934,7.270408,2.0357144,0.4446663,0.3700299,0.016228877,0.13692212,48.57653,4.994898,0.4199497,0.3575981,-0.05967213,0.1278764,12.938775,2.6938775,0.4249918,0.3537006,0.0071707354,0.12510413,17.219387,3.1683674,0.40000707,0.41405192,-0.0063048075,0.17143898
40.81256167,-73.90936333,7.270408,2.0357144,0.4446663,0.3700299,0.016228877,0.13692212,48.57653,4.994898,0.4199497,0.3575981,-0.05967213,0.1278764,12.938775,2.6938775,0.4249918,0.3537006,0.0071707354,0.12510413,17.219387,3.1683674,0.40000707,0.41405192,-0.0063048075,0.17143898
40.812485,-73.90938333,7.270408,2.0357144,0.4446663,0.3700299,0.016228877,0.13692212,48.57653,4.994898,0.4199497,0.3575981,-0.05967213,0.1278764,12.938775,2.6938775,0.4249918,0.3537006,0.0071707354,0.12510413,17.219387,3.1683674,0.40000707,0.41405192,-0.0063048075,0.17143898
40.81240333,-73.90939333,6.9897957,1.9693878,0.45856184,0.3703463,0.050515193,0.1371564,45.061226,4.7755103,0.43032148,0.36308828,-0.012740932,0.13183309,12.760204,2.6377552,0.4387858,0.353811,0.03280728,0.12518221,16.34694,3.0612245,0.40683275,0.40677378,0.030673483,0.16546491
40.81233,-73.90942,6.9897957,1.9693878,0.45856184,0.3703463,0.050515193,0.1371564,45.061226,4.7755103,0.43032148,0.36308828,-0.012740932,0.13183309,12.760204,2.6377552,0.4387858,0.353811,0.03280728,0.12518221,16.34694,3.0612245,0.40683275,0.40677378,0.030673483,0.16546491
40.81223667,-73.90945333,6.9897957,1.9693878,0.45856184,0.3703463,0.050515193,0.1371564,45.061226,4.7755103,0.43032148,0.36308828,-0.012740932,0.13183309,12.760204,2.6377552,0.4387858,0.353811,0.03280728,0.12518221,16.34694,3.0612245,0.40683275,0.40677378,0.030673483,0.16546491
40.81216333,-73.90947667,6.5306125,1.7857143,0.5186037,0.38939637,0.11638948,0.15162952,37.239796,4.107143,0.4907919,0.39492235,0.123421334,0.15596366,11.867347,2.3877552,0.5014947,0.379408,0.11075568,0.14395043,14.418367,2.7551022,0.4522547,0.4190512,0.123903885,0.17560391
40.81209333,-73.90949333,6.5306125,1.7857143,0.5186037,0.38939637,0.11638948,0.15162952,37.239796,4.107143,0.4907919,0.39492235,0.123421334,0.15596366,11.867347,2.3877552,0.5014947,0.379408,0.11075568,0.14395043,14.418367,2.7551022,0.4522547,0.4190512,0.123903885,0.17560391
